Taxon	MockHiSeq.even
Unknown;Other;Other;Other	0.00445689093174
k__Bacteria;Other;Other;Other	0.0889703998519
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.039384000345
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.000710261503066
k__Bacteria;p__Bacteroidetes;Other;Other	0.0415223947989
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.290121530816
k__Bacteria;p__Firmicutes;Other;Other	0.010192252569
k__Bacteria;p__Firmicutes;c__Bacilli;Other	8.87826878832e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.26832411262e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0871237199439
k__Bacteria;p__Firmicutes;c__Clostridia;Other	0.00539291412685
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.28881515698
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00364516349966
k__Bacteria;p__Proteobacteria;Other;Other	0.103036114261
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	2.28298340271e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.0176195585725
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000433766846515
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	7.6099446757e-06
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0184439692457
