Taxon	EUK.Mock.1
No blast hit;Other;Other;Other	0.284287071617
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote	0.0122764602403
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0162180976661
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.469186555159
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.208125981882
Root;k__Eukaryota;p__Fungi;c__Glomeromycota	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Arthropoda	1.88144984525e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.00895570126339
Root;k__Eukaryota;p__Metazoa;c__Cnidaria	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
