Taxon	Even3	Even2	Even1
Unclassified;Other;Other	0.00518575127109	0.00492233837163	0.00121737913664
k__Archaea;p__Crenarchaeota;c__MCG	7.79812221217e-06	0.0	6.99643181977e-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota	3.11924888487e-05	0.0	2.79857272791e-05
k__Archaea;p__Euryarchaeota;Other	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;Other;Other	0.0495258741695	0.0524933470162	0.0473238648289
k__Bacteria;p__Acidobacteria;c__Acidobacteria	0.0	4.34835545197e-05	0.000111942909116
k__Bacteria;p__Acidobacteria;c__Acidobacteria-2	0.0	2.60901327118e-05	0.000188903659134
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	2.33943666365e-05	4.34835545197e-05	3.49821590989e-05
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria	3.89906110609e-05	1.73934218079e-05	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres	1.55962444243e-05	0.0	1.39928636395e-05
k__Bacteria;p__Acidobacteria;c__iii1-8	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Actinobacteria;Other	6.23849776974e-05	2.60901327118e-05	8.39571818373e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0832293583705	0.080122797558	0.0870705939971
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	3.89906110609e-05	8.69671090394e-06	0.0
k__Bacteria;p__Bacteroidetes;Other	0.0015986150535	0.00139147374463	0.00174910795494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.239480333136	0.252752509001	0.254012453649
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	8.57793443339e-05	7.82703981354e-05	6.99643181977e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.000116971833183	0.000139147374463	0.000223885818233
k__Bacteria;p__Chloroflexi;c__Anaerolineae	1.55962444243e-05	0.0	1.39928636395e-05
k__Bacteria;p__Chloroflexi;c__Ellin6529	0.0	0.0	3.49821590989e-05
k__Bacteria;p__Cyanobacteria;Other	7.79812221217e-06	8.69671090394e-06	2.09892954593e-05
k__Bacteria;p__Cyanobacteria;c__4C0d-2	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast	0.000241741788577	0.000234811194406	0.00138529350031
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae	0.000444492966094	8.69671090394e-05	6.29678863779e-05
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae	8.57793443339e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae	4.6788733273e-05	1.73934218079e-05	2.09892954593e-05
k__Bacteria;p__Firmicutes;Other	0.0134595589382	0.0143582697024	0.0148604211852
k__Bacteria;p__Firmicutes;c__Bacilli	0.0364562213419	0.029786234846	0.0291331420975
k__Bacteria;p__Firmicutes;c__Clostridia	0.32490876197	0.335571286939	0.314321695935
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.0542983249633	0.0380046266502	0.057531658854
k__Bacteria;p__Fusobacteria;c__Fusobacteria	2.33943666365e-05	8.69671090394e-06	2.79857272791e-05
k__Bacteria;p__Nitrospirae;c__Nitrospira	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae	6.23849776974e-05	1.73934218079e-05	4.89750227384e-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia	3.89906110609e-05	2.60901327118e-05	5.59714545582e-05
k__Bacteria;p__Proteobacteria;Other	0.00245640849683	0.00273946393474	0.00260966906877
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.000257338033002	0.000165237507175	0.000188903659134
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.000202751177516	0.000200024350791	0.000335828727349
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0	0.0	0.000132932204576
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.18735768427	0.186213973875	0.186671797383
k__Bacteria;p__SAR406;c__AB16	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Tenericutes;c__Mollicutes	4.6788733273e-05	0.0	3.49821590989e-05
k__Bacteria;p__Verrucomicrobia;Other	7.79812221217e-06	0.0	2.09892954593e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	1.55962444243e-05	0.0	0.000111942909116
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	7.79812221217e-06	1.73934218079e-05	7.69607500175e-05
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	5.45868554852e-05	0.000408745412485	0.000132932204576
