Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.285161945795
Root;k__Eukaryota;p__Fungi;Other;Other	0.00460955212086
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0159829164354
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.185670877979
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	8.46652430363e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.018626353468
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000253995729109
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.000141108738394
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.2595742279
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0119848355142
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.00368764169669
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.204269009699
Root;k__Eukaryota;p__Metazoa;Other;Other	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00260580803567
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00632167148004
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
