id	taxonomy
62cca9a998881d45db798899e100bb1f	other
1a3049e10759741eccdf6185d1057395	k__Fungi;p__Ascomycota;c__Schizosaccharomycetes;o__Schizosaccharomycetales;f__Schizosaccharomycetaceae;g__Schizosaccharomyces;s__Schizosaccharomyces_pombe
f330cace0d1eab2c0c6952a0d9f90d15	other
7e45c5f298158a17366a3d19b6d4e7d6	other
b2b7da9609ab1527184304e4312bd00f	other
0b1cf6e8ccdb11ef25978ed07ee1abb5	other
aeac8ff8687765baa1f657ec90e41c22	other
408a00c2b888db28461e4501a5023a40	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis; s__
743c3a774f91d277135d9d767ae5200e	other
ab630feaee48241a99ebb4a7e7184d08	other
9e27ed29df06fe4435925f6771eb30e9	other
ed96319b4f652c78621c5d910af6fc17	other
8f3ab3b1531d5b4a8e0c534d9f1765fc	other
afeae9e57f2e2a918902b146c376fdc0	other
9cb6db5283b6780d4b270e3a3790b06f	other
694399cfbbeef3655448055f1e613c88	other
b1df45f194d3bed7bb8cfc61a84dff8c	other
e67b18001a5e93d8d3f6cf211c20bdf9	other
59898df56079ef7b63a1509c1d0c3e4a	other
f8d7f27f6a7f99a86537aa25726c2f81	other
28c48e3027903e1e8c370945761f2000	other
12d19383556cee322f80699eb9d5fd82	other
edbf2d73649788586a25d84fef8c5404	other
