Taxon	Mock.2	Mock.1	Mock.3
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Other	0.000260152449335	0.000237398116642	0.000111967753287
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	0.0600171700617	0.0659175437208	0.0645094212867
Root;Eurotiomycetes;Other;Other;Other	0.0	1.97831763868e-05	1.59953933267e-05
Root;Other;Other;Other;Other	0.000546320143604	0.00098915881934	0.00107169135289
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces	0.276385962174	0.339459523621	0.275872548706
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum	0.0139962017742	0.0228693519031	0.0123644390416
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Other	0.0960742995395	0.0722877265174	0.0897181611696
Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida	0.149145399204	0.114841338925	0.133609520458
Root;Saccharomycetes;Saccharomycetales;Other;Other	0.0607716121647	0.0530980454222	0.0590709875556
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Issatchenkia	0.10772912927	0.0968386484134	0.11996544995
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	0.0748718749187	0.0650668671362	0.0754182795355
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces	0.0517183069279	0.0466487299201	0.0418759397294
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Other	0.00421446967923	0.00381815304265	0.00359896349851
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces	0.0116027992404	0.0129777637097	0.0112447615087
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	0.0793204818023	0.0909432618501	0.09678812502
Root;Sordariomycetes;Hypocreales;Nectriaceae;Other	0.00114467077708	0.00124634011237	0.00107169135289
Root;Sordariomycetes;Hypocreales;Other;Other	0.000780457348006	0.00092980929018	0.000799769666336
Root;Sordariomycetes;Microascales;Microascaceae;Other	2.60152449335e-05	7.91327055472e-05	3.19907866534e-05
Root;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis	0.0111085095866	0.0114148927752	0.0124284206149
Root;Sordariomycetes;Other;Other;Other	0.000286167694269	0.000316530822189	0.000431875619821
