Taxon	EUK.Mock.1
Root;Other;Other;Other	0.00195670783906
Root;k__Bacteria;Other;Other	0.000131701489168
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other	0.000536213205896
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0238944130347
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00738469064261
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.250486825147
Root;k__Eukaryota;Other;Other	0.00158982511924
Root;k__Eukaryota;p__Fungi;Other	0.00164626861459
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0161146179246
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.480390588988
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.205990536307
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.00895570126339
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
