Taxon	EUK.Mock.1
Root;Other;Other;Other;Other;Other	0.00195670783906
Root;k__Bacteria;Other;Other;Other;Other	0.000131701489168
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria;g__Uncultured;s__Leptotrichia-like_sp._oral_clone_bb135	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other;Other;Other	0.000536213205896
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.000310439224466
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Alysiella;Other	4.70362461313e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Kingella;Other	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria;s__Neisseria_gonorrhoeae_tcdc-ng08107	0.0233393853303
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria;s__Neisseria_sp._oral_taxon_014_str._f0314	0.000159923236846
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other;Other	1.88144984525e-05
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;Other	0.000178737735299
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;s__Campylobacter_cf._lanienae_ub_994	0.000404511716729
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;s__Campylobacter_rectus_rm3267	0.000235181230656
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;s__Campylobacter_sp._oral_clone_hb035	0.00654744546147
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	0.0163780209029
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Avibacterium;s__Avibacterium_paragallinarum	0.160271305068
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Gallibacterium;Other	0.000291624726014
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Gallibacterium;s__Gallibacterium_anatis	0.0735458744509
Root;k__Eukaryota;Other;Other;Other;Other	0.00158982511924
Root;k__Eukaryota;p__Fungi;Other;Other;Other	0.00164626861459
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other;Other	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.0160769889277
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other;Other	0.142068277815
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;Other	0.0413072313525
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._bg02-7-14-001k-1-1	0.000413918965955
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora;s__Clavispora_lusitaniae_atcc_42720	0.018711018711
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe;s__Epichloe_typhina	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;Other	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii	0.000489176959765
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema;s__Papiliotrema_bandonii	0.00015051598762
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula;s__Rhodotorula_sp._w500	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;Other	0.00914384624792
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_(bakers_yeast)	0.252434125737
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_rm11-1a	0.00192848609138
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella;s__Tremella_globispora	0.000253995729109
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton;s__Trichophyton_tonsurans_cbs_112818	0.0119848355142
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma;s__Vanderwaltozyma_polyspora_dsm_70294	0.00142049463316
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other;Other	0.00246469929728
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;Other	0.000188144984525
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;s__Rhizopus_sp._accc_30795	0.203337692025
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other;Other	0.0024364775496
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo;s__Homo_sapiens_(human)	0.00651922371379
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other;Other	0.000884281427268
