	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
blast_100.0	0.0	0.0	0.0	0.0	0.0	0.00599969299266	0.177717541527	0.283433195364	0.354474159235	0.354552246593	0.371313809977	0.466529333819	0.478906805495	0.479307436915	0.531876850205	0.61497078815	0.838699836192	0.177717541527	0.283534042499	0.354474159235	0.383013052609	0.399963951988	0.399941992555	0.479307436915	0.479307436915	0.542099389767	0.609570135641	0.754272286303	0.421266753042	0.514688223881
blast_0.0001	0.0	0.0	0.0	0.0	0.0	0.00599969299266	0.177717541527	0.283433195364	0.354474159235	0.354552246593	0.371313809977	0.466529333819	0.478906805495	0.479307436915	0.531876850205	0.61497078815	0.838699836192	0.177717541527	0.283534042499	0.354474159235	0.383013052609	0.399963951988	0.399941992555	0.479307436915	0.479307436915	0.542099389767	0.609570135641	0.754272286303	0.421266753042	0.514688223881
blast_1e-06	0.0	0.0	0.0	0.0	0.0	0.00599969299266	0.177717541527	0.283433195364	0.354474159235	0.354552246593	0.371313809977	0.466529333819	0.478906805495	0.479307436915	0.531876850205	0.61497078815	0.838699836192	0.177717541527	0.283534042499	0.354474159235	0.383013052609	0.399963951988	0.399941992555	0.479307436915	0.479307436915	0.542099389767	0.609570135641	0.754272286303	0.421266753042	0.514688223881
blast_1.0	0.0	0.0	0.0	0.0	0.0	0.00599969299266	0.177717541527	0.283433195364	0.354474159235	0.354552246593	0.371313809977	0.466529333819	0.478906805495	0.479307436915	0.531876850205	0.61497078815	0.838699836192	0.177717541527	0.283534042499	0.354474159235	0.383013052609	0.399963951988	0.399941992555	0.479307436915	0.479307436915	0.542099389767	0.609570135641	0.754272286303	0.421266753042	0.514688223881
blast_1e-10	0.0	0.0	0.0	0.0	0.0	0.00599969299266	0.177717541527	0.283433195364	0.354474159235	0.354552246593	0.371313809977	0.466529333819	0.478906805495	0.479307436915	0.531876850205	0.61497078815	0.838699836192	0.177717541527	0.283534042499	0.354474159235	0.383013052609	0.399963951988	0.399941992555	0.479307436915	0.479307436915	0.542099389767	0.609570135641	0.754272286303	0.421266753042	0.514688223881
blast_1e-30	0.00599969299266	0.00599969299266	0.00599969299266	0.00599969299266	0.00599969299266	0.0	0.183684073241	0.289399727078	0.360440690949	0.360518778307	0.377280341691	0.472495865533	0.484873337209	0.485273968629	0.537843381919	0.620937319864	0.838699836192	0.183684073241	0.289500574213	0.360440690949	0.388979584323	0.405930483702	0.405908524269	0.485273968629	0.485273968629	0.548065921481	0.615536667355	0.754272286303	0.427233284756	0.51472138516
mothur_0.0	0.177717541527	0.177717541527	0.177717541527	0.177717541527	0.177717541527	0.183684073241	0.0	0.107029271514	0.178516505056	0.178594592414	0.195569496174	0.296793453182	0.310206687163	0.368234051673	0.531431499574	0.614603643573	0.838477101529	0.0	0.107453819142	0.178449619544	0.20705539843	0.224186595601	0.230206111919	0.31062984097	0.322181652448	0.541654039137	0.609202991064	0.753905141726	0.370817454013	0.578557445342
mothur_0.1	0.283433195364	0.283433195364	0.283433195364	0.283433195364	0.283433195364	0.289399727078	0.107029271514	0.0	0.0717660961295	0.0717886185166	0.0887635222766	0.190042925561	0.203456159541	0.261483524052	0.529340386047	0.613568888483	0.837910100762	0.107029271514	0.000569520497329	0.0717218517	0.100249424533	0.117413664287	0.123455584298	0.203879313349	0.215398082244	0.434903511516	0.608602266063	0.753338140958	0.276349023126	0.578524284064
mothur_0.2	0.354474159235	0.354474159235	0.354474159235	0.354474159235	0.354474159235	0.360440690949	0.178516505056	0.0717660961295	0.0	0.000156293410559	0.0170529911177	0.118365436985	0.131745628382	0.189772992893	0.458019403158	0.542248024288	0.837363102652	0.178516505056	0.0716763321454	0.000178815797811	0.0286170994269	0.0457361757115	0.051778095722	0.13216878219	0.143687551085	0.363192980357	0.537403852351	0.682240455686	0.347389868303	0.640228745421
mothur_0.3	0.354552246593	0.354552246593	0.354552246593	0.354552246593	0.354552246593	0.360518778307	0.178594592414	0.0717886185166	0.000156293410559	0.0	0.0170531098128	0.118298670169	0.131712704494	0.189694905535	0.4579413158	0.542326230341	0.837363102652	0.178594592414	0.0716988545326	0.000178697102699	0.0284608060163	0.0456580883538	0.0517000083643	0.132090694832	0.143609463727	0.363114892999	0.537325646298	0.682240455686	0.347389868303	0.640306832778
mothur_0.4	0.371313809977	0.371313809977	0.371313809977	0.371313809977	0.371313809977	0.377280341691	0.195569496174	0.0887635222766	0.0170529911177	0.0170531098128	0.0	0.101312445868	0.114692637265	0.172720001775	0.44096641204	0.542147414543	0.837251854015	0.195569496174	0.0886737582925	0.0172318069155	0.0120575558777	0.02879443323	0.0347364251454	0.115115791072	0.126634559967	0.346139989239	0.537168789933	0.682162249633	0.347502124153	0.656921941298
mothur_0.5	0.466529333819	0.466529333819	0.466529333819	0.466529333819	0.466529333819	0.472495865533	0.296793453182	0.190042925561	0.118365436985	0.118298670169	0.101312445868	0.0	0.0135246013118	0.0715744882091	0.339687008756	0.511444180413	0.837173766658	0.296793453182	0.189930757885	0.118477367272	0.0977372588035	0.0952605686156	0.0667772402121	0.0160992933403	0.0255220889846	0.244893628538	0.537023817063	0.682117204859	0.371740847421	0.618872930455
mothur_0.6	0.478906805495	0.478906805495	0.478906805495	0.478906805495	0.478906805495	0.484873337209	0.310206687163	0.203456159541	0.131745628382	0.131712704494	0.114692637265	0.0135246013118	0.0	0.0585292873257	0.327278539446	0.511199042058	0.836917189067	0.310206687163	0.203321469478	0.13186887921	0.111195774949	0.108752127344	0.0801683078907	0.00297476049413	0.012443282563	0.232039364338	0.524715838803	0.681994635682	0.383973227533	0.606818565796
mothur_0.7	0.479307436915	0.479307436915	0.479307436915	0.479307436915	0.479307436915	0.485273968629	0.368234051673	0.261483524052	0.189772992893	0.189694905535	0.172720001775	0.0715744882091	0.0585292873257	0.0	0.314912899981	0.501376296643	0.836349181085	0.368234051673	0.261348833988	0.18985108025	0.169234341305	0.166735010035	0.138151190581	0.0583609917242	0.046274777802	0.208166839475	0.521904839751	0.681660771078	0.441678166675	0.6064622975
mothur_0.8	0.531876850205	0.531876850205	0.531876850205	0.531876850205	0.531876850205	0.537843381919	0.531431499574	0.529340386047	0.458019403158	0.4579413158	0.44096641204	0.339687008756	0.327278539446	0.314912899981	0.0	0.335123541392	0.792443040653	0.531431499574	0.529295341273	0.45808628867	0.429480509784	0.412283227447	0.406241307436	0.327199088789	0.315024029922	0.146677434103	0.357626094826	0.64464739324	0.561955334189	0.659155524571
mothur_0.9	0.61497078815	0.61497078815	0.61497078815	0.61497078815	0.61497078815	0.620937319864	0.614603643573	0.613568888483	0.542248024288	0.542326230341	0.542147414543	0.511444180413	0.511199042058	0.501376296643	0.335123541392	0.0	0.532338471801	0.614603643573	0.613523843708	0.542370474771	0.542326230341	0.540117645155	0.511445099453	0.513406826899	0.501431980308	0.372564370615	0.0838298994338	0.477075722988	0.698708649399	0.821204318215
mothur_1.0	0.838699836192	0.838699836192	0.838699836192	0.838699836192	0.838699836192	0.838699836192	0.838477101529	0.837910100762	0.837363102652	0.837363102652	0.837251854015	0.837173766658	0.836917189067	0.836349181085	0.792443040653	0.532338471801	0.0	0.838477101529	0.837865055987	0.837363102652	0.837363102652	0.837330060068	0.837207728281	0.836994832165	0.836449227875	0.829883869876	0.542074699338	0.155223375405	0.838555426277	0.9375
rdp_0.0	0.177717541527	0.177717541527	0.177717541527	0.177717541527	0.177717541527	0.183684073241	0.0	0.107029271514	0.178516505056	0.178594592414	0.195569496174	0.296793453182	0.310206687163	0.368234051673	0.531431499574	0.614603643573	0.838477101529	0.0	0.107453819142	0.178449619544	0.20705539843	0.224186595601	0.230206111919	0.31062984097	0.322181652448	0.541654039137	0.609202991064	0.753905141726	0.370817454013	0.578557445342
rdp_0.1	0.283534042499	0.283534042499	0.283534042499	0.283534042499	0.283534042499	0.289500574213	0.107453819142	0.000569520497329	0.0716763321454	0.0716988545326	0.0886737582925	0.189930757885	0.203321469478	0.261348833988	0.529295341273	0.613523843708	0.837865055987	0.107453819142	0.0	0.0715983634827	0.100159660549	0.117323900303	0.123343416621	0.203767145673	0.215252190334	0.434757619606	0.608557221289	0.753293096184	0.276449870262	0.578524284064
rdp_0.2	0.354474159235	0.354474159235	0.354474159235	0.354474159235	0.354474159235	0.360440690949	0.178449619544	0.0717218517	0.000178815797811	0.000178697102699	0.0172318069155	0.118477367272	0.13186887921	0.18985108025	0.45808628867	0.542370474771	0.837363102652	0.178449619544	0.0715983634827	0.0	0.028639503119	0.0458367854565	0.051878705467	0.132269391935	0.143754436596	0.363259865868	0.537325646298	0.682240455686	0.347412509385	0.640228745421
rdp_0.3	0.383013052609	0.383013052609	0.383013052609	0.383013052609	0.383013052609	0.388979584323	0.20705539843	0.100249424533	0.0286170994269	0.0284608060163	0.0120575558777	0.0977372588035	0.111195774949	0.169234341305	0.429480509784	0.542326230341	0.837363102652	0.20705539843	0.100159660549	0.028639503119	0.0	0.0171972823375	0.0311161933069	0.11160772691	0.123148899497	0.334654086983	0.537325646298	0.682240455686	0.347389868303	0.668767638795
rdp_0.4	0.399963951988	0.399963951988	0.399963951988	0.399963951988	0.399963951988	0.405930483702	0.224186595601	0.117413664287	0.0457361757115	0.0456580883538	0.02879443323	0.0952605686156	0.108752127344	0.166735010035	0.412283227447	0.540117645155	0.837330060068	0.224186595601	0.117323900303	0.0458367854565	0.0171972823375	0.0	0.0288063167258	0.10910839564	0.12068261081	0.317489847229	0.537113106267	0.682240455686	0.349521492041	0.685349586036
rdp_0.5	0.399941992555	0.399941992555	0.399941992555	0.399941992555	0.399941992555	0.405908524269	0.230206111919	0.123455584298	0.051778095722	0.0517000083643	0.0347364251454	0.0667772402121	0.0801683078907	0.138151190581	0.406241307436	0.511445099453	0.837207728281	0.230206111919	0.123343416621	0.051878705467	0.0311161933069	0.0288063167258	0.0	0.082654154975	0.0920987913567	0.311447927218	0.536968252093	0.682151166482	0.372263929324	0.685505079102
rdp_0.6	0.479307436915	0.479307436915	0.479307436915	0.479307436915	0.479307436915	0.485273968629	0.31062984097	0.203879313349	0.13216878219	0.132090694832	0.115115791072	0.0160992933403	0.00297476049413	0.0583609917242	0.327199088789	0.513406826899	0.836994832165	0.31062984097	0.203767145673	0.132269391935	0.11160772691	0.10910839564	0.082654154975	0.0	0.0122749869615	0.23190503036	0.522762230518	0.682005956223	0.384117874837	0.606406613834
rdp_0.7	0.479307436915	0.479307436915	0.479307436915	0.479307436915	0.479307436915	0.485273968629	0.322181652448	0.215398082244	0.143687551085	0.143609463727	0.126634559967	0.0255220889846	0.012443282563	0.046274777802	0.315024029922	0.501431980308	0.836449227875	0.322181652448	0.215252190334	0.143754436596	0.123148899497	0.12068261081	0.0920987913567	0.0122749869615	0.0	0.219774453313	0.522060332817	0.681671528664	0.395625767451	0.606429136221
rdp_0.8	0.542099389767	0.542099389767	0.542099389767	0.542099389767	0.542099389767	0.548065921481	0.541654039137	0.434903511516	0.363192980357	0.363114892999	0.346139989239	0.244893628538	0.232039364338	0.208166839475	0.146677434103	0.372564370615	0.829883869876	0.541654039137	0.434757619606	0.363259865868	0.334654086983	0.317489847229	0.311447927218	0.23190503036	0.219774453313	0.0	0.376383730499	0.67509565047	0.462239459345	0.669178770899
rdp_0.9	0.609570135641	0.609570135641	0.609570135641	0.609570135641	0.609570135641	0.615536667355	0.609202991064	0.608602266063	0.537403852351	0.537325646298	0.537168789933	0.537023817063	0.524715838803	0.521904839751	0.357626094826	0.0838298994338	0.542074699338	0.609202991064	0.608557221289	0.537325646298	0.537325646298	0.537113106267	0.536968252093	0.522762230518	0.522060332817	0.376383730499	0.0	0.486654531204	0.693597617064	0.788903652129
rdp_1.0	0.754272286303	0.754272286303	0.754272286303	0.754272286303	0.754272286303	0.754272286303	0.753905141726	0.753338140958	0.682240455686	0.682240455686	0.682162249633	0.682117204859	0.681994635682	0.681660771078	0.64464739324	0.477075722988	0.155223375405	0.753905141726	0.753293096184	0.682240455686	0.682240455686	0.682240455686	0.682151166482	0.682005956223	0.681671528664	0.67509565047	0.486654531204	0.0	0.838477901874	0.9375
rtax_single	0.421266753042	0.421266753042	0.421266753042	0.421266753042	0.421266753042	0.427233284756	0.370817454013	0.276349023126	0.347389868303	0.347389868303	0.347502124153	0.371740847421	0.383973227533	0.441678166675	0.561955334189	0.698708649399	0.838555426277	0.370817454013	0.276449870262	0.347412509385	0.347389868303	0.349521492041	0.372263929324	0.384117874837	0.395625767451	0.462239459345	0.693597617064	0.838477901874	0.0	0.509236072708
Expected	0.514688223881	0.514688223881	0.514688223881	0.514688223881	0.514688223881	0.51472138516	0.578557445342	0.578524284064	0.640228745421	0.640306832778	0.656921941298	0.618872930455	0.606818565796	0.6064622975	0.659155524571	0.821204318215	0.9375	0.578557445342	0.578524284064	0.640228745421	0.668767638795	0.685349586036	0.685505079102	0.606406613834	0.606429136221	0.669178770899	0.788903652129	0.9375	0.509236072708	0.0
