Taxon	EUK.Mock.1
NOHIT;Other;Other;Other;Other;Other	0.282753689994
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples;s__Uncultured_eukaryote	0.0120506862588
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.0161522469215
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other;Other	0.00420504040414
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Basidiomycota;s__Basidiomycete_yeast_sp._bg98-9-24-3-1	0.000159923236846
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_ernobii	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._bg02-7-14-001k-1-1	0.000103479741489
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora;s__Clavispora_lusitaniae_atcc_42720	0.0187674622064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides;s__Coccidioides_posadasii_rmscc_1037	0.0381369883632
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Cryptococcus;Other	0.00015051598762
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples;s__Debaryomyces_sp._enrichment_culture_clone_mpsr02	0.0177514792899
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii	0.0592280411285
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii_wm276	0.000178737735299
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Hydropisphaera;s__Hydropisphaera_erubescens	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Mycogloea;s__Mycogloea_sp._tub_fo40962	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema;s__Papiliotrema_bandonii	0.000348068221371
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium;s__Penicillium_sp._mi_31	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Peziza;s__Peziza_quelepidotia	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria;s__Phaeosphaeria_nodorum_sn15	0.0476947535771
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula;Other	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_(bakers_yeast)	0.266403890838
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_rm11-1a	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella;s__Tremella_globispora	0.000460955212086
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton;s__Trichophyton_tonsurans_cbs_112818	0.0165191296413
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_capnodiales;s__Capnodiales_sp._ccfee_5502	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_tremellales;s__Tremellales_sp._qmw-2009a	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma;s__Vanderwaltozyma_polyspora_dsm_70294	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Environmental_samples;g__Environmental_samples;s__Uncultured_fungal_contaminant	0.00022577398143
Root;k__Eukaryota;p__Fungi;c__Environmental_samples;g__Environmental_samples;s__Uncultured_fungus	0.000188144984525
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;Other	0.208427013857
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other;Other	1.88144984525e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo;s__Homo_sapiens_(human)	0.00671677594755
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis;s__Monodelphis_domestica_(gray_short-tailed_opossum)	5.64434953575e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Sus;s__Sus_scrofa_(pig)	0.00216366732204
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other;Other	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum;s__Solanum_tuberosum_(potato)	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea;s__Zea_mays	0.000846652430363
