id	taxonomy
79c30328522455fabacd8f04fd2479d8	other
d48eeaecb871518ba4e11d1aa1d8bcbb	other
69607bca4ab581da58e5c9a7bd46c569	other
205f6ef616578d01de786903537b64a9	other
3b7b9fa2c7520ded4f910be5e93836bb	other
7ff7f9832be57dc8108fd6390e8e905c	other
d735827e8c9fbe5b6cb8d60976076416	other
06e9965863cbd2673071e43ea32612d9	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium; s__
87911359940e653775ec69e92ce60108	other
47ac2d324e41fb682b0f47d211b737c7	other
805835e9bf3bd3095815b9483ff9ed30	other
3ac746afb1d6dc247dbbec745572dcfc	other
638ba109fec2bb27d5564f2ba95523cb	other
7bc1493fc38dde45496e51ea21fcd71a	other
74cbdaeaced6bd3a886efe2a40dbb783	other
ea10825e5788bd2b72e64642e7d0d397	other
d374c2f3352092dd2c1ecf3aabe74277	other
65300481deec02196e65f2f7d7e4b9b7	other
171be7c96c0335f324d4944988c595c5	other
0da84df041390795dc8c0ad0bfda27df	other
0f30c81d2e95cdb37d44661270d73d3a	other
d03ca5e8f74dbdfd8c0bb07de9049815	other
b45d143b04d073c2bc2d2f8e1b7635d6	other
2f173101691f8f9521e843a5c1ae40c1	other
b96756e30ea6348922211d1861161e7c	other
bd81f00fac7cfe112949c77cd943bbad	other
1836a383f4d66000688d33087c6608ae	other
2cc5e8a108cbbe4c1dfe3126e6192d98	other
9af25943261b01c1fe84b8c617b23078	other
