Taxon	MockMiSeq.even
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	0.462114125351
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other	0.00374181478017
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	0.0289990645463
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	0.00748362956034
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	0.0168381665108
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI	0.0851262862488
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV	0.0261927034612
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	0.22076707203
Bacteria;Firmicutes;Clostridia;Clostridiales;Other	0.0112254443405
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	0.0785781103835
Bacteria;Other;Other;Other;Other	0.0196445275959
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	0.0383536014967
Bacteria;Proteobacteria;Gammaproteobacteria;Other;Other	0.000935453695042
