pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
blast_100.0	-0.0647524586692	0.0816752888243	0.0505631469086	-0.00984320347896	0.00133374243659	0.00083757888159	0.000538627780899	1.87846246883e-05	-5.80187819465e-05	-0.000162910071886	1.28988016665e-05	2.69337145017e-05	-9.09698406415e-06	9.06250945703e-07	3.1754248562e-06	-3.35332436562e-06	-3.17454263891e-06	2.19946696905e-08	5.26972438104e-07	3.87373794142e-08	-4.97629775837e-09	-1.35998737084e-10	1.9078753616e-14	7.57628620003e-09	-7.03408236674e-16	-7.4720001495e-16	1.21557236404e-16	-1.03369683689e-16	0.0	0.0
blast_0.0001	-0.0647524586692	0.0816752888243	0.0505631469086	-0.00984320347896	0.00133374243659	0.00083757888159	0.000538627780899	1.87846246883e-05	-5.80187819464e-05	-0.000162910071886	1.28988016664e-05	2.69337145016e-05	-9.09698406495e-06	9.0625094584e-07	3.17542485211e-06	-3.35332436196e-06	-3.17454263475e-06	2.1994669832e-08	5.26972437357e-07	3.87373761952e-08	-4.97630072262e-09	-1.36004705619e-10	3.05680720501e-09	-1.16558660247e-09	-5.29320847702e-09	2.8517680567e-10	-8.17793517019e-11	6.85074189642e-11	1.01424253223e-11	-5.56227640772e-12
blast_1e-06	-0.0647524586692	0.0816752888243	0.0505631469086	-0.00984320347896	0.00133374243659	0.00083757888159	0.000538627780899	1.87846246884e-05	-5.80187819468e-05	-0.000162910071886	1.28988016672e-05	2.69337145022e-05	-9.09698406452e-06	9.06250946107e-07	3.17542485458e-06	-3.35332436408e-06	-3.1745426368e-06	2.19946704704e-08	5.26972437696e-07	3.8737378357e-08	-4.97630104113e-09	-1.36015498093e-10	2.15976689186e-09	-1.16558266747e-09	2.01273183805e-09	2.33151422e-09	-8.82613014488e-11	-1.47694972092e-12	2.25947577727e-12	-3.02618968376e-12
blast_1.0	-0.0647524586692	0.0816752888243	0.0505631469086	-0.00984320347896	0.00133374243659	0.00083757888159	0.000538627780899	1.87846246884e-05	-5.80187819466e-05	-0.000162910071886	1.28988016667e-05	2.69337145019e-05	-9.09698407153e-06	9.06250950575e-07	3.17542481262e-06	-3.35332432502e-06	-3.17454259992e-06	2.19946705401e-08	5.26972430387e-07	3.87373818715e-08	-4.97629900288e-09	-1.35963532209e-10	2.6273851208e-09	-1.16558534245e-09	1.6708910714e-09	-1.04034089619e-09	-5.06757817767e-10	6.42099258825e-10	8.79545959731e-11	-6.99917246911e-11
blast_1e-10	-0.0647524586692	0.0816752888243	0.0505631469086	-0.00984320347896	0.00133374243659	0.00083757888159	0.000538627780899	1.87846246884e-05	-5.80187819465e-05	-0.000162910071886	1.28988016666e-05	2.69337145018e-05	-9.09698406611e-06	9.06250947028e-07	3.17542484417e-06	-3.35332435449e-06	-3.17454262805e-06	2.19946700709e-08	5.26972435968e-07	3.87373784102e-08	-4.9762986266e-09	-1.35993408258e-10	2.46853335266e-09	-1.16558645176e-09	9.10924560389e-10	-6.22149545096e-10	1.13839593136e-09	-4.8757689731e-11	-1.07521512499e-11	-3.17350693616e-11
blast_1e-30	-0.0647524586692	0.0816752888243	0.0505631469086	-0.00984320347896	0.00133374243659	0.00083757888159	0.000538627780899	1.87846246884e-05	-5.80187819466e-05	-0.000162910071886	1.28988016667e-05	2.69337145018e-05	-9.09698405337e-06	9.06250938188e-07	3.1754249163e-06	-3.35332442262e-06	-3.17454269502e-06	2.19946705647e-08	5.26972448038e-07	3.87373795071e-08	-4.97629972421e-09	-1.35993835192e-10	2.50981361555e-09	-1.16558626636e-09	1.00987045974e-09	-8.85711460644e-10	-4.50563560637e-10	-6.70317007941e-10	-9.13208706866e-11	1.11325702427e-10
mothur_0.0	0.00141652423909	0.0131574149909	-0.0267890919115	-0.00466112098946	-0.0127209753016	-0.00244553699603	0.00390168216945	-0.00591548051874	0.0025415117326	0.000137431308317	-0.00281785812388	-0.00362173540551	-0.000674734287796	-0.00106271344242	0.000183922118719	-7.90923776801e-05	1.04914526636e-05	-0.000326512292831	-3.89209505652e-05	1.34439770506e-05	6.78634816539e-06	-7.81580478954e-07	2.14134469931e-09	2.91393004893e-10	5.6061462723e-11	4.86707637053e-12	1.56520264511e-11	-1.54574151612e-10	4.27609887364e-10	1.10763600109e-11
mothur_0.1	0.00137371965368	0.0127993630633	-0.0266288924392	-0.00449574198006	-0.0115756848729	-0.0023477824436	0.00215837651545	-0.00438322180774	1.31162101662e-05	0.000105868665631	0.00223395599412	0.000848970110842	0.000307563269936	-0.000260167252742	0.000174064828773	0.000336400111095	1.98615894387e-05	0.000243463704855	0.00015706233569	-0.00011685757467	-3.73230571007e-05	4.21327973288e-06	2.14344934726e-09	2.91392916283e-10	2.54215863829e-11	-2.855832121e-11	-1.32794917599e-10	-3.30860320669e-10	-1.84332449127e-11	-1.84728435376e-10
mothur_0.2	0.0013606449028	0.0125476565043	-0.0266806018977	-0.00420387140876	-0.0114361829892	-0.00251130278935	0.00211175973968	-0.00369676210601	-0.000390933083742	0.000139071162992	0.00247714747526	0.00107696932809	0.000395528450823	-1.08750025102e-06	-0.000152216370434	3.33082481464e-05	-0.000341515283053	0.000342974157512	-0.000154404229726	9.42876172057e-05	1.63625358436e-05	-4.31768632178e-05	2.13705418438e-09	2.9139314087e-10	5.18681250068e-11	1.14147282236e-11	1.83900338866e-12	-1.65751190959e-12	-2.86087440321e-13	1.6840701748e-13
mothur_0.3	0.00128654352723	0.0116764227035	-0.0264814870617	-0.00406547607412	-0.0107479894486	-0.00261658089148	0.00210468559405	0.00274263208204	0.000909214199343	-0.000307231579727	-0.000536972699513	-0.00123445380322	-0.0022449166037	0.00252025347888	-0.000621952179041	0.000172735796691	0.000215825454918	-4.26130125374e-05	8.50162866707e-05	-2.21598302272e-05	9.87374511839e-06	-3.45740043336e-06	2.13705420907e-09	2.91393144647e-10	5.18681248843e-11	1.1414729328e-11	1.83900354652e-12	-1.65751214184e-12	-2.8608749355e-13	1.68407057143e-13
