Taxon	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unknown;Other;Other;Other;Other;Other	3.3842731525e-05	3.5020013938e-06	7.65055917937e-07	5.17668774811e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.0646409188562	0.00470581437291	0.0650159820181	0.00504283339348
k__Bacteria;Other;Other;Other;Other;Other	0.000111290520976	7.00400278759e-05	3.44275163072e-05	9.7617540393e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	5.66214931283e-05	0.0112414244741	5.12587465018e-05	0.0120905239991
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	2.60328704038e-06	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	1.30164352019e-06	8.75500348449e-07	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium	6.50821760095e-07	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	5.85739584086e-06	0.000104184541465	3.06022367175e-06	0.00012793814006
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.000251217199397	0.0371396002816	0.000266239459442	0.0396356795068
k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Wautersiella	0.0	1.7510006969e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__;g__	1.95246528029e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	7.54953241711e-05	5.07790202101e-05	0.000107872884429	8.72641648967e-05
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	5.40182060879e-05	0.000280160111504	8.4921206891e-05	0.000350535713229
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.000823940348281	0.00121694548434	0.000946374170488	0.00147683506185
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;Other	7.15903936105e-06	2.71405108019e-05	1.45360624408e-05	3.32787069521e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus	7.80986112114e-06	4.46505177709e-05	9.18067101524e-06	7.24736284736e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.0084385549414	0.0137374759675	0.00895880479904	0.0139585687494
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria	0.00118189231633	0.0227349930485	0.00153164194771	0.0239089021281
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0.0	0.0	1.53011183587e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;Other	0.0	2.62650104535e-06	0.0	5.91621456927e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;Other	0.000391794699577	0.000393099656454	0.000505701961756	0.000547249847657
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	2.60328704038e-06	8.75500348449e-07	1.53011183587e-06	1.47905364232e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.680950902657	0.469304082283	0.663956073549	0.476375076171
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	1.69213657625e-05	0.000120819048086	2.90721248816e-05	0.00015973779337
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	0.0	0.0	0.0	1.47905364232e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	6.50821760095e-07	8.75500348449e-06	7.65055917937e-07	8.8743218539e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.000105433125135	0.00963838333608	0.000110933108101	0.0101278198158
