Taxon	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unknown;Other;Other;Other	3.3842731525e-05	3.5020013938e-06	7.65055917937e-07	5.17668774811e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0646409188562	0.00470581437291	0.0650159820181	0.00504283339348
k__Bacteria;Other;Other;Other	0.000111290520976	7.00400278759e-05	3.44275163072e-05	9.7617540393e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales	6.70346412898e-05	0.0113464845159	5.58490820094e-05	0.0122184621392
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000251217199397	0.0371396002816	0.000266239459442	0.0396356795068
k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales	0.0	1.7510006969e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales	1.95246528029e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	7.54953241711e-05	5.07790202101e-05	0.000107872884429	8.72641648967e-05
k__Bacteria;p__Firmicutes;c__Bacilli;Other	5.40182060879e-05	0.000280160111504	8.4921206891e-05	0.000350535713229
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.69180465715	0.50746188947	0.675925373386	0.516379779562
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0870636809568	0.0624284278465	0.0909743293137	0.0610804782668
k__Bacteria;p__Firmicutes;c__Clostridia;Other	1.95246528029e-06	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0169181116537	0.0236323809057	0.0174731121098	0.025319179776
k__Bacteria;p__Proteobacteria;Other;Other	2.86361574442e-05	2.62650104535e-06	3.97829077327e-05	8.13479503275e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	2.66836921639e-05	3.5020013938e-06	3.51925722251e-05	2.21858046348e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	2.99378009644e-05	1.05060041814e-05	2.67769571278e-05	5.17668774811e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.066336960363	0.00995268796117	0.0697371420877	0.00899042756483
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	6.50821760095e-07	3.5020013938e-06	1.53011183587e-06	3.69763410579e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	6.50821760095e-07	2.62650104535e-06	7.65055917937e-07	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00122744983954	0.0183084632868	0.00124168575481	0.0199945866637
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.00140967993237	0.0239720750409	0.00140693783309	0.0246018387595
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	2.99378009644e-05	1.22570048783e-05	6.19695293529e-05	1.70091168867e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.043161197486	0.00705127980641	0.0489314463994	0.00778204073905
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.0167690734706	0.0276001484849	0.0180736810053	0.0283098262408
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	4.55575232067e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.00934970540553	0.206207472571	0.00990211874586	0.178353902039
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	3.97001273658e-05	4.37750174225e-06	3.21323485534e-05	1.18324291385e-05
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales	0.000561008357202	0.0597476457796	0.000569201602945	0.0717008229454
