pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
blast_100.0	-0.0521102137024	0.00326811654457	-0.00109606172873	-0.0193411161693	0.016173087312	-0.00925220752039	-0.00286418998111	-0.000483735620359	0.00145943184763	-0.000612666751249	1.108594312e-05	5.14870369276e-05	1.90012228155e-05	-3.05104545009e-05	-1.66692972907e-06	-8.94557876881e-05	-8.17975483382e-05	-5.01650934986e-05	-2.32180626963e-05	7.866780308e-06	-3.47522512689e-05	1.77486157086e-05	-2.22008283134e-06	4.0929388997e-07	3.52912362811e-06	9.67232064195e-08	1.03046926237e-07	1.1113335892e-08	0.0	0.0	0.0
blast_0.0001	-0.0521102137024	0.00326811654457	-0.00109606172873	-0.0193411161693	0.016173087312	-0.00925220752039	-0.00286418998111	-0.000483735620359	0.00145943184763	-0.00061266675125	1.10859431191e-05	5.14870369285e-05	1.90012228188e-05	-3.0510454525e-05	-1.66692972873e-06	-8.94557876835e-05	-8.17975483202e-05	-5.01650934822e-05	-2.32180626983e-05	7.86678030333e-06	-3.47522513216e-05	1.7748615659e-05	-2.22008282823e-06	4.09293890847e-07	3.52912370044e-06	9.67233426721e-08	1.03160237622e-07	-3.09284297559e-09	-5.90103538807e-09	-1.74854174211e-09	-1.1905955666e-09
blast_1e-06	-0.0521102137024	0.00326811654457	-0.00109606172873	-0.0193411161693	0.016173087312	-0.00925220752039	-0.00286418998111	-0.000483735620359	0.00145943184763	-0.00061266675125	1.10859431201e-05	5.14870369278e-05	1.90012228155e-05	-3.05104544496e-05	-1.66692972832e-06	-8.94557877521e-05	-8.17975483094e-05	-5.01650934821e-05	-2.3218062714e-05	7.86678030452e-06	-3.4752251323e-05	1.77486156775e-05	-2.220082835e-06	4.09293886176e-07	3.52912367021e-06	9.67231523501e-08	1.03132883497e-07	-3.09265473104e-09	-4.55124478816e-10	2.14037057634e-09	3.19625708878e-09
blast_1.0	-0.0521102137024	0.00326811654457	-0.00109606172873	-0.0193411161693	0.016173087312	-0.00925220752039	-0.00286418998111	-0.000483735620359	0.00145943184763	-0.00061266675125	1.10859431203e-05	5.14870369279e-05	1.90012228177e-05	-3.05104545002e-05	-1.66692972848e-06	-8.94557877035e-05	-8.17975483169e-05	-5.0165093482e-05	-2.32180627038e-05	7.86678030326e-06	-3.47522513219e-05	1.77486156658e-05	-2.22008283794e-06	4.09293885176e-07	3.52912367663e-06	9.67231506902e-08	1.03162400873e-07	-3.0928578619e-09	4.85634607291e-09	-3.59267627597e-09	-2.12606486832e-10
blast_1e-10	-0.0521102276513	0.00326810515056	-0.00109620100483	-0.0193409025157	0.0161726142197	-0.0092530111068	-0.0028635096336	-0.00048360811069	0.00145987626683	-0.000613219636734	1.1144764674e-05	5.1579629546e-05	1.94593002801e-05	-3.01635747312e-05	-1.11512981966e-06	-8.90552290202e-05	-8.20316085984e-05	-4.96002595565e-05	-2.28920896336e-05	7.85830595719e-06	-3.48641772857e-05	1.74339910107e-05	-2.07199779695e-06	-2.92447911699e-07	3.86360316152e-06	1.98580550502e-07	-4.12505674291e-07	4.56124218718e-10	-3.75096397315e-10	-8.00796468938e-10	4.48288120987e-10
blast_1e-30	-0.0521162520999	0.00327581849938	-0.0011113823892	-0.0193252816004	0.0160845388952	-0.00943390901492	-0.00278547324322	-0.000527393335058	0.00145448281737	-0.000643544350554	4.87722249784e-06	-0.000147620053402	-5.64999686391e-05	0.000130044259065	4.17768184694e-06	0.000440435536846	0.000412250635702	0.000244861352636	0.000116355122715	-3.90793689813e-05	0.000176151911958	-8.91041878406e-05	1.05824880628e-05	-1.25536836388e-06	-1.81218120206e-05	-5.95640640472e-07	1.98209829626e-11	4.58221009439e-10	-3.74982032865e-10	-8.00328755953e-10	4.48268628047e-10
mothur_0.0	-0.0424839955951	-0.0133259896859	0.0108573022676	0.00494339609097	0.00511083021599	0.00996559423506	-0.00386042275204	0.00705671563588	-0.0017955603382	4.68898135554e-05	0.000101113170703	-1.02085691903e-05	0.000242785371519	0.000333059130641	-0.000256174000822	8.78104236992e-05	3.81665177153e-05	8.03490401912e-05	9.45049146372e-05	0.000126286360558	-6.14664066292e-05	2.25964990189e-05	-6.48978080016e-05	-2.93524259479e-05	1.00627910944e-05	-1.48059604053e-05	-8.08703308611e-10	4.58216760748e-10	-3.74982266187e-10	-8.00329636769e-10	4.48268621325e-10
mothur_0.1	-0.0423528966729	-0.0132020083556	0.0108035628116	0.00505392006998	0.00492680050818	0.00994361557984	-0.00373433427602	0.00686640715259	-0.00164489466623	0.00012638428858	8.96520306386e-05	0.000300368744898	0.000274041511096	0.000166910914644	-7.47964632086e-05	3.42189628236e-05	-5.74961714536e-05	-8.2224319317e-05	-0.000117825600567	-0.000257276916876	9.32000308307e-06	-5.14908148686e-06	0.000177222590143	-4.24181563596e-05	7.8012224076e-06	1.59750636715e-07	9.33507221845e-10	4.58225656171e-10	-3.74981778648e-10	-8.0032772203e-10	4.48268586655e-10
mothur_0.2	-0.0420083328661	-0.0128327736264	0.0105666062723	0.00536303539018	0.00440189507434	0.00985928661755	-0.00316990210065	0.00553921608169	-0.00122326127489	0.000191613264065	-0.00036833037824	0.000424317722675	-0.00045311604976	-0.000578020621698	0.000359185298427	-0.000167526996309	-3.23455825517e-05	-5.65055382195e-06	3.13897778454e-05	2.37900758262e-05	9.31791583288e-05	9.9535330944e-05	-3.14906567522e-05	-2.2692939233e-05	-7.59212349383e-05	3.15653445434e-07	-4.39258081985e-10	4.58218676392e-10	-3.74982161076e-10	-8.00329281621e-10	4.48268652977e-10
mothur_0.3	-0.0414239740418	-0.0122052529871	0.0104598601656	0.00571089668065	0.00309529924	0.00989323153163	-0.00345273609541	-0.00679965479646	-0.00204077289993	0.000239124106019	0.000330073422228	-0.0024543566965	-0.000217182968737	0.000238309831735	1.72128196863e-05	-0.000155511657909	-6.4760023281e-05	0.000176014540545	-4.81362366181e-05	-9.51440705501e-05	0.000140070655265	0.000131014007577	-2.42681749005e-05	1.26335142465e-05	4.20113411865e-05	-4.19832176245e-07	-1.0943089347e-10	4.58220353753e-10	-3.74982067864e-10	-8.00328902305e-10	4.48268634216e-10
