Taxon	Even1
Root;k__Bacteria;Other;Other;Other	0.034911941381
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.00305926986666
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00201316694873
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.104963642112
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	0.00786204459653
Root;k__Bacteria;p__Bacteroidetes;Other;Other	0.00172490747801
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.216389875583
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	0.000688103252683
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0289003366127
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.334311245839
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.202381395176
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.00211080322107
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.00125997284782
Root;k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales	0.0589072176452
Unassignable;Other;Other;Other;Other	0.000516077439512
