Taxon	Mock.even.phasedmiseq
k__Bacteria;Other;Other	0.000886714751601
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class)	0.0338736937323
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.31667023733
k__Bacteria;p__Firmicutes;Other	0.000416577400081
k__Bacteria;p__Firmicutes;c__Bacilli	0.0970149253731
k__Bacteria;p__Firmicutes;c__Clostridia	0.424736366017
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_(class)	0.000434430717227
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.121307338904
k__Bacteria;p__Tenericutes;c__Erysipelotrichi	0.00255897545764
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.00210074031755
