Taxon	Mock.even.phasedmiseq
k__Bacteria;Other;Other;Other	0.000886714751601
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Bifidobacteriales	0.0338439382037
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Coriobacteriales	2.97555285772e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.31667023733
k__Bacteria;p__Firmicutes;Other;Other	0.000416577400081
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.19022114309e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0970030231617
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.424736366017
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_(class);o__Victivallales	0.000434430717227
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.121289485586
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	1.78533171463e-05
k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00255897545764
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.00210074031755
