UclustConsensusTaxonAssigner parameters:
id_to_taxonomy_filepath:/home/ubuntu/data/gg_13_8_otus/taxonomy/97_otu_taxonomy.txt
id_to_taxonomy_fp:/home/ubuntu/data/gg_13_8_otus/taxonomy/97_otu_taxonomy.txt
max_accepts:5
min_consensus_fraction:0.76
reference_sequences_fp:/home/ubuntu/data/gg_13_8_otus/rep_set/97_otus.fasta
similarity:0.8
unassignable_label:Unassigned
Result path: /tmp/assign-tax77eehC

.uc file contents:

# uclust --input /home/ubuntu/data/short-read-tax-assignment/data/simulated-community/B1-iter4/rep_set.fna --id 0.8 --rev --maxaccepts 5 --allhits --libonly --lib /home/ubuntu/data/gg_13_8_otus/rep_set/97_otus.fasta --uc /home/ubuntu/temp/UclustConsensusTaxonAssigner_jZv342.uc
# version=1.2.22
# Tab-separated fields:
# 1=Type, 2=ClusterNr, 3=SeqLength or ClusterSize, 4=PctId, 5=Strand, 6=QueryStart, 7=SeedStart, 8=Alignment, 9=QueryLabel, 10=TargetLabel
# Record types (field 1): L=LibSeed, S=NewSeed, H=Hit, R=Reject, D=LibCluster, C=NewCluster, N=NoHit
# For C and D types, PctId is average id with seed.
# QueryStart and SeedStart are zero-based relative to start of sequence.
# If minus strand, SeedStart is relative to reverse-complemented seed.
L	7239	1340	*	*	*	*	*	617108	*
H	7239	291	100.0	+	0	0	462I291M587I	1111653	617108
L	17	1434	*	*	*	*	*	1111653	*
H	17	291	100.0	+	0	0	437I291M706I	1111653	1111653
L	9600	1434	*	*	*	*	*	578893	*
H	9600	291	99.7	+	0	0	452I291M691I	1111653	578893
L	75982	1380	*	*	*	*	*	3956998	*
H	75982	291	99.3	+	0	0	435I291M654I	1111653	3956998
L	53027	1360	*	*	*	*	*	73836	*
H	53027	291	98.3	+	0	0	423I291M646I	1111653	73836
L	19	1520	*	*	*	*	*	1111647	*
H	19	294	100.0	+	0	0	517I294M709I	1111647	1111647
L	74709	1440	*	*	*	*	*	3793959	*
H	74709	294	94.6	+	0	0	499I205MD13MD52MD21M650I	1111647	3793959
L	83258	1474	*	*	*	*	*	4341028	*
H	83258	294	93.2	+	0	0	510I205MD13MD52MD21M673I	1111647	4341028
L	58907	1467	*	*	*	*	*	1833637	*
H	58907	294	93.2	+	0	0	479I205MD13MD52MD21M697I	1111647	1833637
L	90829	1433	*	*	*	*	*	4420726	*
H	90829	294	92.9	+	0	0	513I205MD13MD52MD21M629I	1111647	4420726
L	24	1435	*	*	*	*	*	1111584	*
H	24	291	100.0	+	0	0	452I291M692I	1111584	1111584
L	13029	1517	*	*	*	*	*	551866	*
H	13029	291	99.0	+	0	0	517I291M709I	1111584	551866
L	91068	1435	*	*	*	*	*	4423261	*
H	91068	291	96.2	+	0	0	454I291M690I	1111584	4423261
L	70035	1459	*	*	*	*	*	1108666	*
H	70035	291	83.2	+	0	0	469I291M699I	1111584	1108666
L	75161	1462	*	*	*	*	*	1059748	*
H	75161	291	83.2	+	0	0	469I291M702I	1111584	1059748
L	33	1489	*	*	*	*	*	1111517	*
H	33	291	100.0	+	0	0	520I291M678I	1111517	1111517
L	40535	1471	*	*	*	*	*	195316	*
H	40535	291	98.6	+	0	0	493I291M687I	1111517	195316
L	70475	1378	*	*	*	*	*	3253464	*
H	70475	291	97.9	+	0	0	482I291M605I	1111517	3253464
L	38572	1401	*	*	*	*	*	210951	*
H	38572	291	97.3	+	0	0	516I291M594I	1111517	210951
L	7938	1515	*	*	*	*	*	590747	*
H	7938	291	98.3	+	0	0	516I291M708I	1111517	590747
L	68	1461	*	*	*	*	*	1110996	*
H	68	291	100.0	+	0	0	490I291M680I	1110996	1110996
L	61494	1522	*	*	*	*	*	1112700	*
H	61494	291	96.6	+	0	0	524I291M707I	1110996	1112700
L	3879	1516	*	*	*	*	*	818005	*
H	3879	291	95.9	+	0	0	523I291M702I	1110996	818005
L	9998	1461	*	*	*	*	*	575770	*
H	9998	291	95.9	+	0	0	487I291M683I	1110996	575770
L	67445	1393	*	*	*	*	*	1054055	*
H	67445	291	95.2	+	0	0	523I291M579I	1110996	1054055
L	78	1422	*	*	*	*	*	1110792	*
H	78	291	100.0	+	0	0	454I291M677I	1110792	1110792
L	15552	1371	*	*	*	*	*	531776	*
H	15552	291	99.7	+	0	0	479I291M601I	1110792	531776
L	58890	1482	*	*	*	*	*	1112509	*
H	58890	291	97.3	+	0	0	483I291M708I	1110792	1112509
L	78447	1465	*	*	*	*	*	820774	*
