Taxon	Even3
Root;Other;Other;Other;Other	0.00228967195962
Root;k__Archaea;Other;Other;Other	1.31338735733e-05
Root;k__Bacteria;Other;Other;Other	0.116002749358
Root;k__Bacteria;p__AD3;c__JG37-AG-4;o__	4.37795785778e-06
Root;k__Bacteria;p__Acidobacteria;Other;Other	1.75118314311e-05
Root;k__Bacteria;p__Acidobacteria;c__;o__	8.75591571556e-06
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales	1.31338735733e-05
Root;k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__	8.75591571556e-06
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	8.75591571556e-06
Root;k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	4.37795785778e-06
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	4.37795785778e-06
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	4.37795785778e-06
Root;k__Bacteria;p__Actinobacteria;Other;Other	9.63150728711e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.00432542236348
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__	4.37795785778e-06
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales	1.31338735733e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.0020532622353
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0878743701213
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	0.00657569270238
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales	4.37795785778e-06
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__koll13	8.75591571556e-06
Root;k__Bacteria;p__Armatimonadetes;Other;Other	4.37795785778e-06
Root;k__Bacteria;p__Armatimonadetes;c__SJA-176;o__	4.37795785778e-06
Root;k__Bacteria;p__Bacteroidetes;Other;Other	0.00336227163477
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.190787025484
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales	4.81575364356e-05
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales	6.12914100089e-05
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales	8.75591571556e-06
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales	4.37795785778e-06
Root;k__Bacteria;p__Chloroflexi;Other;Other	1.31338735733e-05
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other	2.18897892889e-05
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__	4.37795785778e-06
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b	4.37795785778e-06
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	4.37795785778e-06
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15	4.37795785778e-06
Root;k__Bacteria;p__Chloroflexi;c__SOGA31;o__	8.75591571556e-06
Root;k__Bacteria;p__Cyanobacteria;Other;Other	1.75118314311e-05
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	8.75591571556e-06
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__mle1-12	4.37795785778e-06
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other	3.50236628622e-05
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae	4.37795785778e-06
