Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
NOHIT;Other;Other;Other	9.12731778555e-05	9.80614617315e-05	0.000105893493713	7.26955510323e-05
Unclassified;Other;Other;Other	0.11924287516	0.00539338039523	0.00537192485728	0.131514329101
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales	0.00335221489578	0.0443386039469	0.0457555370579	0.00379766943448
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.0123951741382	8.77992157364e-05	5.12107879431e-05	0.0140019708572
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.0438291034208	0.000358038360276	0.000357607536145	0.0450173930837
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__	0.0142814864805	0.00949599829419	0.00979167625061	0.0144852616501
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.465917765633	0.671182815071	0.653668384977	0.467935877139
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.0844885383015	0.10203637168	0.10676060519	0.082314249405
k__Bacteria; p__Firmicutes; c__Bacilli;Other	2.48926848697e-05	9.12199644014e-06	1.30196918499e-05	3.09629198841e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.024159733593	0.0182405721316	0.0183213103712	0.0273079491239
k__Bacteria; p__Firmicutes;Other;Other	0.0	3.42074866505e-06	2.60393836999e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	4.14878081161e-06	2.50854902104e-05	3.73231166365e-05	6.73106954003e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales	0.0111906447759	0.0717650264937	0.0752026081047	0.0102823818293
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria;Other	0.0	3.42074866505e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	2.76585387441e-06	2.28049911004e-06	8.67979456662e-07	6.73106954003e-06
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales	0.019490972253	0.00138996420757	0.00133148048652	0.0210844022272
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria;Other	1.3829269372e-06	0.0	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales	0.0	1.14024955502e-06	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales	1.3829269372e-06	2.28049911004e-06	8.67979456662e-07	2.69242781601e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales	6.91463468602e-06	0.0	8.67979456662e-07	4.03864172402e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales	0.000127229278223	1.14024955502e-05	6.9438356533e-06	0.000150775957697
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales	0.000251692702571	1.59634937702e-05	3.90590755498e-05	0.000219432867005
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales	1.3829269372e-06	1.14024955502e-06	1.73595891332e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales	0.0080998030712	0.0497285635934	0.0557772278646	0.00872481233778
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales	0.0	3.42074866505e-06	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.19298607116	0.0257491154514	0.0273517686383	0.172972332612
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales	2.76585387441e-06	4.78904813107e-05	2.95113015265e-05	1.61545668961e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria;Other	1.52121963092e-05	2.28049911004e-06	5.20787673997e-06	6.73106954003e-06
k__Bacteria; p__Proteobacteria;Other;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Thermi; c__Deinococci; o__Deinococcales	2.76585387441e-05	1.14024955502e-06	8.67979456662e-07	3.63477755161e-05
k__Bacteria;Other;Other;Other	1.3829269372e-06	1.14024955502e-06	8.67979456662e-06	4.03864172402e-06
