Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
NOHIT;Other;Other;Other;Other	9.12731778555e-05	9.80614617315e-05	0.000105893493713	7.26955510323e-05
Unclassified;Other;Other;Other;Other	0.11924287516	0.00539338039523	0.00537192485728	0.131514329101
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae	0.00335221489578	0.0443386039469	0.0457555370579	0.00379766943448
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae	0.0123854936496	8.66589661813e-05	5.03428084864e-05	0.0139992784293
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae	1.3829269372e-06	0.0	8.67979456662e-07	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae	4.14878081161e-06	1.14024955502e-06	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales;Other	4.14878081161e-06	0.0	0.0	2.69242781601e-06
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	0.0438291034208	0.000358038360276	0.000357607536145	0.0450173930837
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__; f__	0.0142814864805	0.00949599829419	0.00979167625061	0.0144852616501
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__	9.68048856043e-06	2.05244919903e-05	2.25674658732e-05	1.75007808041e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.000190843917334	9.69212121765e-05	0.000100685616973	0.000242318503441
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae	0.0	0.0	8.67979456662e-07	6.73106954003e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae	0.000212970748329	5.01709804208e-05	5.12107879431e-05	0.000191162374937
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae	0.465378424127	0.670927399171	0.653430558605	0.467319311169
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales;Other	0.000125846351286	8.77992157364e-05	6.07585619664e-05	0.000158853241145
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__	1.65951232464e-05	0.0	2.60393836999e-06	9.42349735604e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae	7.32951276718e-05	4.56099822007e-05	0.000113705308823	6.05796258602e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	0.0105130105766	0.000240592656109	0.000169255994049	0.0108531765263
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	3.04243926185e-05	6.84149733011e-06	5.20787673997e-06	3.76939894241e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae	0.0737736203921	0.101738766546	0.106460284298	0.0712685642898
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales;Other	8.02097623578e-05	4.56099822007e-06	9.54777402328e-06	8.34652622963e-05
k__Bacteria; p__Firmicutes; c__Bacilli;Other;Other	2.48926848697e-05	9.12199644014e-06	1.30196918499e-05	3.09629198841e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	0.0241542018852	0.0182394318821	0.0183213103712	0.0273052566961
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae	1.3829269372e-06	1.14024955502e-06	0.0	2.69242781601e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	4.14878081161e-06	0.0	0.0	0.0
k__Bacteria; p__Firmicutes;Other;Other;Other	0.0	3.42074866505e-06	2.60393836999e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae	0.0	1.14024955502e-06	8.67979456662e-07	4.03864172402e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	4.14878081161e-06	2.39452406554e-05	3.29832193532e-05	2.69242781601e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae	0.0	0.0	3.47191782665e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.0111892618489	0.0717650264937	0.0752026081047	0.0102810356154
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria;Other;Other	0.0	3.42074866505e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae	0.0	0.0	0.0	6.73106954003e-06
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.0	2.28049911004e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	0.019490972253	0.00138996420757	0.00133148048652	0.0210844022272
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria;Other;Other	1.3829269372e-06	0.0	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Nitrospinaceae	0.0	1.14024955502e-06	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfonatronumaceae	2.76585387441e-06	0.0	0.0	0.0
