Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
NOHIT;Other;Other;Other;Other;Other	9.12731778555e-05	9.80614617315e-05	0.000105893493713	7.26955510323e-05
Unclassified;Other;Other;Other;Other;Other	0.11924287516	0.00539338039523	0.00537192485728	0.131514329101
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter	0.00335221489578	0.0443386039469	0.0457555370579	0.00379766943448
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.0123854936496	8.66589661813e-05	5.03428084864e-05	0.0139925473598
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae;Other	0.0	0.0	0.0	6.73106954003e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Pseudoclavibacter	1.3829269372e-06	0.0	8.67979456662e-07	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus	4.14878081161e-06	1.14024955502e-06	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales;Other;Other	4.14878081161e-06	0.0	0.0	2.69242781601e-06
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.0438291034208	0.000358038360276	0.000357607536145	0.0450173930837
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Chitinophagaceae; g__	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__; f__; g__	0.0142814864805	0.00949599829419	0.00979167625061	0.0144852616501
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__	9.68048856043e-06	2.05244919903e-05	2.25674658732e-05	1.75007808041e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__	2.35097579325e-05	1.93842424353e-05	2.08315069599e-05	2.82704920681e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anaerobacillus	6.0848785237e-05	2.39452406554e-05	2.16994864166e-05	7.40417649403e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	9.81878125415e-05	5.24514795308e-05	5.20787673997e-05	0.00012115925172
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lentibacillus	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae;Other	8.29756162322e-06	1.14024955502e-06	4.33989728331e-06	1.88469947121e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__	0.0	0.0	8.67979456662e-07	6.73106954003e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Brevibacillus	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__	0.000183929282648	4.10489839806e-05	3.03792809832e-05	0.000156160813329
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planomicrobium	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Solibacillus	1.3829269372e-06	1.14024955502e-06	1.73595891332e-06	2.69242781601e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae;Other	2.76585387441e-05	7.98174688512e-06	1.73595891332e-05	3.23091337921e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__	1.10634154976e-05	0.0	7.81181510996e-06	2.69242781601e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus	3.45731734301e-05	2.28049911004e-06	8.67979456662e-07	4.71174867802e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Salinicoccus	0.000107868301102	3.53477362055e-05	3.29832193532e-05	0.000138660032525
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.465206941187	0.670879508689	0.653381083776	0.467122763939
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae;Other	1.79780501837e-05	1.02622459952e-05	7.81181510996e-06	8.07728344803e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales;Other;Other	0.000125846351286	8.77992157364e-05	6.07585619664e-05	0.000158853241145
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__	1.65951232464e-05	0.0	2.60393836999e-06	9.42349735604e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__	2.76585387441e-06	1.14024955502e-06	5.20787673997e-06	4.03864172402e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia	0.0	0.0	8.67979456662e-07	1.34621390801e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Facklamia	2.76585387441e-06	2.28049911004e-06	3.47191782665e-06	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae;Other	6.7763419923e-05	4.10489839806e-05	0.000103289555343	5.51947702282e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	0.0104023764216	0.000191561925243	0.000132800856869	0.0106795149322
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Melissococcus	0.00010371952029	4.56099822007e-05	3.38511988098e-05	0.000162891882869
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Vagococcus	2.76585387441e-06	1.14024955502e-06	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae;Other	4.14878081161e-06	2.28049911004e-06	2.60393836999e-06	1.0769711264e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__	0.0	2.28049911004e-06	0.0	4.03864172402e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	3.04243926185e-05	4.56099822007e-06	5.20787673997e-06	3.36553477001e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.0737736203921	0.101738766546	0.106460284298	0.0712685642898
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales;Other;Other	8.02097623578e-05	4.56099822007e-06	9.54777402328e-06	8.34652622963e-05
k__Bacteria; p__Firmicutes; c__Bacilli;Other;Other;Other	2.48926848697e-05	9.12199644014e-06	1.30196918499e-05	3.09629198841e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__	2.76585387441e-06	0.0	8.67979456662e-07	2.69242781601e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Caloramator	9.68048856043e-06	1.93842424353e-05	2.25674658732e-05	2.15394225281e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	0.0241417555428	0.0182189073901	0.018296138967	0.027276986204
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;Other	0.0	1.14024955502e-06	1.73595891332e-06	4.03864172402e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfitobacterium	1.3829269372e-06	1.14024955502e-06	0.0	2.69242781601e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium	4.14878081161e-06	0.0	0.0	0.0
k__Bacteria; p__Firmicutes;Other;Other;Other;Other	0.0	3.42074866505e-06	2.60393836999e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__	0.0	0.0	0.0	2.69242781601e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella	0.0	1.14024955502e-06	8.67979456662e-07	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia	4.14878081161e-06	2.39452406554e-05	3.29832193532e-05	2.69242781601e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium	0.0	0.0	3.47191782665e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter	0.0111892618489	0.0717650264937	0.0751982682074	0.0102810356154
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae;Other	0.0	0.0	4.33989728331e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria;Other;Other;Other	0.0	3.42074866505e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__	0.0	0.0	0.0	6.73106954003e-06
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia	0.0	2.28049911004e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__	2.90414656813e-05	3.42074866505e-06	0.0	2.01932086201e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	0.0194591649334	0.0013865434589	0.00133148048652	0.0210642090186
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae;Other	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria;Other;Other;Other	1.3829269372e-06	0.0	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Nitrospinaceae; g__	0.0	1.14024955502e-06	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfonatronumaceae; g__Desulfonatronum	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter	0.0	2.28049911004e-06	8.67979456662e-07	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Desulfobacteraceae; g__	6.91463468602e-06	0.0	8.67979456662e-07	4.03864172402e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria;Other;Other;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter	0.000127229278223	1.14024955502e-05	6.9438356533e-06	0.000150775957697
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__	0.0	1.14024955502e-06	8.67979456662e-07	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__; g__	0.000251692702571	1.59634937702e-05	3.90590755498e-05	0.000219432867005
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__	1.3829269372e-06	1.14024955502e-06	1.73595891332e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__	0.000536575651635	0.0037263355458	0.00454821235291	0.000671760740095
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia	5.53170774882e-06	4.90307308658e-05	3.38511988098e-05	5.38485563202e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae;Other	0.00755769571182	0.0459531973168	0.0511934283539	0.00804766674205
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	0.0	3.42074866505e-06	0.0	0.0
