Taxon	MockHiSeq.even
k__Bacteria;Other;Other	0.0365984793536
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0404356007771
k__Bacteria;p__Bacteroidetes;Other	0.000651778060694
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.342921487373
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	1.52166084209e-05
k__Bacteria;p__Firmicutes;Other	0.00163832150665
k__Bacteria;p__Firmicutes;c__Bacilli	0.0907772136361
k__Bacteria;p__Firmicutes;c__Clostridia	0.34092811167
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00385487413329
k__Bacteria;p__Fusobacteria;c__Fusobacteria	5.07220280696e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.00016738269263
k__Bacteria;p__Proteobacteria;Other	0.000593447728414
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	2.53610140348e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.122567244729
k__Bacteria;p__Verrucomicrobia;Other	3.80415210522e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0187823669942
