#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	3.0	blast	3.0	blast_1.0
rtax_single	sample	3.0	rtax	3.0	rtax_single
rdp_0.6	sample	3.0	rdp	3.0	rdp_0.6
rdp_0.7	sample	3.0	rdp	3.0	rdp_0.7
rdp_0.4	sample	3.0	rdp	3.0	rdp_0.4
rdp_0.5	sample	3.0	rdp	3.0	rdp_0.5
rdp_0.2	sample	3.0	rdp	3.0	rdp_0.2
rdp_0.3	sample	3.0	rdp	3.0	rdp_0.3
rdp_0.0	sample	3.0	rdp	3.0	rdp_0.0
rdp_0.1	sample	3.0	rdp	3.0	rdp_0.1
Expected	sample	2.8125	Expected	2.8125	Expected
blast_1e-06	sample	3.0	blast	3.0	blast_1e-06
rdp_0.8	sample	3.0	rdp	3.0	rdp_0.8
rdp_0.9	sample	3.0	rdp	3.0	rdp_0.9
mothur_1.0	sample	3.0	mothur	3.0	mothur_1.0
blast_1e-30	sample	3.0	blast	3.0	blast_1e-30
blast_100.0	sample	3.0	blast	3.0	blast_100.0
blast_1e-10	sample	3.0	blast	3.0	blast_1e-10
blast_0.0001	sample	3.0	blast	3.0	blast_0.0001
rdp_1.0	sample	3.0	rdp	3.0	rdp_1.0
mothur_0.8	sample	3.0	mothur	3.0	mothur_0.8
mothur_0.9	sample	3.0	mothur	3.0	mothur_0.9
mothur_0.4	sample	3.0	mothur	3.0	mothur_0.4
mothur_0.5	sample	3.0	mothur	3.0	mothur_0.5
mothur_0.6	sample	3.0	mothur	3.0	mothur_0.6
mothur_0.7	sample	3.0	mothur	3.0	mothur_0.7
mothur_0.0	sample	3.0	mothur	3.0	mothur_0.0
mothur_0.1	sample	3.0	mothur	3.0	mothur_0.1
mothur_0.2	sample	3.0	mothur	3.0	mothur_0.2
mothur_0.3	sample	3.0	mothur	3.0	mothur_0.3
216	otu	0.421404244171	c__Saccharomycetes	0.421404244171	f__Saccharomycetaceae_g__Debaryomyces
217	otu	0.0	c__Sordariomycetes	0.0	f__Nectriaceae_g__Fusarium
214	otu	0.000261985852764	c__Eurotiomycetes	0.000261985852764	Other_Other
215	otu	0.38485721771	c__Saccharomycetes	0.38485721771	f__Saccharomycetaceae_g__Zygosaccharomyces
212	otu	1.0439481268	c__Eurotiomycetes	1.0439481268	f__Trichocomaceae_g__Penicillium
213	otu	1.39834948913	c__Saccharomycetes	1.39834948913	f__Dipodascaceae_g__Galactomyces
210	otu	0.00137542572701	c__Eurotiomycetes	0.00137542572701	f__Trichocomaceae_g__Penicillium
211	otu	0.00399528425465	c__Saccharomycetes	0.00399528425465	f__Pichiaceae_g__Pichia
218	otu	0.146712077548	c__unidentified	0.146712077548	f__unidentified_g__unidentified
219	otu	2.27724652869	Other	2.27724652869	Other_Other
133	otu	0.1875	c__Eurotiomycetes	0.1875	f__Trichocomaceae_g__Penicillium
132	otu	2.2841290848	Other	2.2841290848	Other_Other
131	otu	0.141504631986	c__Sordariomycetes	0.141504631986	f__Microascaceae_g__Microascus
130	otu	6.78679290102e-05	c__Pucciniomycetes	6.78679290102e-05	Other_Other
137	otu	0.00118768875768	c__Eurotiomycetes	0.00118768875768	f__Trichocomaceae_g__Penicillium
136	otu	0.0625	c__Sordariomycetes	0.0625	f__Microascaceae_g__Scopulariopsis
135	otu	0.00101801893515	c__Eurotiomycetes	0.00101801893515	f__Trichocomaceae_g__Neosartorya
134	otu	0.824289931792	c__Saccharomycetes	0.824289931792	f__Dipodascaceae_g__Dipodascus
139	otu	1.1387220469	c__Eurotiomycetes	1.1387220469	f__Trichocomaceae_g__Penicillium
138	otu	0.00478468899521	c__Saccharomycetes	0.00478468899521	f__Pichiaceae_g__Pichia
93	otu	0.572194509485	c__Saccharomycetes	0.572194509485	f__Saccharomycetaceae_g__Debaryomyces
24	otu	0.000201619678081	c__Saccharomycetes	0.000201619678081	f__Dipodascaceae_g__Geotrichum
25	otu	0.0010080983904	c__Eurotiomycetes	0.0010080983904	f__Trichocomaceae_g__Aspergillus
26	otu	0.0028562787728	c__Eurotiomycetes	0.0028562787728	f__Trichocomaceae_g__Aspergillus
27	otu	3.74242246044	c__Saccharomycetes	3.74242246044	f__Dipodascaceae_g__Galactomyces
20	otu	0.640041668067	c__Saccharomycetes	0.640041668067	f__Saccharomycetaceae_g__Debaryomyces
21	otu	0.000201619678081	c__Eurotiomycetes	0.000201619678081	f__Trichocomaceae_g__Penicillium
22	otu	0.0069222756141	c__Saccharomycetes	0.0069222756141	f__Saccharomycetaceae_Other
23	otu	1.57696831211	c__unidentified	1.57696831211	f__unidentified_g__unidentified
95	otu	0.00658318911398	c__Saccharomycetes	0.00658318911398	f__Saccharomycetaceae_Other
28	otu	0.11445277059	c__Sordariomycetes	0.11445277059	f__Microascaceae_Other
29	otu	0.00245303941665	c__Eurotiomycetes	0.00245303941665	f__Trichocomaceae_Other
94	otu	0.000203603787031	c__Eurotiomycetes	0.000203603787031	f__Trichocomaceae_g__Penicillium
4	otu	0.0625	c__Saccharomycetes	0.0625	f__Saccharomycetaceae_g__Debaryomyces
8	otu	0.00010080983904	c__Sordariomycetes	0.00010080983904	f__Nectriaceae_g__Nectria
96	otu	1.64993722216	c__unidentified	1.64993722216	f__unidentified_g__unidentified
68	otu	0.0001680163984	c__Eurotiomycetes	0.0001680163984	Other_Other
120	otu	0.0625	c__Saccharomycetes	0.0625	f__Incertae_sedis_g__Candida
121	otu	0.344701211442	c__Saccharomycetes	0.344701211442	f__Pichiaceae_g__Pichia
122	otu	0.702806338864	c__unidentified	0.702806338864	f__unidentified_g__unidentified
123	otu	0.0	c__Incertae_sedis	0.0	Other_Other
124	otu	0.108215412806	c__Saccharomycetes	0.108215412806	f__Pichiaceae_Other
125	otu	0.0	c__Sordariomycetes	0.0	f__Nectriaceae_g__Nectria
126	otu	6.78679290102e-05	c__Saccharomycetes	6.78679290102e-05	f__Incertae_sedis_g__Candida
127	otu	1.67793274288	c__Saccharomycetes	1.67793274288	f__Pichiaceae_g__Issatchenkia
128	otu	0.0	c__Glomeromycetes	0.0	f__Gigasporaceae_g__Gigaspora
129	otu	0.0	c__Incertae_sedis	0.0	f__Entomophthoraceae_g__Pandora
69	otu	0.585906784502	c__Saccharomycetes	0.585906784502	f__Saccharomycetaceae_g__Zygosaccharomyces
91	otu	0.00210390579931	c__Dothideomycetes	0.00210390579931	f__unidentified_g__unidentified
59	otu	2.35622836789	Other	2.35622836789	Other_Other
58	otu	0.114251150912	c__Sordariomycetes	0.114251150912	f__Microascaceae_g__Microascus
55	otu	6.72065593602e-05	c__Glomeromycetes	6.72065593602e-05	f__Gigasporaceae_g__Gigaspora
54	otu	1.63621089418	c__Saccharomycetes	1.63621089418	f__Pichiaceae_g__Issatchenkia
57	otu	0.00013441311872	c__Pucciniomycetes	0.00013441311872	Other_Other
56	otu	0.00020161967808	c__Incertae_sedis	0.00020161967808	f__Entomophthoraceae_g__Pandora
51	otu	0.107597701535	c__Saccharomycetes	0.107597701535	f__Pichiaceae_Other
50	otu	0.00010080983904	c__Incertae_sedis	0.00010080983904	Other_Other
53	otu	6.72065593602e-05	c__Saccharomycetes	6.72065593602e-05	f__Incertae_sedis_g__Candida
52	otu	6.72065593602e-05	c__Sordariomycetes	6.72065593602e-05	f__Nectriaceae_g__Nectria
90	otu	0.0	c__Saccharomycetes	0.0	Other_Other
146	otu	1.79948420374	Other	1.79948420374	Other_Other
199	otu	0.0	c__Saccharomycetes	0.0	f__Incertae_sedis_g__Candida
198	otu	0.000130992926382	c__Sordariomycetes	0.000130992926382	f__Nectriaceae_g__Nectria
147	otu	0.00563269583443	c__Sordariomycetes	0.00563269583443	f__Nectriaceae_g__Nectria
195	otu	0.927757401102	c__unidentified	0.927757401102	f__unidentified_g__unidentified
194	otu	0.390620906471	c__Saccharomycetes	0.390620906471	f__Pichiaceae_g__Pichia
197	otu	0.125098244695	c__Saccharomycetes	0.125098244695	f__Pichiaceae_Other
67	otu	1.6431331698	c__Saccharomycetes	1.6431331698	f__Dipodascaceae_g__Galactomyces
191	otu	0.000458475242337	c__Sordariomycetes	0.000458475242337	Other_Other
190	otu	0.544668587896	c__unidentified	0.544668587896	f__unidentified_g__unidentified
193	otu	0.0625	c__Saccharomycetes	0.0625	f__Incertae_sedis_g__Candida
192	otu	0.00189939743254	Other	0.00189939743254	Other_Other
115	otu	0.000101801893515	c__Sordariomycetes	0.000101801893515	f__Nectriaceae_g__Fusarium
114	otu	0.00407207574061	c__Sordariomycetes	0.00407207574061	f__unidentified_g__unidentified
88	otu	0.779632834504	c__Eurotiomycetes	0.779632834504	f__Trichocomaceae_g__Penicillium
89	otu	0.0625	c__Sordariomycetes	0.0625	f__Nectriaceae_g__Fusarium
111	otu	0.00346126437952	c__Saccharomycetes	0.00346126437952	f__Pichiaceae_g__Pichia
110	otu	0.0142522650921	Other	0.0142522650921	Other_Other
113	otu	0.00756727408464	c__Sordariomycetes	0.00756727408464	Other_Other
112	otu	0.000542943432082	c__Sordariomycetes	0.000542943432082	f__Microascaceae_g__Scopulariopsis
82	otu	0.0	c__unidentified	0.0	f__unidentified_g__unidentified
83	otu	1.89724159286	c__Saccharomycetes	1.89724159286	f__Saccharomycetaceae_g__Kluyveromyces
80	otu	0.000542943432081	c__Saccharomycetes	0.000542943432081	f__Pichiaceae_g__Issatchenkia
81	otu	0.0	c__Sordariomycetes	0.0	f__Nectriaceae_g__Nectria
119	otu	0.00251111337338	Other	0.00251111337338	Other_Other
118	otu	0.00027147171604	c__Sordariomycetes	0.00027147171604	Other_Other
84	otu	0.0625	c__Saccharomycetes	0.0625	f__Saccharomycetaceae_g__Zygosaccharomyces
85	otu	0.00013573585802	c__Microbotryomycetes	0.00013573585802	f__Incertae_sedis_g__Sporobolomyces
140	otu	1.52282059113	c__Saccharomycetes	1.52282059113	f__Dipodascaceae_g__Galactomyces
141	otu	0.000237537751536	c__Eurotiomycetes	0.000237537751536	Other_Other
3	otu	0.00141133774656	c__Sordariomycetes	0.00141133774656	f__Nectriaceae_g__Neonectria
7	otu	0.000268826237441	c__Saccharomycetes	0.000268826237441	f__Pichiaceae_g__Issatchenkia
92	otu	0.0320336624928	c__Saccharomycetes	0.0320336624928	f__Saccharomycetaceae_g__Zygosaccharomyces
108	otu	0.000237537751536	c__Sordariomycetes	0.000237537751536	f__Nectriaceae_g__Fusarium
109	otu	6.78679290102e-05	c__Pucciniomycetes	6.78679290102e-05	f__Pucciniaceae_g__Puccinia
102	otu	0.00410600970512	c__Eurotiomycetes	0.00410600970512	f__Trichocomaceae_Other
103	otu	0.00892463266483	c__Sordariomycetes	0.00892463266483	f__Nectriaceae_Other
100	otu	3.60043605145	c__Saccharomycetes	3.60043605145	f__Dipodascaceae_g__Galactomyces
101	otu	0.141708235773	c__Sordariomycetes	0.141708235773	f__Microascaceae_Other
106	otu	0.000678679290102	c__Microsporea	0.000678679290102	f__Incertae_sedis_g__Microsporidium
107	otu	0.000678679290102	c__Tremellomycetes	0.000678679290102	f__Tremellaceae_g__Bullera
104	otu	0.435881774068	c__Saccharomycetes	0.435881774068	f__Dipodascaceae_g__Galactomyces
105	otu	4.48406164105	c__Saccharomycetes	4.48406164105	f__Incertae_sedis_g__Candida
39	otu	0.000537652474882	c__Sordariomycetes	0.000537652474882	f__Microascaceae_g__Scopulariopsis
38	otu	0.0060485903424	c__Saccharomycetes	0.0060485903424	f__Pichiaceae_g__Pichia
33	otu	0.000470445915522	c__Microsporea	0.000470445915522	f__Incertae_sedis_g__Microsporidium
32	otu	4.48425476326	c__Saccharomycetes	4.48425476326	f__Incertae_sedis_g__Candida
31	otu	0.450351154273	c__Saccharomycetes	0.450351154273	f__Dipodascaceae_g__Galactomyces
30	otu	0.00947612486978	c__Sordariomycetes	0.00947612486978	f__Nectriaceae_Other
37	otu	0.0119627675661	Other	0.0119627675661	Other_Other
36	otu	0.00013441311872	c__Pucciniomycetes	0.00013441311872	f__Pucciniaceae_g__Puccinia
35	otu	0.000235222957761	c__Sordariomycetes	0.000235222957761	f__Nectriaceae_g__Fusarium
34	otu	0.00020161967808	c__Tremellomycetes	0.00020161967808	f__Tremellaceae_g__Bullera
60	otu	0.1875	c__Eurotiomycetes	0.1875	f__Trichocomaceae_g__Penicillium
61	otu	0.842904667496	c__Saccharomycetes	0.842904667496	f__Dipodascaceae_g__Dipodascus
62	otu	0.00060485903424	c__Eurotiomycetes	0.00060485903424	f__Trichocomaceae_g__Neosartorya
63	otu	0.0625	c__Sordariomycetes	0.0625	f__Microascaceae_g__Scopulariopsis
64	otu	0.000470445915521	c__Eurotiomycetes	0.000470445915521	f__Trichocomaceae_g__Penicillium
65	otu	0.0082328035216	c__Saccharomycetes	0.0082328035216	f__Pichiaceae_g__Pichia
179	otu	0.000261985852764	c__Microsporea	0.000261985852764	f__Incertae_sedis_g__Microsporidium
178	otu	4.76547353943	c__Saccharomycetes	4.76547353943	f__Incertae_sedis_g__Candida
177	otu	0.465483363898	c__Saccharomycetes	0.465483363898	f__Dipodascaceae_g__Galactomyces
176	otu	0.00851454021483	c__Sordariomycetes	0.00851454021483	f__Nectriaceae_Other
175	otu	0.00445375949699	c__Eurotiomycetes	0.00445375949699	f__Trichocomaceae_Other
174	otu	0.107414199633	c__Sordariomycetes	0.107414199633	f__Microascaceae_Other
173	otu	3.64848048205	c__Saccharomycetes	3.64848048205	f__Dipodascaceae_g__Galactomyces
172	otu	0.00445375949699	c__Eurotiomycetes	0.00445375949699	f__Trichocomaceae_g__Aspergillus
171	otu	0.00157191511658	c__Eurotiomycetes	0.00157191511658	f__Trichocomaceae_g__Aspergillus
170	otu	0.000392978779146	c__Saccharomycetes	0.000392978779146	f__Dipodascaceae_g__Geotrichum
145	otu	0.128881197191	c__unidentified	0.128881197191	f__unidentified_g__unidentified
182	otu	0.000130992926382	c__Pucciniomycetes	0.000130992926382	f__Pucciniaceae_g__Puccinia
183	otu	0.0108069164265	Other	0.0108069164265	Other_Other
180	otu	0.000523971705528	c__Tremellomycetes	0.000523971705528	f__Tremellaceae_g__Bullera
181	otu	0.000392978779146	c__Sordariomycetes	0.000392978779146	f__Nectriaceae_g__Fusarium
186	otu	0.00733560387739	c__Sordariomycetes	0.00733560387739	Other_Other
187	otu	0.00471574534975	c__Sordariomycetes	0.00471574534975	f__unidentified_g__unidentified
184	otu	0.00275085145402	c__Saccharomycetes	0.00275085145402	f__Pichiaceae_g__Pichia
6	otu	0.715884270305	c__Saccharomycetes	0.715884270305	Other_Other
188	otu	0.0	c__Sordariomycetes	0.0	f__Nectriaceae_g__Fusarium
189	otu	0.365535761067	c__Saccharomycetes	0.365535761067	f__Pichiaceae_g__Issatchenkia
196	otu	0.0	c__Incertae_sedis	0.0	Other_Other
97	otu	0.000407207574061	c__Saccharomycetes	0.000407207574061	f__Dipodascaceae_g__Geotrichum
185	otu	0.0	c__Sordariomycetes	0.0	f__Microascaceae_g__Scopulariopsis
142	otu	0.548983677764	c__Saccharomycetes	0.548983677764	f__Saccharomycetaceae_g__Zygosaccharomyces
99	otu	0.00403814177611	c__Eurotiomycetes	0.00403814177611	f__Trichocomaceae_g__Aspergillus
98	otu	0.00142522650922	c__Eurotiomycetes	0.00142522650922	f__Trichocomaceae_g__Aspergillus
168	otu	0.00458475242337	c__Saccharomycetes	0.00458475242337	f__Saccharomycetaceae_Other
169	otu	1.73749017553	c__unidentified	1.73749017553	f__unidentified_g__unidentified
164	otu	0.000589468168719	c__Dothideomycetes	0.000589468168719	f__unidentified_g__unidentified
165	otu	0.0227927691904	c__Saccharomycetes	0.0227927691904	f__Saccharomycetaceae_g__Zygosaccharomyces
166	otu	0.481857479696	c__Saccharomycetes	0.481857479696	f__Saccharomycetaceae_g__Debaryomyces
167	otu	0.0	c__Eurotiomycetes	0.0	f__Trichocomaceae_g__Penicillium
160	otu	0.244170814776	c__Saccharomycetes	0.244170814776	f__Dipodascaceae_g__Galactomyces
161	otu	0.714435420487	c__Eurotiomycetes	0.714435420487	f__Trichocomaceae_g__Penicillium
162	otu	0.0625	c__Sordariomycetes	0.0625	f__Nectriaceae_g__Fusarium
