Feature ID	Taxon	Confidence
d03173933344f7959edc8d5fa2178b4b	k__Bacteria; p__Firmicutes; c__Bacilli	0.721822340987503
b53806d2798866e54bc88919793f0143	k__Bacteria	0.9999997996719634
675901e598409fba2ca88494be3463d3	k__Bacteria	0.9999998576640546
2d4978cf246f2ee60cd5ddba9df73e8e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.6387437642811227
333a40af36286f867e8e903e420016d4	k__Bacteria; p__Firmicutes; c__Bacilli	0.7535947504857837
f347ed507374d3ad78e59ce519190b59	k__Bacteria	0.9999997620800415
47d01e6146062d4183e8b7db6a700475	k__Bacteria	0.99999983872081
1b736c9b2516e440141859f406d9a754	k__Bacteria; p__Firmicutes; c__Bacilli	0.669242021665501
3510d5121df9f091d80df9d53c460170	k__Bacteria	0.9999996660198615
42370bee07a419d0bf08a77c71eb71b2	k__Bacteria; p__Firmicutes	0.6824179532789636
429c87d38cccaced346f5669cd76dd9c	k__Bacteria	0.9999996703025311
383d67c7f618436f9731556d5148b4bb	k__Bacteria	0.9999997128311889
e95f715d634bf05de7ea84afad3f9746	k__Bacteria	0.9999996617043599
d1af4f8446d8a41975234d96ac7c51e8	k__Bacteria	0.9999996674095069
1bba9bc44ca57e41a7fa5b96fcf4a792	k__Bacteria; p__Firmicutes	0.6194268010766837
94abfcc74e15148e81c3ecca47a75bed	k__Bacteria	0.9999997877757667
1d77d81bf8e4fa24b525987257dd5396	k__Bacteria	0.999999664196948
e17749b10816dd2810a5c28640cea363	k__Bacteria	0.9999996593341934
f134cd502119dcd22f8337ba5e89667f	k__Bacteria	0.9999996852354369
b8cc728644d1ee15082bc05ed841134a	k__Bacteria	0.9999996586508082
c9bf5c74d65804a3c12ee5f33a35ce53	k__Bacteria; p__Firmicutes; c__Bacilli	0.7575550699260911
2e1911ec10887839e6a2aeaa06669e54	k__Bacteria	0.999999737209887
bcc8ad1c4518db8cc3549258f5834d4a	k__Bacteria	0.9999997481460323
574f20a3d7c71281fa40d64f27e6e22b	k__Bacteria	0.9999996703516701
2077be704a8a81f1588f95a3b09504c3	k__Bacteria	0.9999997541463332
a7ac04fb6dae5540438d7f5f9b626ca6	k__Bacteria	0.9999996652158155
f461aa828efb039d730b0e518c4f0aaa	k__Bacteria	0.9999997677245526
2c5352f7ad9c99e93424ced5793b9f83	k__Bacteria	0.9999997981733952
b98513444f750317f0dfff492b9d2cdc	k__Bacteria; p__Firmicutes	0.6135983993738461
947509aeb83689ba95645303eba19e9c	k__Bacteria	0.9999997677294183
4669f785716df43aa86c9a990e619eb1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.6332514950539331
75d67bcc37ff6bc3b89fce1ee8f1c372	k__Bacteria	0.9999996637438632
f87fe98e3a70e14b5fa41cbe36d56d48	k__Bacteria	0.9999996661187801
a67bb5740043b6e08858fa4edbfc8ed3	k__Bacteria	0.9999996672473663
0c01877ee48a17ced09f7382bfdece9f	k__Bacteria	0.9999996652517993
3295b7c2f9a047b89d14a6aff28d25da	k__Bacteria; p__Firmicutes	0.616121809250992
88c84411a36fcd85de778f674566a98f	k__Bacteria; p__Firmicutes	0.6025318509831785
0fa12d8ac45f660abaf5ad66ba640700	k__Bacteria	0.9999996646913695
c00fd53d00e8e2e34b114980b98e280a	k__Bacteria; p__Firmicutes	0.640159689858849
afb70b875bdbfe8eb05036c6761f2949	k__Bacteria	0.9999996675359454
b7172bfd271404e546936636e86cba72	k__Bacteria	0.999999671246754
