dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
F1-REF	2	1	rdp	1.0	SH099594.07FU_DQ494348_reps	k__Fungi	k__Fungi;p__Ascomycota;c__Orbiliomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH079086.07FU_AB125261_refs	k__Fungi	k__Fungi;p__Basidiomycota;c__Ustilaginomycotina_cls_Incertae_sedis	underclassification	1
F1-REF	2	1	rdp	1.0	SH080085.07FU_HQ667544_reps	k__Fungi	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis	underclassification	1
F1-REF	2	1	rdp	1.0	SH088486.07FU_JF779663_reps	k__Fungi	k__Fungi;p__Basidiomycota;c__Tritirachiomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH076631.07FU_DQ914672_reps	k__Fungi	k__Fungi;p__Ascomycota;c__Leotiomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH079920.07FU_AY997079_refs	k__Fungi	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH079880.07FU_JN942679_reps	k__Fungi	k__Fungi;p__Zygomycota;c__Kickxellomycotina_cls_Incertae_sedis	underclassification	1
F1-REF	2	1	rdp	1.0	SH077503.07FU_KC222806_reps	k__Fungi	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH098262.07FU_AF444540_refs	k__Fungi	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH088503.07FU_KF192890_reps	k__Fungi	k__Fungi;p__Ascomycota;c__Laboulbeniomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH076443.07FU_FJ362291_reps	k__Fungi	k__Fungi;p__Basidiomycota;c__Agaricomycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH114212.07FU_AB712468_reps	k__Fungi	k__Fungi;p__Basidiomycota;c__Dacrymycetes	underclassification	1
F1-REF	2	1	rdp	1.0	SH129947.07FU_HM488753_refs	k__Fungi	k__Fungi;p__Basidiomycota;c__Agaricomycotina_cls_Incertae_sedis	underclassification	1
F1-REF	2	1	rdp	1.0	SH100610.07FU_AF492118_reps	k__Fungi	k__Fungi;p__Ascomycota;c__Taphrinomycetes	underclassification	1
