Taxon	MockMiSeq.even
Unknown;Other;Other	0.00846501128668
k__Bacteria;Other;Other	0.0385389643206
k__Bacteria;p__Actinobacteria;Other	1.68457936053e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.047829419494
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.00133502914322
k__Bacteria;p__Bacteroidetes;Other	0.00102759340993
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.299269734847
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	4.21144840133e-05
k__Bacteria;p__Firmicutes;Other	0.00668778006132
k__Bacteria;p__Firmicutes;c__Bacilli	0.0808935008928
k__Bacteria;p__Firmicutes;c__Clostridia	0.350363026852
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00553805464775
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.000391664701324
k__Bacteria;p__Proteobacteria;Other	0.00217310737509
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	4.21144840133e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.116577103197
k__Bacteria;p__Verrucomicrobia;Other	2.5268690408e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0407836663185
