#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	3.0	blast	3.0	blast_1.0
rtax_single	sample	3.0	rtax	3.0	rtax_single
rdp_0.6	sample	3.0	rdp	3.0	rdp_0.6
rdp_0.7	sample	3.0	rdp	3.0	rdp_0.7
rdp_0.4	sample	3.0	rdp	3.0	rdp_0.4
rdp_0.5	sample	3.0	rdp	3.0	rdp_0.5
rdp_0.2	sample	3.0	rdp	3.0	rdp_0.2
rdp_0.3	sample	3.0	rdp	3.0	rdp_0.3
rdp_0.0	sample	3.0	rdp	3.0	rdp_0.0
rdp_0.1	sample	3.0	rdp	3.0	rdp_0.1
Expected	sample	2.9547	Expected	2.9547	Expected
blast_1e-06	sample	3.0	blast	3.0	blast_1e-06
rdp_0.8	sample	3.0	rdp	3.0	rdp_0.8
rdp_0.9	sample	3.0	rdp	3.0	rdp_0.9
mothur_1.0	sample	3.0	mothur	3.0	mothur_1.0
rtax_paired	sample	3.0	rtax	3.0	rtax_paired
blast_1e-30	sample	3.0	blast	3.0	blast_1e-30
blast_100.0	sample	3.0	blast	3.0	blast_100.0
blast_1e-10	sample	3.0	blast	3.0	blast_1e-10
blast_0.0001	sample	3.0	blast	3.0	blast_0.0001
rdp_1.0	sample	3.0	rdp	3.0	rdp_1.0
mothur_0.8	sample	3.0	mothur	3.0	mothur_0.8
mothur_0.9	sample	3.0	mothur	3.0	mothur_0.9
mothur_0.4	sample	3.0	mothur	3.0	mothur_0.4
mothur_0.5	sample	3.0	mothur	3.0	mothur_0.5
mothur_0.6	sample	3.0	mothur	3.0	mothur_0.6
mothur_0.7	sample	3.0	mothur	3.0	mothur_0.7
mothur_0.0	sample	3.0	mothur	3.0	mothur_0.0
mothur_0.1	sample	3.0	mothur	3.0	mothur_0.1
mothur_0.2	sample	3.0	mothur	3.0	mothur_0.2
mothur_0.3	sample	3.0	mothur	3.0	mothur_0.3
199	otu	0.000427584548163	p__Bacteroidetes	0.000427584548163	f___g__
198	otu	6.68100856505e-05	p__Actinobacteria	6.68100856505e-05	f__Thermomonosporaceae_g__
344	otu	0.0	p__Firmicutes	0.0	f__Ruminococcaceae_g__Anaerofilum
345	otu	1.94374793477e-05	p__Firmicutes	1.94374793477e-05	f__Contubernalisaceae_g__
346	otu	0.0147	p__Firmicutes	0.0147	f__Peptococcaceae_g__
347	otu	0.0	p__Firmicutes	0.0	f___g__
340	otu	0.0147	p__Firmicutes	0.0147	f__Lachnospiraceae_g__Butyrivibrio
341	otu	0.0	p__Firmicutes	0.0	f__Erysipelotrichaceae_g__L7A_E11
342	otu	0.14867727953	p__Firmicutes	0.14867727953	Other_Other
343	otu	9.71873967384e-06	p__Actinobacteria	9.71873967384e-06	Other_Other
348	otu	9.71873967384e-05	p__Firmicutes	9.71873967384e-05	f__Clostridiaceae_g__Caloramator
349	otu	0.00045678076467	p__Bacteroidetes	0.00045678076467	f__Porphyromonadaceae_g__Paludibacter
719	otu	1.77174596706e-05	p__Firmicutes	1.77174596706e-05	f__Clostridiaceae_g__Caldanaerocella
718	otu	5.31523790118e-05	p__WS2	5.31523790118e-05	f___g__
717	otu	0.331328721774	p__Bacteroidetes	0.331328721774	f__Porphyromonadaceae_g__Parabacteroides
716	otu	0.0109228138869	p__Firmicutes	0.0109228138869	f__Peptostreptococcaceae_g__
715	otu	0.00426104905079	p__Bacteroidetes	0.00426104905079	f__S24-7_g__
714	otu	0.0	p__Actinobacteria	0.0	f__Acidimicrobiaceae_g__Acidimicrobium
713	otu	0.0	p__Proteobacteria	0.0	f__Pasteurellaceae_g__Pasteurella
712	otu	0.0143245661437	Other	0.0143245661437	Other_Other
711	otu	3.54349193412e-05	p__Actinobacteria	3.54349193412e-05	f__Intrasporangiaceae_g__Tetrasphaera
710	otu	0.378232329049	p__Firmicutes	0.378232329049	f__Lachnospiraceae_g__[Ruminococcus]
129	otu	1.42885572095	p__Firmicutes	1.42885572095	f__Streptococcaceae_g__Streptococcus
619	otu	0.143187017531	p__Firmicutes	0.143187017531	f__Veillonellaceae_g__Mitsuokella
298	otu	0.174568002021	p__Firmicutes	0.174568002021	f__Ruminococcaceae_g__Faecalibacterium
299	otu	0.00884405310322	p__Proteobacteria	0.00884405310322	f__Enterobacteriaceae_g__Trabulsiella
296	otu	1.94374793477e-05	p__Firmicutes	1.94374793477e-05	f__Paenibacillaceae_g__Brevibacillus
297	otu	0.000174937314129	p__Bacteroidetes	0.000174937314129	f__[Paraprevotellaceae]_g__
294	otu	5.8312438043e-05	p__Proteobacteria	5.8312438043e-05	f__Hahellaceae_g__Hahella
295	otu	0.0	p__Proteobacteria	0.0	f__Desulfohalobiaceae_g__Desulfonatronovibrio
292	otu	3.88749586954e-05	p__Proteobacteria	3.88749586954e-05	f__Enterobacteriaceae_g__Brenneria
293	otu	0.189629220363	p__Firmicutes	0.189629220363	f__Ruminococcaceae_g__Ruminococcus
290	otu	0.0	p__Firmicutes	0.0	f__Veillonellaceae_g__G07
291	otu	0.000563686901083	p__Firmicutes	0.000563686901083	f__Peptostreptococcaceae_g__Peptostreptococcus
591	otu	0.000177174596706	p__Firmicutes	0.000177174596706	f__Clostridiaceae_g__Caloramator
590	otu	8.8587298353e-05	p__Firmicutes	8.8587298353e-05	f___g__
593	otu	0.00111619995925	p__Proteobacteria	0.00111619995925	f__Xanthomonadaceae_g__Lysobacter
592	otu	0.000310055544236	p__Bacteroidetes	0.000310055544236	f__Porphyromonadaceae_g__Paludibacter
595	otu	0.0	p__Actinobacteria	0.0	f__Coriobacteriaceae_g__
594	otu	0.00465969189338	p__Firmicutes	0.00465969189338	f__Lachnospiraceae_g__Lachnobacterium
597	otu	3.54349193412e-05	p__Actinobacteria	3.54349193412e-05	f__Micrococcaceae_Other
596	otu	0.000159457137035	p__Firmicutes	0.000159457137035	f__Caldicoprobacteraceae_g__Caldicoprobacter
195	otu	0.266974883416	p__Bacteroidetes	0.266974883416	f__Rikenellaceae_g__
194	otu	0.0	p__Actinobacteria	0.0	f__Actinopolysporaceae_g__
197	otu	0.00180387231256	p__Firmicutes	0.00180387231256	f__Veillonellaceae_g__
196	otu	0.0	p__Bacteroidetes	0.0	f__Porphyromonadaceae_g__Tannerella
191	otu	0.0	p__Proteobacteria	0.0	f___g__
190	otu	0.999679311589	p__Firmicutes	0.999679311589	f__Erysipelotrichaceae_g__[Eubacterium]
193	otu	0.31557253972	p__Bacteroidetes	0.31557253972	f__Prevotellaceae_g__Prevotella
192	otu	0.000160344205561	p__Actinobacteria	0.000160344205561	f__Microbacteriaceae_g__Microbacterium
270	otu	0.0	p__Firmicutes	0.0	f__Bacillaceae_g__Virgibacillus
271	otu	8.74686570645e-05	p__Actinobacteria	8.74686570645e-05	f__Intrasporangiaceae_g__Knoellia
272	otu	0.000106906136412	p__Proteobacteria	0.000106906136412	f__Enterobacteriaceae_g__Plesiomonas
273	otu	0.000233249752172	p__Bacteroidetes	0.000233249752172	f__Bacteroidaceae_g__BF311
274	otu	0.0	p__Proteobacteria	0.0	f__Rickettsiaceae_g__Wolbachia
275	otu	0.0	p__Tenericutes	0.0	Other_Other
276	otu	0.0	p__Proteobacteria	0.0	f__Syntrophaceae_g__Smithella
277	otu	0.000116624876086	p__Firmicutes	0.000116624876086	f__Thermoactinomycetaceae_g__Laceyella
278	otu	5.83124380431e-05	p__Firmicutes	5.83124380431e-05	Other_Other
279	otu	0.00106906136412	p__Firmicutes	0.00106906136412	f__Clostridiaceae_g__02d06
524	otu	0.000256903165224	p__Proteobacteria	0.000256903165224	f__Moraxellaceae_g__Acinetobacter
525	otu	0.000132880947529	p__Firmicutes	0.000132880947529	f__Erysipelotrichaceae_g__p-75-a5
526	otu	0.359194918633	p__Actinobacteria	0.359194918633	f__Coriobacteriaceae_g__Collinsella
527	otu	0.00934595997626	Other	0.00934595997626	Other_Other
520	otu	0.0001505984072	p__Firmicutes	0.0001505984072	f__Thermoactinomycetaceae_g__Laceyella
521	otu	0.00013288094753	p__Firmicutes	0.00013288094753	Other_Other
522	otu	0.000407501572425	p__Firmicutes	0.000407501572425	f__Clostridiaceae_g__02d06
523	otu	0.000203750786212	p__Firmicutes	0.000203750786212	Other_Other
528	otu	1.77174596706e-05	p__Proteobacteria	1.77174596706e-05	f__Beijerinckiaceae_g__Methylocella
529	otu	0.0152492412498	p__Firmicutes	0.0152492412498	f__Lachnospiraceae_g__Coprococcus
449	otu	0.00996170816569	p__Firmicutes	0.00996170816569	f__Lactobacillaceae_g__Lactobacillus
448	otu	0.0	p__Firmicutes	0.0	f___g__
443	otu	0.00210896650922	p__Actinobacteria	0.00210896650922	f__Coriobacteriaceae_Other
442	otu	0.000398468326628	p__Bacteroidetes	0.000398468326628	f___g__
441	otu	0.0	p__Actinobacteria	0.0	f__Thermomonosporaceae_g__
440	otu	0.000641436818473	p__Firmicutes	0.000641436818473	f__Veillonellaceae_g__
447	otu	0.00229362256302	p__Firmicutes	0.00229362256302	f__Erysipelotrichaceae_g__Sharpea
446	otu	1.94374793477e-05	p__Proteobacteria	1.94374793477e-05	Other_Other
445	otu	0.0	p__Firmicutes	0.0	f__Lachnospiraceae_g__Pseudobutyrivibrio
444	otu	0.0989614729722	p__Proteobacteria	0.0989614729722	f__Enterobacteriaceae_g__Citrobacter
108	otu	0.00491722230388	p__Firmicutes	0.00491722230388	f__Lachnospiraceae_g__Lachnobacterium
109	otu	9.35341199107e-05	p__Actinobacteria	9.35341199107e-05	f__Coriobacteriaceae_g__
102	otu	2.67240342602e-05	p__Firmicutes	2.67240342602e-05	f__Contubernalisaceae_g__
103	otu	0.0147	p__Firmicutes	0.0147	f__Peptococcaceae_g__
100	otu	1.33620171301e-05	p__Actinobacteria	1.33620171301e-05	Other_Other
101	otu	0.0	p__Firmicutes	0.0	f__Ruminococcaceae_g__Anaerofilum
106	otu	0.000160344205561	p__Bacteroidetes	0.000160344205561	f__Porphyromonadaceae_g__Paludibacter
107	otu	0.00261895535749	p__Proteobacteria	0.00261895535749	f__Xanthomonadaceae_g__Lysobacter
104	otu	0.0	p__Firmicutes	0.0	f___g__
105	otu	0.000187068239821	p__Firmicutes	0.000187068239821	f__Clostridiaceae_g__Caloramator
39	otu	0.0	p__Firmicutes	0.0	f__Erysipelotrichaceae_g__p-75-a5
38	otu	0.000774996993546	p__Proteobacteria	0.000774996993546	f__Moraxellaceae_g__Acinetobacter
33	otu	4.00860513903e-05	p__Proteobacteria	4.00860513903e-05	f__Syntrophaceae_g__Smithella
32	otu	2.67240342602e-05	p__Tenericutes	2.67240342602e-05	Other_Other
31	otu	1.33620171301e-05	p__Proteobacteria	1.33620171301e-05	f__Rickettsiaceae_g__Wolbachia
30	otu	0.0	p__Bacteroidetes	0.0	f__Bacteroidaceae_g__BF311
37	otu	0.000213792274082	p__Firmicutes	0.000213792274082	Other_Other
36	otu	0.00125602961023	p__Firmicutes	0.00125602961023	f__Clostridiaceae_g__02d06
35	otu	0.000534480685204	p__Firmicutes	0.000534480685204	Other_Other
34	otu	0.000120258154171	p__Firmicutes	0.000120258154171	f__Thermoactinomycetaceae_g__Laceyella
641	otu	0.00054924124979	p__Proteobacteria	0.00054924124979	f__Pasteurellaceae_g__Bibersteinia
640	otu	7.08698386826e-05	p__Chrysiogenetes	7.08698386826e-05	f__Chrysiogenaceae_g__Desulfurispirillum
643	otu	4.42936491766e-05	p__Firmicutes	4.42936491766e-05	f__Bacillaceae_Other
642	otu	0.000194892056377	p__Proteobacteria	0.000194892056377	f__Enterobacteriaceae_g__Sodalis
645	otu	0.000141739677365	p__Proteobacteria	0.000141739677365	f__Alteromonadaceae_g__Spongiibacter
644	otu	0.0	p__Proteobacteria	0.0	f__Desulfobulbaceae_g__Desulfobulbus
438	otu	0.249669969094	p__Bacteroidetes	0.249669969094	f__Rikenellaceae_g__
439	otu	5.8312438043e-05	p__Bacteroidetes	5.8312438043e-05	f__Porphyromonadaceae_g__Tannerella
436	otu	0.421691661321	p__Bacteroidetes	0.421691661321	f__Prevotellaceae_g__Prevotella
437	otu	5.8312438043e-05	p__Actinobacteria	5.8312438043e-05	f__Actinopolysporaceae_g__
434	otu	6.80311777169e-05	p__Proteobacteria	6.80311777169e-05	f___g__
435	otu	0.000136062355434	p__Actinobacteria	0.000136062355434	f__Microbacteriaceae_g__Microbacterium
432	otu	0.0	p__Proteobacteria	0.0	f__OM60_g__
433	otu	1.04957529108	p__Firmicutes	1.04957529108	f__Erysipelotrichaceae_g__[Eubacterium]
430	otu	0.000932999008687	p__Actinobacteria	0.000932999008687	f__Bifidobacteriaceae_g__Gardnerella
431	otu	9.71873967385e-05	p__Proteobacteria	9.71873967385e-05	f__Vibrionaceae_g__Vibrio
339	otu	0.0	p__Proteobacteria	0.0	f__Acetobacteraceae_g__Acetobacter
338	otu	0.00459696386573	p__Bacteroidetes	0.00459696386573	f__Prevotellaceae_Other
335	otu	0.32567496647	p__Firmicutes	0.32567496647	f__Erysipelotrichaceae_Other
334	otu	5.83124380431e-05	p__Firmicutes	5.83124380431e-05	f__Bacillaceae_g__Terribacillus
337	otu	0.0147	p__Firmicutes	0.0147	f__Clostridiaceae_g__Anaerococcus
336	otu	0.0	p__Proteobacteria	0.0	f___g__
331	otu	0.0	p__Firmicutes	0.0	f__[Acidaminobacteraceae]_g__Fusibacter
330	otu	0.274671833149	p__Firmicutes	0.274671833149	f__Erysipelotrichaceae_g__Catenibacterium
333	otu	0.0	p__Firmicutes	0.0	f__Sporolactobacillaceae_g__Sporolactobacillus
332	otu	0.103067234241	p__Bacteroidetes	0.103067234241	Other_Other
6	otu	0.108098718582	p__Proteobacteria	0.108098718582	f__Aeromonadaceae_g__
99	otu	0.169457101244	p__Firmicutes	0.169457101244	Other_Other
98	otu	0.0	p__Firmicutes	0.0	f__Erysipelotrichaceae_g__L7A_E11
91	otu	8.01721027806e-05	p__Firmicutes	8.01721027806e-05	f__Bacillaceae_g__Terribacillus
90	otu	0.000748272959286	p__Firmicutes	0.000748272959286	f__Sporolactobacillaceae_g__Sporolactobacillus
93	otu	0.0	p__Proteobacteria	0.0	f___g__
92	otu	0.136506367001	p__Firmicutes	0.136506367001	f__Erysipelotrichaceae_Other
95	otu	0.00387498496773	p__Bacteroidetes	0.00387498496773	f__Prevotellaceae_Other
94	otu	0.0147	p__Firmicutes	0.0147	f__Clostridiaceae_g__Anaerococcus
97	otu	0.0147	p__Firmicutes	0.0147	f__Lachnospiraceae_g__Butyrivibrio
96	otu	5.34480685204e-05	p__Proteobacteria	5.34480685204e-05	f__Acetobacteraceae_g__Acetobacter
153	otu	0.0607170058392	p__Actinobacteria	0.0607170058392	f__Bifidobacteriaceae_Other
559	otu	7.08698386826e-05	p__Firmicutes	7.08698386826e-05	f__Bacillaceae_g__Bacillus
558	otu	3.54349193412e-05	p__Proteobacteria	3.54349193412e-05	f__Hahellaceae_Other
555	otu	0.000106304758024	p__Firmicutes	0.000106304758024	f__Erysipelotrichaceae_g__Allobaculum
554	otu	0.000318914274071	p__Proteobacteria	0.000318914274071	f__Enterobacteriaceae_g__Dickeya
557	otu	0.00194892056377	p__Proteobacteria	0.00194892056377	f__Enterobacteriaceae_g__Serratia
556	otu	0.155497284799	p__Firmicutes	0.155497284799	f__Peptococcaceae_g__Desulfosporosinus
551	otu	0.0	p__Actinobacteria	0.0	f__Nocardioidaceae_g__Nocardioides
550	otu	0.0	p__Proteobacteria	0.0	f__Acetobacteraceae_Other
553	otu	0.000549241249789	p__Bacteroidetes	0.000549241249789	f__Porphyromonadaceae_Other
552	otu	0.220210306246	p__Firmicutes	0.220210306246	f__Ruminococcaceae_g__
238	otu	0.707363806305	p__Firmicutes	0.707363806305	f__Lachnospiraceae_g__Roseburia
239	otu	0.000146982188431	p__Proteobacteria	0.000146982188431	f__Enterobacteriaceae_g__Arsenophonus
234	otu	1.26216277609	p__Firmicutes	1.26216277609	f__Erysipelotrichaceae_g__
235	otu	0.000160344205561	p__Proteobacteria	0.000160344205561	Other_Other
236	otu	0.289728617432	p__Proteobacteria	0.289728617432	Other_Other
237	otu	0.000374136479643	p__Firmicutes	0.000374136479643	f__Veillonellaceae_g__Dialister
