id	taxonomy
55ba60dfa9bdfcc8df49f0702ab72249	other
8aad8fc81cddad0a12ae1ce579907c1d	other
9b8f0d83faa2a954da84393a42117591	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae
9b8f0d83faa2a954da84393a42117591	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii
9b8f0d83faa2a954da84393a42117591	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
9eb6ee8738f28e37e328ff49b924687f	other
31a7289e99e0350cf2f099ec636380f5	other
20e92f416d9f589bfc3a3a6760f1a1de	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques
1675f21643d176884486abfe06410cd5	other
0651768258c5cafcf4dc9a9866f786de	other
974a32b20c7b0da06ae12b9eba3b9666	other
dcbd5871b1651983690b99f16fc67118	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__adolescentis
dcbd5871b1651983690b99f16fc67118	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__breve
b9a73d0d980a706e497817a287e6ae83	other
a402f3090b851dd47451bd7f1c692e85	other
5fdb5080f0bebe9595a7af63a87fe316	other
3b056c53b119aa1c5d97c6d7c37ac461	other
e16fabd3426be0386af6653c4f05f8d5	other
a440ed1e83b0e6dd506893d220fd39e5	other
5b79c4031f1e96a08de2a5c6ab02ab62	other
3327c8d23aebe8c7125ef37bca6fb996	other
cb8f895e5437e5d6559bd3e673a52ae5	other
a212b558e5bc499d44e46aeff1d347ff	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Providencia; s__stuartii
a212b558e5bc499d44e46aeff1d347ff	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
a212b558e5bc499d44e46aeff1d347ff	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__cancerogenus
a212b558e5bc499d44e46aeff1d347ff	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Edwardsiella; s__
c92d25bab1c999ffe7d31b9a408fa3d9	other
94c8c13dbba146526c35ab29aa2e5cce	other
