Taxon	MockHiSeq.even
Unclassified;Other;Other;Other	5.07220280696e-06
k__Bacteria;Other;Other;Other	0.0627685097361
k__Bacteria;p__Actinobacteria;Other;Other	5.07220280696e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	2.78971154383e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0403645899378
k__Bacteria;p__Bacteroidetes;Other;Other	0.00099161564876
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.341889294102
k__Bacteria;p__Firmicutes;Other;Other	0.000938357519287
k__Bacteria;p__Firmicutes;c__Bacilli;Other	2.78971154383e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.26805070174e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0902750655582
k__Bacteria;p__Firmicutes;c__Clostridia;Other	0.000390559616136
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.3165891465
k__Bacteria;p__Firmicutes;c__Clostridia;o__Coriobacteriales	0.000740541609816
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00380415210522
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales	5.07220280696e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.00016738269263
k__Bacteria;p__Proteobacteria;Other;Other	0.00396392649364
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	5.07220280696e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	2.02888112278e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.0186910673436
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0993720612925
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000263754545962
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.018680922938
