Taxon	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1
k__Archaea;p__Crenarchaeota	0.0	7.39550885538e-07	7.81000852593e-06	0.0
k__Archaea;p__Euryarchaeota	0.0650001644877	0.00504521614114	0.0646310747223	0.00470416221611
k__Bacteria;p__	1.530117689e-06	0.0	0.0	0.0
k__Bacteria;p__AD3	7.65058844501e-07	0.0	6.50834043827e-07	0.0
k__Bacteria;p__Actinobacteria	5.58492956486e-05	0.012237348503	0.000152946000299	0.0113607312333
k__Bacteria;p__Armatimonadetes	0.0	0.0	6.50834043827e-07	8.75518744856e-07
k__Bacteria;p__Bacteroidetes	0.000265475419042	0.0396377088122	0.000252523609005	0.0371465093068
k__Bacteria;p__Firmicutes	0.784609923272	0.603267187902	0.795978496443	0.593887128123
k__Bacteria;p__OctSpA1-106	0.0	8.13505974092e-06	0.0	2.62655623457e-06
k__Bacteria;p__Proteobacteria	0.149497853627	0.268113080289	0.138415479437	0.293155194453
k__Bacteria;p__[Thermi]	0.000568438721464	0.0716905837423	0.000560368111735	0.0597427725928
