Taxon	EUK.Mock.1
NOHIT;Other;Other;Other;Other;Other	0.282772504492
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples;s__Uncultured_eukaryote	0.0120506862588
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.016133432423
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other;Other	0.0750604415763
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;Other	9.40724922625e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_melibiosica	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._bg01-8-20-001b-c1	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._bg02-7-14-001k-1-1	0.000620878448933
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Capnobotryella;s__Capnobotryella_sp._ma_3612	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora;s__Clavispora_lusitaniae_atcc_42720	0.0187674622064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides;s__Coccidioides_posadasii_rmscc_1037	0.0379300288803
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples;s__Debaryomyces_sp._enrichment_culture_clone_mpsr02	0.0176762212961
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;Other	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii	0.000319846473693
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii_wm276	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Lachancea;s__Lachancea_waltii_ncyc_2644	8.46652430363e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Mycogloea;s__Mycogloea_sp._tub_fo40962	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema;s__Papiliotrema_bandonii	0.000169330486073
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Peziza;s__Peziza_quelepidotia	0.000122294239941
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria;s__Phaeosphaeria_nodorum_sn15	0.0472808346112
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula;Other	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_(bakers_yeast)	0.252998560691
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_rm11-1a	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella;s__Tremella_globispora	0.000329253722919
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton;s__Trichophyton_tonsurans_cbs_112818	0.0165003151428
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_capnodiales;s__Capnodiales_sp._ccfee_5502	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma;s__Vanderwaltozyma_polyspora_dsm_70294	0.00143930913162
Root;k__Eukaryota;p__Fungi;c__Environmental_samples;g__Environmental_samples;s__Uncultured_fungal_contaminant	0.000799616184232
Root;k__Eukaryota;p__Fungi;c__Environmental_samples;g__Environmental_samples;s__Uncultured_fungus	0.000348068221371
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;Other	0.208427013857
Root;k__Eukaryota;p__Metazoa;c__Annelida;g__Dysponetus;s__Dysponetus_sp._nz_hw-2008	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other;Other	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo;s__Homo_sapiens_(human)	0.00668855419987
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis;s__Monodelphis_domestica_(gray_short-tailed_opossum)	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Sus;s__Sus_scrofa_(pig)	0.00216366732204
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other;Other	0.000865466928815
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum;s__Solanum_tuberosum_(potato)	1.88144984525e-05
