Taxon	EUK.Mock.1
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.238285622901
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000235181230656
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0117496542836
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.00142049463316
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Zygosaccharomyces	0.0117120252867
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.189537257411
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00579486552337
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Sus	0.00176856285454
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Oryza	0.000846652430363
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum	1.88144984525e-05
Unassigned;Other;Other;Other;Other	0.5386026472
