Taxon	Mock.3	Mock.1	Mock.2
NOHIT;Other;Other;Other	0.000851454021483	0.000882283077132	0.000705668873282
k__Fungi;Other;Other;Other	0.00150641865339	0.00142522650921	0.00141133774656
k__Fungi;p__Ascomycota;Other;Other	0.132237359183	0.100206997183	0.0870324943715
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified	0.000261985852764	0.000407207574061	0.0001680163984
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales	0.0656274561174	0.0714988632122	0.0648207265029
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.544079119728	0.581119142149	0.598844047179
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.000392978779146	0.000237537751536	0.000235222957761
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales	0.0	3.39339645051e-05	3.36032796801e-05
k__Fungi;p__Ascomycota;c__unidentified;o__unidentified	6.5496463191e-05	0.0	3.36032796801e-05
k__Fungi;p__unidentified;c__unidentified;o__unidentified	0.254977731203	0.244188808579	0.246715279411
