Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other;Other	9.72003690143e-05	4.56052500764e-05	0.000129220704926	8.29658636954e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.90145097587e-05	9.12105001528e-05	0.0141106317681	0.012520931596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000357558500302	0.000356861081848	0.0450428380097	0.0438156553819
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Firmicutes;Other;Other	6.24859515092e-05	6.2707218855e-05	4.71117153376e-05	1.93587015289e-05
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.000823599555308	0.000766168201283	0.000577455025137	0.000525450470071
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.665880674397	0.682841708738	0.508160422121	0.505011829549
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	9.28610668261e-05	0.000116293387695	7.9416891569e-05	6.49899265614e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.106708647969	0.102039466783	0.0862144390677	0.087222012503
k__Bacteria;p__Firmicutes;c__Clostridia;Other	5.20716262576e-06	4.56052500764e-06	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0182797443977	0.0181828132055	0.0272534542983	0.0241181765762
k__Bacteria;p__Proteobacteria;Other;Other	8.67860437627e-05	5.13059063359e-05	4.03814702893e-05	2.90380522934e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	0.000113689717329	0.000100331550168	1.21144410868e-05	9.67935076446e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	3.81858592556e-05	2.73631500458e-05	2.69209801929e-06	4.14829318477e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0749978954384	0.0716253255075	0.0102555474045	0.011165822489
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	8.67860437627e-07	1.14013125191e-06	4.03814702893e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	8.67860437627e-07	2.28026250382e-06	6.73024504822e-06	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00132782646957	0.00138525947107	0.0210575907069	0.0194679399161
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	6.07502306339e-06	5.70065625955e-06	6.73024504822e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0015083414406	0.00164406926525	0.0247726859735	0.0248828452866
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000151007716147	0.000109452600183	7.53787445401e-05	5.11622826122e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	8.67860437627e-07	0.0	1.34604900964e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0556151004245	0.0496789390395	0.0087089370924	0.00809746829667
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0273350002039	0.0257179406493	0.173136899915	0.193226113782
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	2.77715340041e-05	4.78855125802e-05	1.07683920772e-05	1.38276439492e-06
k__Bacteria;p__[Thermi];c__Deinococci;Other	0.0	0.0	2.69209801929e-06	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.000612709468965	0.000687499144902	0.076486542875	0.0663173803805
