Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other	9.72003690143e-05	4.56052500764e-05	0.000129220704926	8.29658636954e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria	5.90145097587e-05	9.12105001528e-05	0.0141106317681	0.012520931596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.000357558500302	0.000356861081848	0.0450428380097	0.0438156553819
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Firmicutes;Other	6.24859515092e-05	6.2707218855e-05	4.71117153376e-05	1.93587015289e-05
k__Bacteria;p__Firmicutes;c__Bacilli	0.773505782988	0.78576363711	0.595031733106	0.592824282449
k__Bacteria;p__Firmicutes;c__Clostridia	0.0182849515604	0.0181873737305	0.0272548003473	0.0241195593406
k__Bacteria;p__Proteobacteria;Other	8.67860437627e-05	5.13059063359e-05	4.03814702893e-05	2.90380522934e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0751515067359	0.0717530202077	0.0102703539436	0.011179650133
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00132956219045	0.00138867986483	0.021068359099	0.0194720882093
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	6.07502306339e-06	5.70065625955e-06	6.73024504822e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0015083414406	0.00164406926525	0.0247740320225	0.024884228051
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0831306155994	0.0755576381953	0.181933330193	0.201376127126
k__Bacteria;p__[Thermi];c__Deinococci	0.000612709468965	0.000687499144902	0.076489234973	0.0663173803805
