Taxon	MockHiSeq.even
None;Other;Other	0.347281045685
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0397128118771
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.160499713421
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	1.52166084209e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	5.07220280696e-06
k__Bacteria;p__Firmicutes;c__Bacilli	0.00433419729854
k__Bacteria;p__Firmicutes;c__Clostridia	0.343629059664
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	1.77527098243e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteria	5.07220280696e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.000172454895437
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	4.31137238591e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	4.81859266661e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	2.02888112278e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.104183045655
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	3.29693182452e-05
