Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other	5.29394866953e-05	1.48217062748e-05	6.99945485015e-05	3.87174030578e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria	5.90145097587e-05	9.12105001528e-05	0.0141106317681	0.012520931596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.000357558500302	0.000356861081848	0.0450428380097	0.0438156553819
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	2.77715340041e-05	2.5082887542e-05	2.2882833164e-05	1.38276439492e-05
k__Bacteria;p__Firmicutes;c__Bacilli	0.773564797498	0.785810382491	0.595065384331	0.59284364115
k__Bacteria;p__Firmicutes;c__Clostridia	0.0182962337461	0.0181964947805	0.0272669147884	0.024127855927
k__Bacteria;p__Proteobacteria;Other	4.51287427566e-05	4.10447250687e-05	3.768937227e-05	2.76552878985e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.075171467526	0.071763281389	0.0102716999926	0.0111810328973
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00133390149263	0.00138981999608	0.021069705148	0.0194748537381
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	1.3885767002e-05	1.36815750229e-05	1.21144410868e-05	6.91382197462e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0015083414406	0.00164520939651	0.0247767241205	0.0248856108154
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0831479728082	0.0755587783266	0.181940060438	0.201378892655
k__Bacteria;p__[Thermi];c__Deinococci	0.000613577329403	0.000688639276153	0.0765134638552	0.0663284424957
