Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae	0.00472889031379	0.00507490560676	0.0963362773961	0.0916228311219
Archaea;Euryarchaeota;Other;Other;Other	0.0	0.0	5.45196816051e-05	0.0
Archaea;Other;Other;Other;Other	0.0	0.0	0.00010903936321	3.92557117061e-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae	0.00204384242376	0.00377572977143	0.00010903936321	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Other	0.000480904099707	0.00040599244854	0.0	3.92557117061e-05
Bacteria;Actinobacteria;Actinobacteria;Other;Other	0.0	8.11984897081e-05	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	0.0118222257845	0.0121391742114	0.00021807872642	0.000157022846824
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other	0.00148278764076	0.00129917583533	0.0	3.92557117061e-05
Bacteria;Bacteroidetes;Other;Other;Other	0.00224421913197	0.00207056148756	0.0	0.000157022846824
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae	0.0149481024326	0.0192440420608	0.00021807872642	0.000117767135118
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	8.01506832846e-05	0.00020299622427	0.00010903936321	0.000157022846824
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae	0.00516971907186	0.00771385652227	0.000763275542471	0.000510324252179
Bacteria;Firmicutes;Bacilli;Bacillales;Other	0.00821544503667	0.0084852421745	0.0119943299531	0.0118944806469
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae	0.124914839899	0.130567171451	0.291516737542	0.268626835205
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	0.0020839177654	0.0024765539361	5.45196816051e-05	0.000117767135118
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	0.000681280807919	0.00142097356989	0.00010903936321	0.000117767135118
Bacteria;Firmicutes;Bacilli;Lactobacillales;Other	0.00148278764076	0.00194876375299	0.00141751172173	0.00176650702677
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	0.0155091572156	0.0238723559742	0.0504307054847	0.0481275025516
Bacteria;Firmicutes;Bacilli;Other;Other	0.00817536969503	0.0080386504811	0.01324828263	0.0137394990971
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	0.0062517532962	0.00950022329585	0.00959546396249	0.00832221088168
Bacteria;Firmicutes;Clostridia;Clostridiales;Other	8.01506832846e-05	0.000162396979416	0.00010903936321	0.000314045693648
Bacteria;Firmicutes;Clostridia;Other;Other	4.00753416423e-05	8.11984897081e-05	5.45196816051e-05	0.000117767135118
Bacteria;Firmicutes;Other;Other;Other	0.00340640403959	0.00483131013763	0.0105768182314	0.0122477820523
Bacteria;Other;Other;Other;Other	0.028573718591	0.0350777475539	0.0545742012867	0.06143518882
Bacteria;Proteobacteria;Alphaproteobacteria;Other;Other	0.000160301366569	0.000162396979416	0.00228982662741	0.00219831985554
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	0.0	4.0599244854e-05	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	4.00753416423e-05	8.11984897081e-05	0.000490677134446	0.000549579963885
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae	0.0	0.0	0.0	3.92557117061e-05
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	0.00352663006452	0.00438471844424	0.0392541707556	0.0400800816519
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae	0.00609145192963	0.00775445576712	0.000763275542471	0.000667347099003
Bacteria;Proteobacteria;Betaproteobacteria;Other;Other	0.000200376708211	0.000121797734562	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	0.0038873081393	0.0035321343023	0.00043615745284	0.000549579963885
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Other	4.00753416423e-05	4.0599244854e-05	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Other;Other	0.000120226024927	0.000162396979416	0.00010903936321	7.85114234121e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	0.00212399310704	0.00263895091551	0.0220259513684	0.0246525869514
Bacteria;Proteobacteria;Gammaproteobacteria;Other;Other	0.00504949304693	0.00560269578986	0.0053429287973	0.00573133390908
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	0.374263615597	0.31992204945	0.0287863918875	0.0278715553113
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Other	0.000280527391496	0.00040599244854	0.00010903936321	7.85114234121e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	0.356470163908	0.371401891925	0.352796859666	0.369356991442
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	4.00753416423e-05	8.11984897081e-05	0.000926834587286	0.000549579963885
Bacteria;Proteobacteria;Other;Other;Other	0.00332625335631	0.00267955016037	0.00185366917457	0.00255162126089
Unclassified;Other;Other;Other;Other	0.00196369174047	0.00251715318095	0.0032166612147	0.00537803250373
