Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria	0.00472889031379	0.00507490560676	0.0963362773961	0.0916228311219
Archaea;Euryarchaeota;Other	0.0	0.0	5.45196816051e-05	0.0
Archaea;Other;Other	0.0	0.0	0.00010903936321	3.92557117061e-05
Bacteria;Actinobacteria;Actinobacteria	0.00252474652346	0.00426292070967	0.00010903936321	3.92557117061e-05
Bacteria;Bacteroidetes;Bacteroidia	0.0133050134252	0.0134383500467	0.00021807872642	0.00019627855853
Bacteria;Bacteroidetes;Other	0.00224421913197	0.00207056148756	0.0	0.000157022846824
Bacteria;Deinococcus-Thermus;Deinococci	0.0149481024326	0.0192440420608	0.00021807872642	0.000117767135118
Bacteria;Firmicutes;Bacilli	0.166312667815	0.184726564086	0.369643441282	0.345057705896
Bacteria;Firmicutes;Clostridia	0.00637197932112	0.00974381876497	0.00975902300731	0.00875402371045
Bacteria;Firmicutes;Other	0.00340640403959	0.00483131013763	0.0105768182314	0.0122477820523
Bacteria;Other;Other	0.028573718591	0.0350777475539	0.0545742012867	0.06143518882
Bacteria;Proteobacteria;Alphaproteobacteria	0.00372700677273	0.00466891315822	0.0420346745175	0.042867237183
Bacteria;Proteobacteria;Betaproteobacteria	0.00629182863784	0.00787625350168	0.000763275542471	0.000667347099003
Bacteria;Proteobacteria;Epsilonproteobacteria	0.00404760950587	0.00373513052657	0.000545196816051	0.000628091387297
Bacteria;Proteobacteria;Gammaproteobacteria	0.738227868393	0.700052779018	0.40998800567	0.428240559001
Bacteria;Proteobacteria;Other	0.00332625335631	0.00267955016037	0.00185366917457	0.00255162126089
Unclassified;Other;Other	0.00196369174047	0.00251715318095	0.0032166612147	0.00537803250373
