Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.00335774660353	0.0444070189202	0.0458110877432	0.00380305429011
k__Bacteria;Other;Other	0.000207439040581	0.000205244919903	0.000350663700492	0.000254434428613
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class)	0.0125182546356	9.12199644014e-05	5.9022603053e-05	0.0141083217559
k__Bacteria;p__Bacteroidetes;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0438042107359	0.000356898110721	0.000356739556688	0.0449958536612
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	8.43585431694e-05	0.000155073939482	0.000129328939043	0.000122505465628
k__Bacteria;p__Firmicutes;c__Bacilli	0.592645041377	0.785544144191	0.773197835954	0.594846154675
k__Bacteria;p__Firmicutes;c__Clostridia	0.0240864384653	0.0181390899212	0.0182423242407	0.0272204452199
k__Bacteria;p__Proteobacteria;Other	4.28707350533e-05	0.000102622459952	0.000164048117309	6.46182675842e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0111699008718	0.0716521417878	0.0750272762544	0.0102568037651
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0194771429836	0.00138996420757	0.00132974452761	0.0210695938742
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0248774726734	0.00164423985834	0.00151028425459	0.0247784131907
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.201390118157	0.075615649241	0.0832079826335	0.181944848309
k__Bacteria;p__Thermi;c__Deinococci	0.0663376222507	0.000694411979006	0.00061366147586	0.076533606884
