Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
NOHIT;Other;Other;Other;Other	0.000107614694266	9.69111564123e-05	7.40326955304e-05	9.12624500649e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other;Other;Other	2.60358131288e-06	2.28026250382e-06	2.69209801929e-06	2.76552878985e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	5.03359053824e-05	8.66499751451e-05	0.0140002557493	0.0123868034497
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	8.67860437627e-07	0.0	1.34604900964e-06	4.14829318477e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0	1.14013125191e-06	0.0	4.14829318477e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	7.81074393865e-06	3.42039375573e-06	0.000107683920772	0.000124448795543
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.00035842636074	0.000356861081848	0.0450616826959	0.0438322485547
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other	9.5464648139e-06	6.84078751146e-06	4.03814702893e-06	6.91382197462e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	6.68252536973e-05	6.04269563512e-05	0.000259787458861	0.000196352544079
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.00198219323954	0.00206591782846	0.00141873565617	0.00147679237378
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	1.82250691902e-05	2.28026250382e-05	3.23051762315e-05	2.07414659238e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0114791900085	0.0112770382126	0.0157568497069	0.0154952578095
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.00146060911653	0.00125528450835	0.0240310129692	0.0230340892906
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.000438269521002	0.000378523575634	0.000586877368205	0.000489498595803
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.65101335724	0.668385984595	0.466850178015	0.464990479667
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	3.21108361922e-05	2.96434125497e-05	4.57656663279e-05	2.90380522934e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	1.21500461268e-05	6.84078751146e-06	9.28773816655e-05	6.22243977715e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	5.20716262576e-06	1.14013125191e-05	0.000146719342051	0.000105090094014
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	6.07502306339e-06	3.42039375573e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	3.38465570675e-05	1.02611812672e-05	3.36512252411e-05	3.18035810832e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.000159686320523	0.000223465725374	0.0105301414024	0.0102711739255
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.000236925899472	0.000184701262809	0.00428312794869	0.0030517610196
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.10641357542	0.101714529377	0.0709152460241	0.0735077552341
