Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
NOHIT;Other;Other	0.000107614694266	9.69111564123e-05	7.40326955304e-05	9.12624500649e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other	2.60358131288e-06	2.28026250382e-06	2.69209801929e-06	2.76552878985e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	5.90145097587e-05	9.12105001528e-05	0.0141106317681	0.012520931596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.00035842636074	0.000356861081848	0.0450616826959	0.0438322485547
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	9.5464648139e-06	6.84078751146e-06	4.03814702893e-06	6.91382197462e-06
k__Bacteria;p__Firmicutes;c__Bacilli	0.773359982434	0.785630241754	0.594983275341	0.592762058051
k__Bacteria;p__Firmicutes;c__Clostridia	0.0183109873735	0.018235259243	0.0273005660136	0.0241472146285
k__Bacteria;p__Proteobacteria;Other	6.07502306339e-06	3.42039375573e-06	2.69209801929e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0752218034313	0.0717712623077	0.0102797762867	0.0111907122481
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00135039084095	0.00140008117735	0.0211033563732	0.0195066573192
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	3.64501383803e-05	3.99045938168e-05	2.69209801929e-05	2.48897591086e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0015083414406	0.00164634952776	0.0247848004146	0.0248883763442
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0832477767585	0.0756249059392	0.181914485506	0.201338792487
k__Bacteria;p__[Thermi];c__Deinococci	0.000613577329403	0.000689779407405	0.0765511532275	0.0663298252601
