Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unclassified;Other;Other	2.76585387441e-06	1.59634937702e-05	1.82275685899e-05	2.69242781601e-06
k__Archaea;p__Euryarchaeota;Other	0.0	1.14024955502e-06	2.60393836999e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.00335774660353	0.0444047384211	0.0458041439075	0.00380305429011
k__Bacteria;Other;Other	0.00269809045449	0.00260889098188	0.00308132707115	0.00333322563622
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0125058082931	9.12199644014e-05	5.81546235964e-05	0.0140962058307
k__Bacteria;p__Bacteroidetes;Other	9.68048856043e-06	0.0	8.67979456662e-07	8.07728344803e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0437765521972	0.00035461761161	0.000354135618318	0.0449527748161
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	0.000307009780059	0.00116305454612	0.00131672483576	0.000383670963781
k__Bacteria;p__Firmicutes;c__Bacilli	0.591779329114	0.782579495348	0.769900381998	0.593852648811
k__Bacteria;p__Firmicutes;c__Clostridia	0.0238789994247	0.0179486682455	0.0180131776641	0.0269565872939
k__Bacteria;p__Proteobacteria;Other	0.000149356109218	0.000339794367395	0.000393194693868	0.000185777519305
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0111284130637	0.0714913666005	0.0748050735135	0.0102218022035
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0194563990795	0.00138540320935	0.00132106473304	0.0210386309543
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0248442824269	0.00163967886012	0.00150594435731	0.0247366805596
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.201012579103	0.0753134831089	0.0828434312617	0.181586755409
k__Bacteria;p__Thermi;c__Deinococci	0.0650929880073	0.000660204492355	0.000581546235964	0.0748414160016
