Taxon	MockMiSeq.even
k__Bacteria;Other;Other	0.00178963192535
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0513055891258
k__Bacteria;p__Bacteroidetes;Other	4.21089864788e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.308679925383
k__Bacteria;p__Bacteroidetes;c__Flavobacteria	4.21089864788e-05
k__Bacteria;p__Firmicutes;Other	0.000400035371549
k__Bacteria;p__Firmicutes;c__Bacilli	0.0878182913015
k__Bacteria;p__Firmicutes;c__Clostridia	0.37972620737
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae	0.000400035371549
k__Bacteria;p__Proteobacteria;Other	0.000176857743211
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	4.21089864788e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.120979118154
k__Bacteria;p__Tenericutes;c__Erysipelotrichi	0.00578998564084
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0428079956544
