dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	2	2	rdp	1.0	12524	k__Bacteria	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia	underclassification	1
B1-REF	2	2	rdp	1.0	4348445	Unclassified	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria	underclassification	0
B1-REF	2	2	rdp	1.0	4369464	k__Bacteria	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	underclassification	1
B1-REF	2	2	rdp	1.0	1108035	k__Bacteria;p__Bacteroidetes	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia	match	2
B1-REF	2	2	rdp	1.0	263575	k__Bacteria	k__Bacteria; p__Bacteroidetes; c__Saprospirae	underclassification	1
B1-REF	2	2	rdp	1.0	198054	k__Bacteria	k__Bacteria; p__Firmicutes; c__Erysipelotrichi	underclassification	1
B1-REF	2	2	rdp	1.0	4308306	Unclassified	k__Bacteria; p__Spirochaetes; c__Leptospirae	underclassification	0
B1-REF	2	2	rdp	1.0	816056	k__Bacteria	k__Bacteria; p__Acidobacteria; c__Acidobacteriia	underclassification	1
B1-REF	2	2	rdp	1.0	565906	Unclassified	k__Archaea; p__Euryarchaeota; c__Methanobacteria	underclassification	0
B1-REF	2	2	rdp	1.0	46167	Unclassified	k__Archaea; p__Crenarchaeota; c__Thermoprotei	underclassification	0
B1-REF	2	2	rdp	1.0	219119	k__Bacteria	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae	underclassification	1
B1-REF	2	2	rdp	1.0	4436985	k__Bacteria	k__Bacteria; p__Planctomycetes; c__Phycisphaerae	underclassification	1
B1-REF	2	2	rdp	1.0	4183921	k__Bacteria	k__Bacteria; p__Chloroflexi; c__Anaerolineae	underclassification	1
B1-REF	2	2	rdp	1.0	219691	Unclassified	k__Archaea; p__Euryarchaeota; c__Methanococci	underclassification	0
B1-REF	2	2	rdp	1.0	794040	k__Archaea;p__Euryarchaeota	k__Archaea; p__Euryarchaeota; c__Thermococci	match	2
