Taxon	MockMiSeq.even
NOHIT;Other;Other;Other	0.000214783868468
k__Bacteria;Other;Other;Other	8.42289680267e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0486464404838
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.00265321249284
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales	8.42289680267e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.308665476231
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	2.5268690408e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	4.21144840133e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	3.36915872107e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0875812809541
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.381388767225
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00580337589704
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.000400087598127
k__Bacteria;p__Proteobacteria;Other;Other	0.000130554900441
k__Bacteria;p__Proteobacteria;c__;o__	8.42289680267e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	1.2634345204e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	0.000235841110475
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.000231629662073
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	1.68457936053e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	1.68457936053e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	8.42289680267e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	1.68457936053e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.120291600687
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	5.0537380816e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	3.36915872107e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000661197399009
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	8.42289680267e-06
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0428051615512
