Taxon	Even1	Even2	Even3
No blast hit;Other	0.000286990242332	0.00251324016662	0.00255100050708
k__Archaea;p__Crenarchaeota	3.49988100405e-05	0.0	3.12048991692e-05
k__Archaea;p__Euryarchaeota	6.99976200809e-06	8.69633275648e-06	0.0
k__Archaea;p__[Parvarchaeota]	6.99976200809e-06	0.0	7.80122479229e-06
k__Bacteria;p__Acidobacteria	0.000608979294704	0.000191319320642	0.000156024495846
k__Bacteria;p__Actinobacteria	0.0888759782167	0.0820412032246	0.0852985918789
k__Bacteria;p__Armatimonadetes	6.99976200809e-06	3.47853310259e-05	2.34036743769e-05
k__Bacteria;p__BRC1	0.0	5.21779965389e-05	2.34036743769e-05
k__Bacteria;p__Bacteroidetes	0.259068191681	0.2598029411	0.246315871592
k__Bacteria;p__Caldithrix	1.39995240162e-05	0.0	7.80122479229e-06
k__Bacteria;p__Chlorobi	0.0	4.34816637824e-05	2.34036743769e-05
k__Bacteria;p__Chloroflexi	0.000153994764178	5.21779965389e-05	2.34036743769e-05
k__Bacteria;p__Cyanobacteria	0.00165894359592	0.000373942308528	0.000897140851114
k__Bacteria;p__FBP	6.99976200809e-06	3.47853310259e-05	7.80122479229e-06
k__Bacteria;p__Firmicutes	0.455299519816	0.46105347375	0.47003159496
k__Bacteria;p__Fusobacteria	2.09992860243e-05	8.69633275648e-06	1.56024495846e-05
k__Bacteria;p__Gemmatimonadetes	6.29978580728e-05	6.95706620518e-05	7.80122479229e-05
k__Bacteria;p__KSB3	0.0	1.7392665513e-05	0.0
k__Bacteria;p__Nitrospirae	0.000209992860243	3.47853310259e-05	0.0
k__Bacteria;p__OD1	3.49988100405e-05	0.000234800984425	0.000148223271054
k__Bacteria;p__Planctomycetes	0.000167994288194	4.34816637824e-05	0.0001014159223
k__Bacteria;p__Proteobacteria	0.193067435707	0.192849875208	0.194102274057
k__Bacteria;p__SAR406	6.99976200809e-06	0.0	7.80122479229e-06
k__Bacteria;p__Synergistetes	6.99976200809e-06	8.69633275648e-06	7.80122479229e-06
k__Bacteria;p__TM6	2.79990480324e-05	0.0	7.80122479229e-06
k__Bacteria;p__Tenericutes	3.49988100405e-05	1.7392665513e-05	4.68073487538e-05
k__Bacteria;p__Verrucomicrobia	0.000300989766348	0.000513083632632	8.58134727152e-05
k__Bacteria;p__WPS-2	1.39995240162e-05	0.0	0.0
k__Bacteria;p__[Caldithrix]	1.39995240162e-05	0.0	0.0
