Taxon	Even1	Even2	Even3
No blast hit;Other;Other	0.000286990242332	0.00251324016662	0.00255100050708
k__Archaea;p__Crenarchaeota;c__MCG	6.99976200809e-06	0.0	7.80122479229e-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota	2.79990480324e-05	0.0	2.34036743769e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	6.99976200809e-06	8.69633275648e-06	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea]	6.99976200809e-06	0.0	7.80122479229e-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	4.89983340566e-05	5.21779965389e-05	5.4608573546e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.000223992384259	8.69633275648e-06	0.0
k__Bacteria;p__Acidobacteria;c__DA052	0.00029399000434	3.47853310259e-05	0.0
k__Bacteria;p__Acidobacteria;c__OS-K	0.0	0.0	1.56024495846e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres	2.79990480324e-05	3.47853310259e-05	2.34036743769e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	1.39995240162e-05	4.34816637824e-05	6.24097983383e-05
k__Bacteria;p__Acidobacteria;c__iii1-8	0.0	1.7392665513e-05	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0	8.69633275648e-06	2.34036743769e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0887429827386	0.0817716169091	0.0851191637087
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.000132995478154	0.000217408318912	0.000117018371884
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	0.0	0.0	1.56024495846e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	0.0	4.34816637824e-05	2.34036743769e-05
k__Bacteria;p__Armatimonadetes;c__0319-6E2	0.0	2.60889982694e-05	2.34036743769e-05
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	6.99976200809e-06	8.69633275648e-06	0.0
k__Bacteria;p__BRC1;c__PRR-11	0.0	5.21779965389e-05	2.34036743769e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.258648205961	0.259359428129	0.24601942505
k__Bacteria;p__Bacteroidetes;c__Cytophagia	4.19985720486e-05	2.60889982694e-05	7.80122479229e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.000132995478154	0.000165230322373	0.000140422046261
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	8.39971440971e-05	0.000104355993078	4.68073487538e-05
