id	taxonomy
45548798f8269744045e624f82648b2f	other
b954c2c3aaf5c5d3f752fd0bceb1345a	other
61de8c9812b82a812a57981dd544f743	other
c7cfe1852350a5c42f6d56f3cb4d1348	other
ebdee786c47051824db85a220615965f	other
135dae26b9b2fb6d2b2a8b71b7dbcd26	other
36a139df28cf050ddd9862a077cbe99c	other
172c903cf2ee864c2f351c0d7bd79cf2	other
7cb9e2ab1e4f4e97010845fe21185e49	other
ca34069cb9734051657c1058c0e9f730	other
ac8c7bd672e9e71d3e17d7c7e8879426	other
f6f49715b0960c7424575bc8ebfe03fd	other
e08767625faec5501c5ad13ccffb684b	other
d5d3a8e1f77f898b262d6930c0caf7d5	other
fecd1f767948cc5ddcd087e97d543279	other
a80daceaa0dac36a05f08cb4fb488a97	other
c05803776e20e491772cc0a1c21a04e8	other
795a215464b28c038d8855209f023097	other
b664b9a53741c0e8927da541a4af4757	other
78566f005948bb073a7ca5de3214465d	other
5fc90aca1491108b3518ca4e599c9c9c	other
d64af071254bc2cc103212ff738d804d	other
82772a7cc5703e717444adef3a96848b	other
46dd73c10bf412b89055eccde204dcce	other
b8562dc65f9e3d265cc3cb5eb19e58c2	other
12c23fce3a1362719dfa4ce5e21666b9	other
197015f16125572828b517b1bf916e65	other
8524ed239d2af2a9059126211118358a	other
4adcc92d6facfc84698587e916be2987	other
2b10c98da1f8f78cba531034b0cce9a3	other
f6a31c737357a75f6fdf36d9fa9ff50f	other
f4852af5c4d3a852cba45265d896a448	other
6dbf50ef4712931f501fda0256069662	other
02ec23330c50c917828b6a537802d92f	other
9eb5772502ec8c5f6ff289227696cb92	other
29e61290c12ab6928377b3930279b464	other
2bb5f866c0402d10ec262ebf933ee44a	other
558831fa58ab0e38d257465d4b09513c	other
eb21e7e64007749ebcdf90725c86a440	other
0e2dbe580f978f92344773408cce7cd5	other
d0721aeff9a356f307ba367d2a8cd85c	other
