Taxon	EUK.Mock.1
Root;Bacteria;Fusobacteria;Fusobacteria	2.50297227958e-05
Root;Bacteria;Other;Other	0.000825980852262
Root;Bacteria;Proteobacteria;Betaproteobacteria	0.000225267505162
Root;Bacteria;Proteobacteria;Epsilonproteobacteria	0.00859770978036
Root;Bacteria;Proteobacteria;Gammaproteobacteria	0.295513422189
Root;Bacteria;Proteobacteria;Other	0.0222764532883
Root;Eukaryota;Alveolata;Ciliophora	1.25148613979e-05
Root;Eukaryota;Fungi;Chytridiomycota	0.014467179776
Root;Eukaryota;Fungi;Dikarya	0.129966835617
Root;Eukaryota;Fungi;Fungi	0.215818784807
Root;Eukaryota;Fungi;Other	0.00212752643764
Root;Eukaryota;Metazoa;Chordata	0.0102621863463
Root;Eukaryota;Metazoa;Other	0.000125148613979
Root;Eukaryota;Other;Other	0.228233527314
Root;Eukaryota;Viridiplantae;Streptophyta	0.000425505287529
Root;Other;Other;Other	0.0710969276015
