Taxon	EUK.Mock.1
Root;Bacteria;Other;Other	0.000585955958794
Root;Bacteria;Proteobacteria;Betaproteobacteria	0.00016066534354
Root;Bacteria;Proteobacteria;Epsilonproteobacteria	0.00719213684907
Root;Bacteria;Proteobacteria;Gammaproteobacteria	0.244513751063
Root;Bacteria;Proteobacteria;Other	0.0254890842075
Root;Eukaryota;Fungi;Chytridiomycota	0.014904073339
Root;Eukaryota;Fungi;Dikarya	0.12701067952
Root;Eukaryota;Fungi;Fungi	0.195992817314
Root;Eukaryota;Fungi;Other	0.000576505056233
Root;Eukaryota;Metazoa;Chordata	0.00874208486911
Root;Eukaryota;Other;Other	0.305585483414
Root;Eukaryota;Viridiplantae;Streptophyta	0.000963992061242
Root;Other;Other;Other	0.0649087987903
Unassignable;Other;Other;Other	0.00337397221435
