Taxon	EUK.Mock.1
Root;Bacteria;Fusobacteria;Fusobacteria	3.65901627347e-05
Root;Bacteria;Other;Other	0.000933049149736
Root;Bacteria;Proteobacteria;Betaproteobacteria	0.000256131139143
Root;Bacteria;Proteobacteria;Epsilonproteobacteria	0.00693383583823
Root;Bacteria;Proteobacteria;Gammaproteobacteria	0.242327500252
Root;Bacteria;Proteobacteria;Other	0.0285952121772
Root;Eukaryota;Alveolata;Ciliophora	9.14754068369e-06
Root;Eukaryota;Fungi;Chytridiomycota	0.0140963601936
Root;Eukaryota;Fungi;Dikarya	0.125248127041
Root;Eukaryota;Fungi;Fungi	0.192976518263
Root;Eukaryota;Fungi;Other	0.00223199992682
Root;Eukaryota;Metazoa;Chordata	0.00896458987001
Root;Eukaryota;Metazoa;Other	0.000182950813674
Root;Eukaryota;Other;Other	0.307970252198
Root;Eukaryota;Viridiplantae;Streptophyta	0.000933049149736
Root;Eukaryota;stramenopiles;Other	9.14754068369e-06
Root;Other;Other;Other	0.0682955387444
