Feature ID	Taxon	Confidence
0d9663954f9de19b601267102c3edaf6	Unassigned	1.4297365804605278e-06
9c24c15f065e034aa3dfa819c53bb31f	Unassigned	3.659362040719927e-05
1cf0c22af1c05c39442dfd5e4bc355bc	Unassigned	8.287204589230157e-09
83a14d097b9af6b1daa5e9b934a69596	Unassigned	9.31427912576055e-08
68c72ec9287edc152ba5ba5793a57404	Unassigned	2.5562782668409056e-08
af05ef082d252b58eff8a73fea334359	Unassigned	1.1973265490183849e-08
9e776521964339e46e1fa2afe47dab4c	Unassigned	2.807584564834542e-08
ed0eb8c99326e0ec472d19a1fea46d20	Unassigned	1.17141674882415e-06
bb61e102b80728dc065059f3446fbd14	Unassigned	6.329301860397152e-09
6523268c74ed886fa23059a1157cb6f3	Unassigned	8.628996301474068e-05
3e46d8f9b676e115585aecb00562f7b2	Unassigned	8.9299737718318e-05
5d32ba90d9aa72951f9055e4988ce428	Unassigned	1.561099760571949e-08
18bc76c2462dfa9b219cd400b3948212	Unassigned	9.085421304177999e-10
5ae672a053581f596e9ecfb039bd798b	Unassigned	1.7861859447076966e-07
12f40711f68989deb0c04655f374a98e	Unassigned	2.325871384378786e-09
4250e7b051847a13d608ef81be69999a	Unassigned	1.399596812889925e-07
f6e13f379ae8d56666d730b3954e251a	Unassigned	7.011340856855064e-05
148744b83b8ca9df502e6ddbb9adc745	Unassigned	9.644974779954296e-07
97e6ccfd8b780926ede87c1dbfffe04e	Unassigned	1.922336978488204e-08
31bdb8e50a8f08708ef058cd931db758	Unassigned	1.0988072141060456e-07
5d3c9dd98dab0b3cf71b4045f3cbe225	Unassigned	3.52134575918317e-05
b27f3746dc96409f8cf7ccb7110c6669	Unassigned	1.6170789551850362e-07
27d715e6eab18de8ccdf27dca6dffc83	Unassigned	1.24792512989913e-07
ce68461b19365e899b736787ab1a20b4	Unassigned	2.0702305314479474e-08
9de41efaa6ba102a29e8b876a2ac7259	Unassigned	2.468567483759898e-08
7077386d4c1252ee121c220de47a3bdc	Unassigned	2.087445605258864e-08
7d06c91eee526da2845e19fc498ef62d	Unassigned	6.294299352838095e-07
73a76624439ae1b31e79ef2259247738	Unassigned	2.747595416519033e-06
aa64e6b8046cb8103645005b3838e5e6	Unassigned	9.043874649172778e-08
53a5b78d6ed24ffa75d4460172e1fd87	Unassigned	9.448370075215706e-08
a42f49f7004e52db3274f5a30358f651	Unassigned	1.076707563774093e-06
8c9f7d81df9a22351937685c4baddb7c	Unassigned	2.7936504278791574e-06
a26554922f7b7b436271b863b7ee7b73	Unassigned	1.0839066788559393e-07
32e259fc328091d5b8cf1cdb4e7915fe	Unassigned	7.173383154146507e-08
df7f9cc54f6279ed5745804d0beb4626	Unassigned	4.469663883455155e-08
ec7e55d24b191e0167c9b5d76be36b13	Unassigned	1.189056175743275e-07
8242b3afb352fa5f814e88934bc5505d	Unassigned	1.0529778826651182e-08
1f2253720c1d7d139faabc0fee3a1709	Unassigned	1.3427951084388212e-08
73d5503262052923010ad9cc335bc7bb	Unassigned	4.260074534678804e-05
1086711b50481e71f92ba0d973907842	Unassigned	1.7377503279680795e-06
4cf4ac567d849ee3767b23d1e48d5866	Unassigned	3.07791314657635e-08
8e9c86e77bb2ff87ab49d7294bcb44ca	Unassigned	4.886083969646293e-06
1b2bcb804a535a020a122fbdb58b96aa	Unassigned	9.388573807278533e-09
90b0d451662f7563443e0d008925a574	Unassigned	2.5147294469007875e-08
138e5efefb28c54e724d270954529b47	Unassigned	4.945919535037646e-07
d01714857eb5e3401b03b81875fb52e1	Unassigned	9.509781873084933e-08
6a9f333e4ce9c312b9c9ca0b79efbb94	Unassigned	5.440806916112706e-08
ea492cebc636911899a5ddaccd19957e	Unassigned	1.2912898195160949e-08
3d5b64619404a874482d91b78cb4ef80	Unassigned	1.083892463560332e-07
4777ac6cedb9029c3066af6cf292c55e	Unassigned	5.857736673497982e-08
a50bffc4c317a92d1144ffef1278cef7	Unassigned	1.73385693691408e-07
31fd647a82c7e89b6ee3e307deb0c399	Unassigned	1.2469674626203187e-08
7559f811c80b3a16abf3a4c3d920c45c	Unassigned	2.2607605898450345e-08
f3f7a4cdd595c890f68f9cd8d0191a7f	Unassigned	2.247555785928057e-08
f427968e08770f63c0625b50dc8f4201	Unassigned	5.661563456937913e-07
5eb6a72f21c36ef1525a6e590fd31d14	Unassigned	1.3993079250873564e-07
301a96f42179496cdeb87910d1084d88	Unassigned	7.579160754300762e-05
97a67560c7dbd290bc4070bb73964615	Unassigned	1.039311110551111e-05
6333ec889a018e1421f0c466b6283c48	Unassigned	8.307773469162782e-09
eae4da0c4bf705d5bf2756e467507eab	Unassigned	3.919950453123988e-07
7eb19c293d609a0c3e6ce4c8937d7e19	Unassigned	3.4223805112088e-07
75b45d8129c2c8c7672f087cda7825fc	Unassigned	6.215329140246695e-09
313200fa7b77b2e53cf2e22c67af2b6f	Unassigned	4.508242157363895e-08
a3bbe696e0af0944230b745bf101ed1b	Unassigned	3.5466831471708815e-08
6d08284a8675fae014c4753db3af92e9	Unassigned	5.168062161553522e-06
c110dc917e48de08978e6ca40711768e	Unassigned	1.023149875933882e-08
0eddc0b05602f08660776d811b4b898f	Unassigned	6.070722036177756e-09
