pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
blast_100.0	-0.28702108619	0.321382283608	0.0775911211487	-0.0139229424764	0.0333706563521	-0.0088446723684	0.00564771394189	0.0139222215992	-0.00117396143087	-0.011287349548	-0.00729653603912	0.00214259733508	-0.00519072286476	0.00143418776217	0.00124736036959	-0.00193727583075	0.000435734342907	-0.00461895067696	0.00439437802685	0.00185055782199	-0.000131788076437	2.54128214808e-05	-5.65200349923e-05	-2.7393350501e-07	-1.6566767659e-08	-5.91187290028e-09	0.0	-1.00646962424e-08	0.0	0.0
blast_0.0001	-0.28702108619	0.321382283608	0.0775911211487	-0.0139229424764	0.0333706563521	-0.0088446723684	0.00564771394189	0.0139222215992	-0.00117396143087	-0.011287349548	-0.00729653603912	0.00214259733508	-0.00519072286476	0.00143418776218	0.00124736036959	-0.00193727583075	0.000435734342907	-0.00461895067696	0.00439437802686	0.001850557822	-0.000131788076441	2.54128214797e-05	-5.65200349916e-05	-2.73933493316e-07	-1.65668465821e-08	-2.59448228402e-09	1.06972769785e-08	2.30223070912e-09	4.34267820165e-09	8.20165344546e-10
blast_1e-06	-0.28702108619	0.321382283608	0.0775911211487	-0.0139229424764	0.0333706563521	-0.0088446723684	0.00564771394189	0.0139222215992	-0.00117396143087	-0.011287349548	-0.00729653603912	0.00214259733508	-0.00519072286476	0.00143418776216	0.00124736036959	-0.00193727583075	0.000435734342907	-0.00461895067697	0.00439437802687	0.001850557822	-0.000131788076431	2.54128214797e-05	-5.65200349954e-05	-2.73933497561e-07	-1.65666033904e-08	-7.68715450244e-09	-1.24562375713e-08	2.69230813002e-09	3.01580225501e-09	2.65011586063e-10
blast_1.0	-0.28702108619	0.321382283608	0.0775911211487	-0.0139229424764	0.0333706563521	-0.0088446723684	0.00564771394189	0.0139222215992	-0.00117396143087	-0.011287349548	-0.00729653603912	0.00214259733507	-0.00519072286476	0.00143418776218	0.00124736036959	-0.00193727583075	0.000435734342907	-0.00461895067695	0.00439437802685	0.00185055782199	-0.000131788076437	2.54128214803e-05	-5.65200349913e-05	-2.73933502915e-07	-1.65668013279e-08	-5.94130568192e-09	8.88750493555e-10	2.55858340241e-09	-5.21189586016e-09	1.86713386346e-09
blast_1e-10	-0.28702108619	0.321382283608	0.0775911211487	-0.0139229424764	0.0333706563521	-0.0088446723684	0.00564771394189	0.0139222215992	-0.00117396143087	-0.011287349548	-0.00729653603912	0.00214259733507	-0.00519072286476	0.00143418776218	0.00124736036959	-0.00193727583075	0.000435734342907	-0.00461895067695	0.00439437802685	0.00185055782199	-0.000131788076438	2.54128214794e-05	-5.6520034992e-05	-2.73933517806e-07	-1.65667895133e-08	-6.15288289734e-09	2.53581753066e-09	2.5747893334e-09	-1.86426617248e-09	-2.86790687291e-09
blast_1e-30	-0.286378708109	0.325598438926	0.0785290792399	-0.0158435766553	0.0339467061936	-0.00915747078662	0.00396377786403	0.0155448751618	-0.000460109297337	-0.00910263159429	-0.00794683921983	0.00381272366903	0.00662835946543	-0.0150390302096	0.00138624184652	-0.00152053838597	-0.0121245323995	0.0231854377588	-0.0213997798597	-0.00776586663442	0.00111743961869	-0.000189990629961	0.000344386775366	1.52400817846e-06	3.67490648004e-07	-5.65753965322e-09	3.33121486292e-10	1.26430665082e-11	5.64636848069e-11	1.68807842323e-11
mothur_0.0	-0.190226247267	-0.134725690695	-0.0729765348402	0.114698957236	0.0324758730695	-0.00283538941212	-0.0561785936586	0.0172396905362	-0.0325433673892	0.0379428360025	0.021190668429	-0.00588749291365	-0.00694543671964	0.00733265841316	-0.013154515854	0.00651445674943	0.00204004958354	0.00203532483631	-0.000592933409058	0.000378670356178	3.63608575304e-05	-5.81844850171e-05	-0.000358870283411	0.000402283526228	-0.00010705264342	-5.65753964426e-09	3.33121481607e-10	1.26430666236e-11	5.64636851026e-11	1.68807841059e-11
mothur_0.1	-0.186750705323	-0.151953765555	-0.0725696586326	0.0983961492585	0.0228973568162	-0.000676038406577	0.018801378839	-0.0298506995916	-0.00807648659702	-0.0261198136471	0.0607568440618	-0.0179678847432	0.0248499091306	-0.0303536312099	0.0488688538239	0.0154913800648	0.00359077886902	-0.00205699941473	0.00124517107585	0.00166006275627	0.000365997098889	-5.30954130459e-05	9.69280919898e-05	4.3052663972e-07	1.45175454224e-07	-5.6575396532e-09	3.33121486289e-10	1.26430665081e-11	5.64636848039e-11	1.68807842317e-11
mothur_0.2	-0.0999211087507	-0.13685736734	-0.00508024372686	0.0663729170054	-0.0526172954931	0.000466134857524	-0.0261140604812	-0.060175648266	0.0287528059785	-0.045037066966	-0.00731852277576	0.00428690873106	0.0114476096321	-0.0241076367144	-0.026167136069	0.00207649636488	-0.010595694924	-0.00461388194761	0.0027427366851	-0.00122154724489	0.00204901112832	0.00349188248575	-0.0029015496006	-2.35369645267e-05	-6.05723342865e-06	-5.657539653e-09	3.33121486043e-10	1.26430665188e-11	5.64636848368e-11	1.68807842331e-11
mothur_0.3	-0.0987204432003	-0.133593307252	0.00202375931068	0.0308112138624	-0.0986409089491	0.0148728525577	0.0415050172128	-0.0567846981491	-0.0457899838803	0.00738527695935	-0.0195725833416	0.0424504226801	-0.0108312637636	0.0102118750235	0.00833126104343	-0.0019759678568	-0.00165799504384	0.00486228053921	-0.00343650445659	0.00507366448115	0.000519202332451	-0.00330004438949	-0.00347431700303	-2.17130632753e-05	5.43959379005e-06	-5.65753965367e-09	3.33121486524e-10	1.26430665016e-11	5.64636847896e-11	1.68807842387e-11
mothur_0.4	-0.129537189106	-0.203594604681	-0.0688451504459	0.00234149440012	0.0657326577655	0.0306073009121	0.0767257881637	-0.0160176452775	0.0699473679517	0.0545151067901	-0.00572043050403	-0.0205840839756	-0.0118751051496	-0.00570817656136	-9.30117488241e-05	-0.00223579656252	-0.0088179320698	0.000150199833234	-0.0040483544228	0.000624196590585	-0.00525225244183	0.000788388435189	-0.00138121028976	-5.9537527937e-06	-2.95025585566e-06	-5.65753965306e-09	3.33121486151e-10	1.26430665132e-11	5.64636848192e-11	1.68807842316e-11
