	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
blast_100.0	0.0	0.0	0.0	0.0	0.0	0.00393137571765	0.510823123003	0.51084824632	0.510898041473	0.510920635404	0.572292372884	0.574416991671	0.647835083108	0.728450407194	0.763531080002	0.800144867525	1.0	0.510803783476	0.510816977481	0.510875447542	0.510939161718	0.511199163834	0.574381469871	0.647579333953	0.671003550074	0.800088838656	0.800144867525	1.0	0.424784314373	1.0
blast_0.0001	0.0	0.0	0.0	0.0	0.0	0.00393137571765	0.510823123003	0.51084824632	0.510898041473	0.510920635404	0.572292372884	0.574416991671	0.647835083108	0.728450407194	0.763531080002	0.800144867525	1.0	0.510803783476	0.510816977481	0.510875447542	0.510939161718	0.511199163834	0.574381469871	0.647579333953	0.671003550074	0.800088838656	0.800144867525	1.0	0.424784314373	1.0
blast_1e-06	0.0	0.0	0.0	0.0	0.0	0.00393137571765	0.510823123003	0.51084824632	0.510898041473	0.510920635404	0.572292372884	0.574416991671	0.647835083108	0.728450407194	0.763531080002	0.800144867525	1.0	0.510803783476	0.510816977481	0.510875447542	0.510939161718	0.511199163834	0.574381469871	0.647579333953	0.671003550074	0.800088838656	0.800144867525	1.0	0.424784314373	1.0
blast_1.0	0.0	0.0	0.0	0.0	0.0	0.00393137571765	0.510823123003	0.51084824632	0.510898041473	0.510920635404	0.572292372884	0.574416991671	0.647835083108	0.728450407194	0.763531080002	0.800144867525	1.0	0.510803783476	0.510816977481	0.510875447542	0.510939161718	0.511199163834	0.574381469871	0.647579333953	0.671003550074	0.800088838656	0.800144867525	1.0	0.424784314373	1.0
blast_1e-10	0.0	0.0	0.0	0.0	0.0	0.00393137571765	0.510823123003	0.51084824632	0.510898041473	0.510920635404	0.572292372884	0.574416991671	0.647835083108	0.728450407194	0.763531080002	0.800144867525	1.0	0.510803783476	0.510816977481	0.510875447542	0.510939161718	0.511199163834	0.574381469871	0.647579333953	0.671003550074	0.800088838656	0.800144867525	1.0	0.424784314373	1.0
blast_1e-30	0.00393137571765	0.00393137571765	0.00393137571765	0.00393137571765	0.00393137571765	0.0	0.514737237099	0.514762360416	0.514812155569	0.5148347495	0.576201154671	0.578325773457	0.651743864895	0.732359188981	0.767439861788	0.800144867525	1.0	0.514717897573	0.514731091577	0.514789561638	0.514853275814	0.515107945621	0.578290251658	0.65148811574	0.67491233186	0.800088838656	0.800144867525	1.0	0.424806908304	1.0
mothur_0.0	0.510823123003	0.510823123003	0.510823123003	0.510823123003	0.510823123003	0.514737237099	0.0	0.0502215022288	0.140885322437	0.197311037521	0.169212666112	0.183914465062	0.347491200307	0.428295304968	0.463902474458	0.748876828851	1.0	5.18730584055e-05	0.000324247011084	0.0909455940867	0.142154580093	0.198846169278	0.273986527224	0.347280815402	0.370861641852	0.500773911101	0.748890836068	1.0	0.600632461374	1.0
mothur_0.1	0.51084824632	0.51084824632	0.51084824632	0.51084824632	0.51084824632	0.514762360416	0.0502215022288	0.0	0.0906864141387	0.147112129223	0.119065630873	0.133767429822	0.297344165068	0.378148269729	0.452082819395	0.748650182434	0.999903575904	0.0502540357604	0.0500479935635	0.140582944338	0.0919750113222	0.148699134038	0.223827562673	0.297121850851	0.34746652847	0.464410251254	0.748664189651	0.999903575904	0.600405814957	1.0
mothur_0.2	0.510898041473	0.510898041473	0.510898041473	0.510898041473	0.510898041473	0.514812155569	0.140885322437	0.0906864141387	0.0	0.0565245803718	0.209242527456	0.223223157699	0.206757880909	0.28756198557	0.361590341753	0.658157704792	0.920993144129	0.140917855968	0.140645482015	0.0500916431942	0.00137471994636	0.0581141145725	0.133241278514	0.206535566692	0.256902838243	0.373917773611	0.658171712009	0.909455561105	0.51039049928	1.0
mothur_0.3	0.510920635404	0.510920635404	0.510920635404	0.510920635404	0.510920635404	0.5148347495	0.197311037521	0.147112129223	0.0565245803718	0.0	0.152779671549	0.16675370479	0.205785766191	0.286724885808	0.361043055506	0.657622347857	0.920935487281	0.197343571053	0.1970711971	0.106478315939	0.0571685642527	0.00167999811863	0.0767726388174	0.205615325033	0.256025882928	0.373370487365	0.657624425763	0.909380642636	0.45441835212	1.0
mothur_0.4	0.572292372884	0.572292372884	0.572292372884	0.572292372884	0.572292372884	0.576201154671	0.169212666112	0.119065630873	0.209242527456	0.152779671549	0.0	0.0150931909292	0.233850790856	0.315644367453	0.390145809028	0.686733776287	0.999730331821	0.169212666112	0.168972825691	0.259127853362	0.20825215256	0.152236542666	0.104870197014	0.234553332992	0.284990552435	0.402335156872	0.686589095269	0.999730331821	0.602664011523	1.0
mothur_0.5	0.574416991671	0.574416991671	0.574416991671	0.574416991671	0.574416991671	0.578325773457	0.183914465062	0.133767429822	0.223223157699	0.16675370479	0.0150931909292	0.0	0.221594056224	0.300899821833	0.377416352289	0.68572297356	0.999229762712	0.183914465061	0.18367462464	0.273091221984	0.222230793092	0.165649732371	0.0908774490083	0.219798935966	0.272372518163	0.389701125672	0.673973590383	0.99922849802	0.602129104515	1.0
mothur_0.6	0.647835083108	0.647835083108	0.647835083108	0.647835083108	0.647835083108	0.651743864895	0.347491200307	0.297344165068	0.206757880909	0.205785766191	0.233850790856	0.221594056224	0.0	0.0858557369792	0.156633635687	0.539893024013	0.865276746125	0.347491200307	0.347251359886	0.256625945194	0.205741569484	0.204416468302	0.131157166479	0.0764787634686	0.0534987928809	0.168769660435	0.455109804702	0.853601706954	0.568446971055	1.0
mothur_0.7	0.728450407194	0.728450407194	0.728450407194	0.728450407194	0.728450407194	0.732359188981	0.428295304968	0.378148269729	0.28756198557	0.286724885808	0.315644367453	0.300899821833	0.0858557369792	0.0	0.0995030890904	0.485974364282	0.815229204042	0.428295304968	0.428055464547	0.337430049854	0.287257254474	0.286342611261	0.211175052092	0.131086703486	0.0598808974653	0.110131463055	0.403667843792	0.801486758854	0.595535623715	1.0
