#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
MockMiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	-0.0103942124005	-0.00335553554515	-0.000797006886486	0.0021830495707	0.00137624724349	0.000191425758418	2.46484645561e-05	-3.5150168292e-05	1.69557155109e-05	4.57753293924e-06	1.87484984234e-05	1.70102129747e-05	-1.90622698161e-05	-3.66568749437e-06	6.58964747612e-07	3.50319424063e-07	3.75199688074e-07	-8.33860714875e-08	-1.98030130602e-07	1.20024537191e-08	4.00734421857e-08	1.47294274811e-08	-7.34584578452e-10	1.50016085689e-09	-3.8733612313e-10	-1.80471512507e-10	-2.61444337443e-10	-1.04026393759e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117204e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus	-0.0642058796982	0.019846232275	-0.00234738789797	-0.00376984700139	0.00033002120489	0.000428173526623	-0.000504786973785	0.00059596506752	-0.000128039992546	-0.000476053801638	0.000100925023172	4.02029989213e-06	8.14944213471e-05	-1.87988168744e-05	-9.53539211651e-06	1.94862183268e-05	2.52691025424e-06	-1.37625978012e-06	-1.01953204783e-06	7.68540270982e-08	-7.09496746934e-08	-1.3065095718e-07	7.52759376101e-09	-1.06032539518e-08	-2.58740465094e-09	-7.83925012703e-09	-1.74251823111e-09	-6.05078672094e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117207e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	-0.029878474462	-0.00266124248905	0.00389254612245	0.00319082085758	0.0043485524642	0.000109763414906	5.27411676976e-06	-2.64831144606e-05	3.58088696336e-05	9.80974457309e-05	1.71171505222e-05	1.9077824773e-05	-3.19899649317e-05	-1.05726593152e-06	-7.68063090067e-07	-1.10258744193e-06	7.56937182167e-07	-3.36127733295e-07	-6.28132501776e-07	-8.48951707073e-08	2.78989552932e-08	3.402711996e-09	-8.413167688e-09	1.7119678845e-09	-6.25786573232e-10	-4.8042359553e-11	-6.81482875569e-10	-2.48263880267e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117204e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium	-0.0646787532432	0.0346360637179	-0.0126519481571	-0.00158128045332	0.00568425942287	0.00122335995522	0.000533264955022	0.000992653445399	-0.000118977568634	0.000615960315244	-0.000248327835969	-6.88682041007e-05	0.000175392767813	3.15221615695e-05	1.85633012549e-05	1.43076231415e-05	1.04958965419e-05	2.01164445052e-07	1.76834581247e-06	6.77471986153e-07	-4.68415822901e-07	-3.45181836638e-07	5.06278652927e-08	-1.51934451619e-08	3.49177171036e-09	-6.03818112382e-09	-1.25266798063e-10	-1.08749450618e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117206e-11
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia	-0.0163651615647	-0.0534721604515	-0.00737535502446	-0.0125580180868	0.00887570168166	-0.00304713100721	0.000180996027548	0.00152912904126	-0.000270143938935	5.08416188098e-05	-0.000164319865808	-0.000149420949495	0.000129760393087	2.88306402872e-05	2.39108529526e-06	1.79399066745e-05	9.8009552771e-06	-1.16924291922e-06	-2.50649191994e-07	6.04974839019e-07	-1.00620185674e-07	-1.73186648019e-07	1.55140218214e-08	2.86347569516e-09	3.1419865804e-09	-2.93841720462e-09	-7.06708102894e-10	-2.27314494182e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117205e-11
MockMiSeq.even;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia	-0.0240442501619	-0.00689376460021	0.00194078911883	0.00420330636913	0.00317543588436	0.000206059184743	0.000192278795275	-0.000132296104471	3.08305749655e-05	4.00084602354e-05	5.69369927354e-06	2.83815783623e-05	-4.38032038387e-05	-2.57767101872e-06	7.33138351299e-07	-2.26668976909e-06	4.56351244587e-08	-1.67513516173e-08	-2.7790873138e-07	-4.32491260111e-08	5.14861373596e-08	4.96867597134e-08	-6.08478500235e-09	3.37490497713e-09	-2.27994695331e-10	9.42275856396e-10	-3.57826809105e-10	-1.57801517724e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117204e-11
MockMiSeq.even;k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	-0.062845400969	0.0134614464352	0.00284124197422	-0.00363799474795	-0.00334457100125	-0.000641869030374	-5.72037405798e-05	-2.52726692431e-05	-0.000145226786646	0.000113940085016	1.03753133975e-05	6.64499693404e-05	-3.17303762957e-05	-1.63409746911e-05	-1.96331698794e-06	-4.8519918641e-06	-2.3829878583e-06	-4.69095116552e-08	-3.92842449904e-07	-1.08322384067e-07	1.32006931816e-07	1.01431537757e-07	-6.10548144712e-09	4.23605242246e-09	-1.84393079842e-09	1.07358029843e-09	-5.99121295392e-10	-2.86508753819e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117204e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	-0.0102231927796	0.00686161859256	0.0115635183704	-0.0014379493298	0.00413991100081	-0.000235974511468	0.000382314218253	0.00015725377414	1.14806479016e-05	9.69948128971e-05	-6.36853332133e-05	-3.13414833366e-05	2.15464600324e-05	1.42811700435e-05	-9.67602332645e-07	-1.26419956538e-06	1.0379643345e-06	-2.80365774711e-08	-7.23104172466e-08	-2.04917497855e-08	-7.98460910308e-08	-4.24601164525e-08	-3.64038775703e-09	-2.11446467342e-09	-2.37589179585e-10	1.09564111997e-10	1.15126556907e-09	5.76111216294e-11	3.18559901908e-09	-2.44347266653e-10	-4.16098117205e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.0116296311763	0.0160964711074	-0.0196572262462	0.00782313218111	0.0158947500351	0.0023486762916	0.00405542108243	-0.0027580320135	-0.000563292611993	-0.000114515271743	-0.000224039311516	0.000322698399084	-0.00061052819266	-1.79013158688e-05	2.32030741236e-05	-8.49171435676e-05	-2.20573852369e-05	7.11928587577e-06	3.66223470066e-06	-6.82716155805e-07	3.49940753461e-07	1.49047985633e-06	-7.19208419097e-08	6.51006353878e-08	1.44419875244e-08	4.24939342077e-08	3.59836776895e-09	2.87150499845e-11	3.18559901908e-09	-2.44347266655e-10	-4.1609811719e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.00526866813147	-0.00490385220261	-0.0198658611492	-0.00194635965815	-0.00147164060375	-0.000325944563004	0.000640580704892	-0.000411161189943	-2.0750081701e-05	-0.000122645302133	0.000126862946762	4.98482233548e-05	5.60030754464e-06	-1.14946408073e-05	-1.10088205773e-05	-1.06290148023e-05	6.29103668635e-06	-5.60779738189e-06	-7.89817777847e-06	-1.24519691574e-06	5.99327093425e-07	-6.6027030367e-07	-7.7588831014e-08	-4.83365324787e-08	-2.41096726315e-08	-2.46591470501e-08	3.05872028513e-10	1.47858650365e-10	3.18559901907e-09	-2.44347266652e-10	-4.16098117214e-11
MockMiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	0.00160092500151	0.00733674481721	-0.0063659920697	0.000658570934031	0.00310947116764	0.000339435210944	3.32347566351e-05	0.000659882332868	0.000138305714697	0.00122779362818	0.000125067006087	0.000209199824099	-9.1802069396e-05	-3.07438436937e-05	-7.18198355928e-06	1.26540804737e-06	4.49058327418e-07	-1.43598348641e-06	-2.57913608981e-06	-3.88971120418e-07	2.52690735459e-07	7.6040914265e-09	-3.07082553158e-08	7.91252799971e-09	-4.98254845094e-09	-5.67420868954e-10	-1.44612970743e-09	-3.82205323554e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117205e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	-0.063268810742	-0.0178615483722	-0.0405976480478	-0.0259813507436	0.0109531687426	-0.00255003992093	0.000663838319113	0.0036413259099	-0.000689876155256	0.00098099176451	-0.00105379246672	-0.000645317475007	0.000708767015174	0.000176678024734	1.47339686484e-05	-9.62953000242e-06	1.08034297725e-05	-1.11835738056e-06	6.11547038316e-06	-3.62927749474e-07	-3.34195027548e-06	-1.46507969391e-06	7.80884701412e-08	-1.62624602328e-07	7.88588472614e-10	-3.76964356201e-08	3.64448107799e-09	2.21146353648e-10	3.18559901907e-09	-2.44347266652e-10	-4.16098117217e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XI._Incertae_Sedis;g__Anaerococcus	-0.0628541214505	0.0135495032012	0.00273135319143	-0.00362846361931	-0.00328235665852	-0.000656612123311	-7.05894319706e-05	1.17081731783e-05	-0.000148309485288	0.000138768535357	1.58639167283e-05	7.18532444633e-05	-3.02286436907e-05	-1.84582337475e-05	-1.41623945232e-07	-4.8381895824e-06	-1.64641475369e-06	-1.07644508385e-07	-5.24832366154e-07	-8.50762586879e-08	1.6718927447e-07	9.18964304383e-08	-5.52187691221e-09	4.92782545591e-09	-2.01301560121e-09	9.92660822198e-10	-6.18595073075e-10	-2.89506973047e-11	3.18559901908e-09	-2.44347266654e-10	-4.16098117204e-11
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.135322936556	-0.0248059345773	0.00303101187257	0.00721862391566	0.012828041712	0.00133246202719	0.000313679672851	0.000315479304882	0.000368866866663	-0.000117372353472	-7.31899514778e-05	-0.000175702383145	9.79525346118e-05	4.82807658481e-05	2.44164520793e-06	1.07382016774e-05	6.6165452544e-06	-1.98898636959e-07	5.78251366931e-07	1.78178823345e-07	-4.60141996184e-07	-2.90198872899e-07	2.14786313523e-09	-5.45655667188e-09	4.76236440747e-09	-2.11198727552e-10	1.14788326262e-09	6.39838589317e-11	3.18559901908e-09	-2.44347266653e-10	-4.16098117204e-11
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	-0.0217040947686	-0.0407148403246	0.0477902333127	-0.000149053130249	-0.0125989025409	0.0224299322643	-0.0051845972401	-0.00303755420199	0.00225773767827	0.00143227576029	-1.06850306848e-05	-0.000483000875035	0.000651026733119	0.000110244262543	-1.97241104278e-06	1.50249336878e-05	1.7108992542e-05	-8.15197054824e-06	-2.26352883231e-06	-5.21433477543e-07	-1.60328345589e-06	-2.79443862427e-06	8.36175333684e-08	-2.51118499131e-07	-4.54012954681e-08	-9.20133071587e-08	-2.50674683726e-09	1.31099764847e-10	3.18559901907e-09	-2.4434726665e-10	-4.16098117236e-11
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Edwardsiella	0.00596818829959	0.0108954914635	-0.0154515813811	0.0011205536947	0.00574972861401	0.0017714784502	-0.000778301156028	0.00137304095523	0.000164249248504	0.000246797134909	0.000288545721847	0.000146323611002	4.72485954283e-05	-4.99007562879e-05	-1.32308711519e-05	3.15755942743e-05	6.58891318589e-06	-2.8234573675e-06	-3.48118828768e-06	-9.94514936606e-08	2.05225905146e-07	-2.05692999245e-07	5.96100845171e-09	1.5853652959e-09	-9.16580091779e-09	-1.15542216623e-08	-4.58541968947e-09	-1.56563139647e-10	3.18559901908e-09	-2.44347266654e-10	-4.16098117208e-11
