Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00260010400416	0.00423609149958	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	0.0	0.000282406099972	0.000619578686493	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.0384815392616	0.0344535441966	0.0223048327138	0.0461876832845
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.663026521061	0.687941259531	0.717472118959	0.726539589443
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0270410816433	0.0254165489975	0.043990086741	0.0476539589443
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.068122724909	0.0646709968935	0.0762081784387	0.0505865102639
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0104004160166	0.00818977689918	0.0830235439901	0.0769794721408
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0270410816433	0.0225924879977	0.00309789343247	0.00146627565982
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000520020800832	0.000564812199944	0.0092936802974	0.00879765395894
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.151326053042	0.139226207286	0.0433705080545	0.041788856305
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0114404576183	0.0124258683988	0.000619578686493	0.0
