Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.0124081617294
Root;k__Eukaryota;p__Alveolata;Other;Other	0.000131701489168
Root;k__Eukaryota;p__Alveolata;c__Ciliophora;Other	3.7628996905e-05
Root;k__Eukaryota;p__Amoebozoa;Other;Other	0.000395104467503
Root;k__Eukaryota;p__Amoebozoa;c__Mycetozoa;Other	0.000103479741489
Root;k__Eukaryota;p__Euglenozoa;Other;Other	5.64434953575e-05
Root;k__Eukaryota;p__Euglenozoa;c__Euglenida;Other	0.000432733464408
Root;k__Eukaryota;p__Euglenozoa;c__Euglenida;g__Euglena	0.000103479741489
Root;k__Eukaryota;p__Euglenozoa;c__Euglenida;g__Rhabdomonas	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;Other;Other	0.000536213205896
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0161522469215
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Hyaloraphidium	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.00245529204805
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Anguillospora	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	0.00022577398143
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.050516928345
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0187674622064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.0377889201419
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.0589740453994
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Hyphodontia	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Kazachstania	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Kuraishia	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Metschnikowia	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.00271869502639
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Petractis	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Pichia	0.000141108738394
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Pilidium	4.70362461313e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.264343703258
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomycopsis	0.000329253722919
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Scheffersomyces	0.0148822682759
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Schizosaccharomyces	0.0118155050282
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000809023433458
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0164720933952
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.0024741065465
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Zygosaccharomyces	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Fungal_endophyte_sp._sx01;g__Fungi	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	8.46652430363e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Harpellomyces	9.40724922625e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizomucor	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.208285905118
Root;k__Eukaryota;p__Metazoa;Other;Other	0.242104966087
Root;k__Eukaryota;p__Metazoa;c__Acanthocephala;Other	0.0226338416384
Root;k__Eukaryota;p__Metazoa;c__Arthropoda;Other	0.00221070356817
Root;k__Eukaryota;p__Metazoa;c__Chaetognatha;Other	1.88144984525e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Equus	0.00218248182049
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00669796144909
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Otolemur	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Pan	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Cnidaria;Other	0.000874874178042
Root;k__Eukaryota;p__Metazoa;c__Mollusca;Other	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Platyhelminthes;Other	1.88144984525e-05
Root;k__Eukaryota;p__Parabasalia;Other;Other	3.7628996905e-05
Root;k__Eukaryota;p__Parabasalia;c__Trichonymphida;Other	5.64434953575e-05
Root;k__Eukaryota;p__Rhizaria;c__Foraminifera;Other	1.88144984525e-05
Root;k__Eukaryota;p__Stramenopiles;Other;Other	3.7628996905e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea	0.000865466928815
