Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
NOHIT;Other;Other;Other	0.000107614694266	9.69111564123e-05	7.40326955304e-05	9.12624500649e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other;Other	2.60358131288e-06	2.28026250382e-06	2.69209801929e-06	2.76552878985e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.90145097587e-05	9.12105001528e-05	0.0141106317681	0.012520931596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.00035842636074	0.000356861081848	0.0450616826959	0.0438322485547
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	9.5464648139e-06	6.84078751146e-06	4.03814702893e-06	6.91382197462e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other	6.68252536973e-05	6.04269563512e-05	0.000259787458861	0.000196352544079
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.666393579916	0.683385551345	0.508675958892	0.505506859203
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	3.21108361922e-05	2.96434125497e-05	4.57656663279e-05	2.90380522934e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.106867466429	0.10215462004	0.0860017633242	0.0870298082521
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0183109873735	0.018235259243	0.0273005660136	0.0241472146285
k__Bacteria;p__Proteobacteria;Other;Other	6.07502306339e-06	3.42039375573e-06	2.69209801929e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	1.73572087525e-06	3.42039375573e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	3.7317998818e-05	2.62230187939e-05	4.03814702893e-06	4.14829318477e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0751810139908	0.0717416188952	0.0102757381396	0.0111865639549
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	1.90929296278e-05	9.12105001528e-06	2.42288821736e-05	2.21242303188e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00133043005088	0.00138981999608	0.021079127491	0.0194845330889
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__	8.67860437627e-07	0.0	2.69209801929e-06	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	1.73572087525e-06	0.0	1.07683920772e-05	9.67935076446e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	3.38465570675e-05	3.99045938168e-05	8.07629405787e-06	6.91382197462e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	0.0	0.0	4.03814702893e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__PB19	0.0	0.0	0.0	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0015083414406	0.00164634952776	0.0247848004146	0.0248883763442
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	2.60358131288e-06	2.28026250382e-06	1.34604900964e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	1.73572087525e-06	1.14013125191e-06	0.0	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	8.67860437627e-07	0.0	1.34604900964e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0558450834404	0.0498408376772	0.00871297523943	0.00809885106106
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	1.73572087525e-06	1.14013125191e-06	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0273671110401	0.0257293419618	0.17318401163	0.193234410369
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	8.67860437627e-07	0.0	2.69209801929e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	2.77715340041e-05	4.78855125802e-05	1.07683920772e-05	1.38276439492e-06
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.000613577329403	0.000689779407405	0.0765511532275	0.0663298252601
