#Sample	OTU	Abundance
blast_100.0	6	0.0541117094617
blast_100.0	10	0.000364213429069
blast_100.0	17	0.0116027992404
blast_100.0	18	0.0600952157965
blast_100.0	22	2.60152449335e-05
blast_100.0	31	0.0584302401207
blast_100.0	32	0.020760165457
blast_100.0	34	0.000104060979734
blast_100.0	35	0.000130076224668
blast_100.0	38	0.0517183069279
blast_100.0	40	0.100939150342
blast_100.0	42	0.000156091469601
blast_100.0	44	0.149145399204
blast_100.0	51	0.00421446967923
blast_100.0	52	0.288196883374
blast_100.0	53	0.0112906163012
blast_100.0	55	2.60152449335e-05
blast_100.0	61	0.00301776841229
blast_100.0	64	0.0779416738209
blast_100.0	69	0.107651083535
blast_100.0	70	7.80457348006e-05
blast_100.0	76	0.0457189206299
blast_100.0	80	0.000534145762444
blast_100.0	86	1.97831763868e-05
blast_100.0	87	0.0129777637097
blast_100.0	88	0.0658977605444
blast_100.0	92	0.000138482234708
blast_100.0	101	0.0514956081348
blast_100.0	102	0.0193479465063
blast_100.0	104	9.8915881934e-05
blast_100.0	105	0.000237398116642
blast_100.0	108	0.0466487299201
blast_100.0	110	0.171183825275
blast_100.0	112	0.000178048587481
blast_100.0	114	0.114841338925
blast_100.0	121	0.00381815304265
blast_100.0	122	0.265351744876
blast_100.0	123	0.0115731581863
blast_100.0	125	3.95663527736e-05
blast_100.0	127	3.95663527736e-05
blast_100.0	131	0.00320487457466
blast_100.0	132	1.97831763868e-05
blast_100.0	134	0.0897958376197
blast_100.0	139	0.0967792988842
blast_100.0	140	5.93495291604e-05
blast_100.0	146	0.0538884801177
blast_100.0	150	0.000223935506574
blast_100.0	156	3.19907866534e-05
blast_100.0	157	0.0112447615087
blast_100.0	158	0.0644774305
blast_100.0	162	0.000127963146614
blast_100.0	171	0.0568476278832
blast_100.0	172	0.0215297994178
blast_100.0	174	0.000111967753287
blast_100.0	175	0.000207940113247
blast_100.0	178	0.0418759397294
blast_100.0	180	0.0921334655619
blast_100.0	182	7.99769666336e-05
blast_100.0	184	0.133609520458
blast_100.0	191	0.00359896349851
blast_100.0	192	0.288604881794
blast_100.0	193	0.0126683515148
blast_100.0	195	1.59953933267e-05
blast_100.0	201	0.00302312933875
blast_100.0	202	1.59953933267e-05
blast_100.0	204	0.0957164336671
blast_100.0	209	0.119933459164
blast_100.0	210	3.19907866534e-05
blast_0.0001	6	0.0541117094617
blast_0.0001	10	0.000364213429069
blast_0.0001	17	0.0116027992404
blast_0.0001	18	0.0600952157965
blast_0.0001	22	2.60152449335e-05
blast_0.0001	31	0.0584302401207
blast_0.0001	32	0.020760165457
blast_0.0001	34	0.000104060979734
blast_0.0001	35	0.000130076224668
blast_0.0001	38	0.0517183069279
blast_0.0001	40	0.100939150342
blast_0.0001	42	0.000156091469601
blast_0.0001	44	0.149145399204
blast_0.0001	51	0.00421446967923
blast_0.0001	52	0.288196883374
blast_0.0001	53	0.0112906163012
blast_0.0001	55	2.60152449335e-05
blast_0.0001	61	0.00301776841229
blast_0.0001	64	0.0779416738209
blast_0.0001	69	0.107651083535
blast_0.0001	70	7.80457348006e-05
blast_0.0001	76	0.0457189206299
blast_0.0001	80	0.000534145762444
blast_0.0001	86	1.97831763868e-05
blast_0.0001	87	0.0129777637097
blast_0.0001	88	0.0658977605444
blast_0.0001	92	0.000138482234708
blast_0.0001	101	0.0514956081348
blast_0.0001	102	0.0193479465063
blast_0.0001	104	9.8915881934e-05
blast_0.0001	105	0.000237398116642
blast_0.0001	108	0.0466487299201
blast_0.0001	110	0.171183825275
blast_0.0001	112	0.000178048587481
blast_0.0001	114	0.114841338925
blast_0.0001	121	0.00381815304265
blast_0.0001	122	0.265351744876
blast_0.0001	123	0.0115731581863
blast_0.0001	125	3.95663527736e-05
blast_0.0001	127	3.95663527736e-05
blast_0.0001	131	0.00320487457466
blast_0.0001	132	1.97831763868e-05
blast_0.0001	134	0.0897958376197
blast_0.0001	139	0.0967792988842
blast_0.0001	140	5.93495291604e-05
blast_0.0001	146	0.0538884801177
blast_0.0001	150	0.000223935506574
blast_0.0001	156	3.19907866534e-05
blast_0.0001	157	0.0112447615087
blast_0.0001	158	0.0644774305
blast_0.0001	162	0.000127963146614
blast_0.0001	171	0.0568476278832
blast_0.0001	172	0.0215297994178
blast_0.0001	174	0.000111967753287
blast_0.0001	175	0.000207940113247
blast_0.0001	178	0.0418759397294
blast_0.0001	180	0.0921334655619
blast_0.0001	182	7.99769666336e-05
blast_0.0001	184	0.133609520458
blast_0.0001	191	0.00359896349851
blast_0.0001	192	0.288604881794
blast_0.0001	193	0.0126683515148
blast_0.0001	195	1.59953933267e-05
blast_0.0001	201	0.00302312933875
blast_0.0001	202	1.59953933267e-05
blast_0.0001	204	0.0957164336671
blast_0.0001	209	0.119933459164
blast_0.0001	210	3.19907866534e-05
blast_1e-06	6	0.0541117094617
blast_1e-06	10	0.000364213429069
blast_1e-06	17	0.0116027992404
blast_1e-06	18	0.0600952157965
blast_1e-06	22	2.60152449335e-05
blast_1e-06	31	0.0584302401207
blast_1e-06	32	0.020760165457
blast_1e-06	34	0.000104060979734
blast_1e-06	35	0.000130076224668
blast_1e-06	38	0.0517183069279
blast_1e-06	40	0.100939150342
blast_1e-06	42	0.000156091469601
blast_1e-06	44	0.149145399204
blast_1e-06	51	0.00421446967923
blast_1e-06	52	0.288196883374
blast_1e-06	53	0.0112906163012
blast_1e-06	55	2.60152449335e-05
blast_1e-06	61	0.00301776841229
blast_1e-06	64	0.0779416738209
blast_1e-06	69	0.107651083535
blast_1e-06	70	7.80457348006e-05
blast_1e-06	76	0.0457189206299
blast_1e-06	80	0.000534145762444
blast_1e-06	86	1.97831763868e-05
blast_1e-06	87	0.0129777637097
blast_1e-06	88	0.0658977605444
blast_1e-06	92	0.000138482234708
blast_1e-06	101	0.0514956081348
blast_1e-06	102	0.0193479465063
blast_1e-06	104	9.8915881934e-05
blast_1e-06	105	0.000237398116642
blast_1e-06	108	0.0466487299201
blast_1e-06	110	0.171183825275
blast_1e-06	112	0.000178048587481
blast_1e-06	114	0.114841338925
blast_1e-06	121	0.00381815304265
blast_1e-06	122	0.265351744876
blast_1e-06	123	0.0115731581863
blast_1e-06	125	3.95663527736e-05
blast_1e-06	127	3.95663527736e-05
blast_1e-06	131	0.00320487457466
blast_1e-06	132	1.97831763868e-05
blast_1e-06	134	0.0897958376197
blast_1e-06	139	0.0967792988842
blast_1e-06	140	5.93495291604e-05
blast_1e-06	146	0.0538884801177
blast_1e-06	150	0.000223935506574
blast_1e-06	156	3.19907866534e-05
blast_1e-06	157	0.0112447615087
blast_1e-06	158	0.0644774305
blast_1e-06	162	0.000127963146614
blast_1e-06	171	0.0568476278832
blast_1e-06	172	0.0215297994178
blast_1e-06	174	0.000111967753287
blast_1e-06	175	0.000207940113247
blast_1e-06	178	0.0418759397294
blast_1e-06	180	0.0921334655619
