#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
1	otu	2.60152449335e-05	Mock.2	Root	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria_rubropeziza
2	otu	0.0	Mock.2	Root	Sordariomycetes	Hypocreales	Incertae_sedis	Stachybotrys	Stachybotrys_theobromae
3	otu	1.7234839616	Mock.2	Root	Saccharomycetes	Saccharomycetales	Pichiaceae	Issatchenkia	Issatchenkia_sp_YS5
4	otu	0.0625	Mock.2	Root	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium_commune
5	otu	0.000624365878404	Mock.2	Root	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Other
6	otu	1.52351615547	Mock.2	Root	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_burtonii
7	otu	0.0247665131767	Mock.2	Root	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sp_JJP_2009a
8	otu	1.12913967585	Mock.2	Root	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Other
9	otu	7.80457348005e-05	Mock.2	Root	Sordariomycetes	Hypocreales	Incertae_sedis	Stilbella	Stilbella_aciculosa
10	otu	0.00218528057441	Mock.2	Root	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sp_ela1
11	otu	0.000130076224668	Mock.2	Root	Sordariomycetes	Hypocreales	Incertae_sedis	Other	Other
12	otu	0.000286167694269	Mock.2	Root	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium_sp_274
13	otu	0.0	Mock.2	Root	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium_sp_BF11
14	otu	0.976508233824	Mock.2	Root	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_sp_Po67
15	otu	0.000234137204401	Mock.2	Root	Saccharomycetes	Saccharomycetales	Incertae_sedis	Candida	Candida_fermenticarens
